length scale factor
2.8660570E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
5.7718346E-01 2.8631909E-02 9.1207066E+00 5.7718346E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
4.3015000E-02 2.3260000E-02 1.9755000E-02
theta     11          12          22          33          34          44
 0.0000000E+00  9.3790000E-01  0.0000000E+00  9.9974000E-01  9.9974000E-01  0.0000000E+00  9.9948000E-01
 5.0000000E-01  9.3764000E-01 -4.0057000E-05  9.9974000E-01  9.9974000E-01 -1.7576000E-09  9.9948000E-01
 1.0000000E+00  9.3685000E-01 -1.6023000E-04  9.9974000E-01  9.9974000E-01 -6.9487000E-09  9.9949000E-01
 1.5000000E+00  9.3553000E-01 -3.6055000E-04  9.9974000E-01  9.9974000E-01 -1.5329000E-08  9.9949000E-01
 2.0000000E+00  9.3370000E-01 -6.4102000E-04  9.9974000E-01  9.9974000E-01 -2.6489000E-08  9.9949000E-01
 2.5000000E+00  9.3134000E-01 -1.0017000E-03  9.9974000E-01  9.9974000E-01 -3.9855000E-08  9.9949000E-01
 3.0000000E+00  9.2846000E-01 -1.4426000E-03  9.9974000E-01  9.9974000E-01 -5.4689000E-08  9.9948000E-01
 3.5000000E+00  9.2508000E-01 -1.9639000E-03  9.9974000E-01  9.9974000E-01 -7.0083000E-08  9.9948000E-01
 4.0000000E+00  9.2120000E-01 -2.5655000E-03  9.9974000E-01  9.9974000E-01 -8.4961000E-08  9.9948000E-01
 4.5000000E+00  9.1682000E-01 -3.2476000E-03  9.9974000E-01  9.9974000E-01 -9.8074000E-08  9.9948000E-01
 5.0000000E+00  9.1195000E-01 -4.0103000E-03  9.9974000E-01  9.9974000E-01 -1.0800000E-07  9.9948000E-01
 5.5000000E+00  9.0661000E-01 -4.8536000E-03  9.9974000E-01  9.9973000E-01 -1.1314000E-07  9.9948000E-01
 6.0000000E+00  9.0080000E-01 -5.7777000E-03  9.9974000E-01  9.9973000E-01 -1.1172000E-07  9.9947000E-01
 6.5000000E+00  8.9453000E-01 -6.7826000E-03  9.9974000E-01  9.9972000E-01 -1.0176000E-07  9.9947000E-01
 7.0000000E+00  8.8782000E-01 -7.8687000E-03  9.9974000E-01  9.9971000E-01 -8.1116000E-08  9.9946000E-01
 7.5000000E+00  8.8068000E-01 -9.0359000E-03  9.9974000E-01  9.9970000E-01 -4.7444000E-08  9.9945000E-01
 8.0000000E+00  8.7312000E-01 -1.0284000E-02  9.9974000E-01  9.9969000E-01  1.7990000E-09  9.9944000E-01
 8.5000000E+00  8.6515000E-01 -1.1614000E-02  9.9975000E-01  9.9968000E-01  6.9358000E-08  9.9943000E-01
 9.0000000E+00  8.5679000E-01 -1.3026000E-02  9.9975000E-01  9.9966000E-01  1.5818000E-07  9.9941000E-01
 9.5000000E+00  8.4805000E-01 -1.4520000E-02  9.9975000E-01  9.9964000E-01  2.7144000E-07  9.9939000E-01
 1.0000000E+01  8.3896000E-01 -1.6095000E-02  9.9975000E-01  9.9962000E-01  4.1251000E-07  9.9937000E-01
 1.0500000E+01  8.2952000E-01 -1.7753000E-02  9.9975000E-01  9.9959000E-01  5.8499000E-07  9.9934000E-01
 1.1000000E+01  8.1975000E-01 -1.9493000E-02  9.9975000E-01  9.9956000E-01  7.9274000E-07  9.9931000E-01
 1.1500000E+01  8.0967000E-01 -2.1316000E-02  9.9975000E-01  9.9952000E-01  1.0398000E-06  9.9927000E-01
 1.2000000E+01  7.9930000E-01 -2.3222000E-02  9.9975000E-01  9.9948000E-01  1.3305000E-06  9.9923000E-01
 1.2500000E+01  7.8865000E-01 -2.5211000E-02  9.9975000E-01  9.9943000E-01  1.6694000E-06  9.9918000E-01
 1.3000000E+01  7.7774000E-01 -2.7283000E-02  9.9975000E-01  9.9938000E-01  2.0614000E-06  9.9913000E-01
 1.3500000E+01  7.6659000E-01 -2.9439000E-02  9.9975000E-01  9.9932000E-01  2.5115000E-06  9.9907000E-01
 1.4000000E+01  7.5522000E-01 -3.1679000E-02  9.9975000E-01  9.9925000E-01  3.0251000E-06  9.9900000E-01
 1.4500000E+01  7.4364000E-01 -3.4003000E-02  9.9975000E-01  9.9917000E-01  3.6077000E-06  9.9893000E-01
 1.5000000E+01  7.3187000E-01 -3.6411000E-02  9.9975000E-01  9.9909000E-01  4.2655000E-06  9.9885000E-01
 1.5500000E+01  7.1993000E-01 -3.8904000E-02  9.9975000E-01  9.9899000E-01  5.0045000E-06  9.9875000E-01
 1.6000000E+01  7.0783000E-01 -4.1482000E-02  9.9975000E-01  9.9889000E-01  5.8313000E-06  9.9865000E-01
 1.6500000E+01  6.9561000E-01 -4.4145000E-02  9.9975000E-01  9.9878000E-01  6.7527000E-06  9.9854000E-01
 1.7000000E+01  6.8326000E-01 -4.6893000E-02  9.9975000E-01  9.9865000E-01  7.7759000E-06  9.9842000E-01
 1.7500000E+01  6.7082000E-01 -4.9728000E-02  9.9975000E-01  9.9852000E-01  8.9084000E-06  9.9828000E-01
 1.8000000E+01  6.5829000E-01 -5.2648000E-02  9.9975000E-01  9.9837000E-01  1.0158000E-05  9.9813000E-01
 1.8500000E+01  6.4569000E-01 -5.5655000E-02  9.9975000E-01  9.9821000E-01  1.1533000E-05  9.9797000E-01
 1.9000000E+01  6.3304000E-01 -5.8748000E-02  9.9975000E-01  9.9803000E-01  1.3041000E-05  9.9780000E-01
 1.9500000E+01  6.2036000E-01 -6.1929000E-02  9.9975000E-01  9.9784000E-01  1.4692000E-05  9.9761000E-01
 2.0000000E+01  6.0766000E-01 -6.5196000E-02  9.9975000E-01  9.9763000E-01  1.6494000E-05  9.9740000E-01
 2.0500000E+01  5.9496000E-01 -6.8551000E-02  9.9975000E-01  9.9741000E-01  1.8458000E-05  9.9718000E-01
