length scale factor
6.2329000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
1.2552171E+00 6.2266671E-02 7.3839232E+00 1.2552171E+00
total extinction, absorption, scattering efficiencies (unpolarized incidence)
2.5868000E-01 1.3705000E-02 2.4497000E-01
theta     11          12          22          33          34          44
0.000000 4.2061000E+00 0.0000000E+00 9.9992000E-01 9.9992000E-01 0.0000000E+00 9.9984000E-01
0.500000 4.2042000E+00 -3.7881000E-05 9.9992000E-01 9.9992000E-01 6.1584000E-07 9.9984000E-01
1.000000 4.1986000E+00 -1.5153000E-04 9.9992000E-01 9.9992000E-01 2.4636000E-06 9.9984000E-01
1.500000 4.1892000E+00 -3.4097000E-04 9.9992000E-01 9.9992000E-01 5.5440000E-06 9.9984000E-01
2.000000 4.1760000E+00 -6.0622000E-04 9.9992000E-01 9.9992000E-01 9.8584000E-06 9.9984000E-01
2.500000 4.1592000E+00 -9.4735000E-04 9.9992000E-01 9.9992000E-01 1.5408000E-05 9.9984000E-01
3.000000 4.1388000E+00 -1.3644000E-03 9.9992000E-01 9.9992000E-01 2.2196000E-05 9.9984000E-01
3.500000 4.1147000E+00 -1.8575000E-03 9.9992000E-01 9.9992000E-01 3.0224000E-05 9.9984000E-01
4.000000 4.0872000E+00 -2.4266000E-03 9.9992000E-01 9.9992000E-01 3.9495000E-05 9.9984000E-01
4.500000 4.0562000E+00 -3.0720000E-03 9.9992000E-01 9.9991000E-01 5.0013000E-05 9.9983000E-01
5.000000 4.0218000E+00 -3.7936000E-03 9.9992000E-01 9.9991000E-01 6.1782000E-05 9.9983000E-01
5.500000 3.9843000E+00 -4.5917000E-03 9.9992000E-01 9.9991000E-01 7.4806000E-05 9.9983000E-01
6.000000 3.9435000E+00 -5.4664000E-03 9.9992000E-01 9.9990000E-01 8.9088000E-05 9.9982000E-01
6.500000 3.8997000E+00 -6.4178000E-03 9.9992000E-01 9.9990000E-01 1.0463000E-04 9.9981000E-01
7.000000 3.8530000E+00 -7.4462000E-03 9.9992000E-01 9.9989000E-01 1.2145000E-04 9.9980000E-01
7.500000 3.8035000E+00 -8.5516000E-03 9.9991000E-01 9.9988000E-01 1.3954000E-04 9.9979000E-01
8.000000 3.7513000E+00 -9.7342000E-03 9.9991000E-01 9.9987000E-01 1.5890000E-04 9.9978000E-01
8.500000 3.6967000E+00 -1.0994000E-02 9.9991000E-01 9.9985000E-01 1.7955000E-04 9.9977000E-01
9.000000 3.6396000E+00 -1.2332000E-02 9.9991000E-01 9.9984000E-01 2.0149000E-04 9.9975000E-01
9.500000 3.5803000E+00 -1.3748000E-02 9.9991000E-01 9.9982000E-01 2.2472000E-04 9.9973000E-01
