length scale factor
3.1200000E-06
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
6.2832998E-05 3.1168800E-06 3.6961672E-04 6.2832998E-05
total extinction, absorption, scattering efficiencies (unpolarized incidence)
5.9468000E-07 5.9469000E-07 -1.5912000E-11
theta     11          12          22          33          34          44
 0.0000000E+00 -3.6100000E-07  0.0000000E+00  9.9994000E-01  9.9994000E-01  0.0000000E+00  9.9988000E-01
 5.0000000E-01 -3.6099000E-07 -3.8075000E-05  9.9994000E-01  9.9994000E-01  8.8461000E-18  9.9988000E-01
 1.0000000E+00 -3.6095000E-07 -1.5231000E-04  9.9994000E-01  9.9994000E-01  3.5386000E-17  9.9988000E-01
 1.5000000E+00 -3.6088000E-07 -3.4271000E-04  9.9994000E-01  9.9994000E-01  7.9623000E-17  9.9988000E-01
 2.0000000E+00 -3.6078000E-07 -6.0932000E-04  9.9994000E-01  9.9994000E-01  1.4156000E-16  9.9988000E-01
 2.5000000E+00 -3.6066000E-07 -9.5217000E-04  9.9994000E-01  9.9994000E-01  2.2122000E-16  9.9988000E-01
 3.0000000E+00 -3.6051000E-07 -1.3713000E-03  9.9994000E-01  9.9994000E-01  3.1860000E-16  9.9988000E-01
 3.5000000E+00 -3.6033000E-07 -1.8668000E-03  9.9994000E-01  9.9994000E-01  4.3372000E-16  9.9988000E-01
 4.0000000E+00 -3.6012000E-07 -2.4388000E-03  9.9994000E-01  9.9994000E-01  5.6660000E-16  9.9987000E-01
 4.5000000E+00 -3.5989000E-07 -3.0872000E-03  9.9994000E-01  9.9993000E-01  7.1726000E-16  9.9987000E-01
 5.0000000E+00 -3.5963000E-07 -3.8123000E-03  9.9994000E-01  9.9993000E-01  8.8572000E-16  9.9987000E-01
 5.5000000E+00 -3.5934000E-07 -4.6141000E-03  9.9994000E-01  9.9993000E-01  1.0720000E-15  9.9987000E-01
 6.0000000E+00 -3.5903000E-07 -5.4928000E-03  9.9994000E-01  9.9992000E-01  1.2761000E-15  9.9986000E-01
 6.5000000E+00 -3.5869000E-07 -6.4484000E-03  9.9994000E-01  9.9992000E-01  1.4982000E-15  9.9986000E-01
 7.0000000E+00 -3.5832000E-07 -7.4812000E-03  9.9994000E-01  9.9991000E-01  1.7381000E-15  9.9985000E-01
 7.5000000E+00 -3.5793000E-07 -8.5912000E-03  9.9994000E-01  9.9990000E-01  1.9960000E-15  9.9984000E-01
 8.0000000E+00 -3.5751000E-07 -9.7787000E-03  9.9994000E-01  9.9989000E-01  2.2719000E-15  9.9983000E-01
 8.5000000E+00 -3.5706000E-07 -1.1044000E-02  9.9994000E-01  9.9988000E-01  2.5658000E-15  9.9982000E-01
 9.0000000E+00 -3.5659000E-07 -1.2387000E-02  9.9994000E-01  9.9986000E-01  2.8778000E-15  9.9980000E-01
 9.5000000E+00 -3.5609000E-07 -1.3808000E-02  9.9994000E-01  9.9984000E-01  3.2079000E-15  9.9978000E-01
 1.0000000E+01 -3.5556000E-07 -1.5307000E-02  9.9994000E-01  9.9982000E-01  3.5562000E-15  9.9976000E-01
 1.0500000E+01 -3.5501000E-07 -1.6884000E-02  9.9994000E-01  9.9980000E-01  3.9227000E-15  9.9973000E-01
 1.1000000E+01 -3.5443000E-07 -1.8540000E-02  9.9994000E-01  9.9977000E-01  4.3075000E-15  9.9970000E-01
 1.1500000E+01 -3.5383000E-07 -2.0276000E-02  9.9994000E-01  9.9973000E-01  4.7106000E-15  9.9967000E-01
 1.2000000E+01 -3.5320000E-07 -2.2090000E-02  9.9994000E-01  9.9969000E-01  5.1321000E-15  9.9963000E-01
 1.2500000E+01 -3.5255000E-07 -2.3983000E-02  9.9994000E-01  9.9965000E-01  5.5721000E-15  9.9959000E-01
 1.3000000E+01 -3.5187000E-07 -2.5957000E-02  9.9994000E-01  9.9960000E-01  6.0305000E-15  9.9954000E-01
 1.3500000E+01 -3.5117000E-07 -2.8010000E-02  9.9994000E-01  9.9954000E-01  6.5076000E-15  9.9948000E-01
 1.4000000E+01 -3.5044000E-07 -3.0143000E-02  9.9994000E-01  9.9948000E-01  7.0032000E-15  9.9942000E-01
 1.4500000E+01 -3.4969000E-07 -3.2357000E-02  9.9994000E-01  9.9941000E-01  7.5176000E-15  9.9935000E-01
 1.5000000E+01 -3.4891000E-07 -3.4652000E-02  9.9994000E-01  9.9934000E-01  8.0508000E-15  9.9928000E-01
 1.5500000E+01 -3.4811000E-07 -3.7028000E-02  9.9994000E-01  9.9925000E-01  8.6028000E-15  9.9919000E-01
 1.6000000E+01 -3.4729000E-07 -3.9486000E-02  9.9994000E-01  9.9916000E-01  9.1737000E-15  9.9910000E-01
 1.6500000E+01 -3.4644000E-07 -4.2025000E-02  9.9994000E-01  9.9905000E-01  9.7636000E-15  9.9899000E-01
 1.7000000E+01 -3.4557000E-07 -4.4646000E-02  9.9994000E-01  9.9894000E-01  1.0373000E-14  9.9888000E-01
 1.7500000E+01 -3.4468000E-07 -4.7350000E-02  9.9994000E-01  9.9881000E-01  1.1001000E-14  9.9875000E-01
 1.8000000E+01 -3.4377000E-07 -5.0136000E-02  9.9994000E-01  9.9868000E-01  1.1648000E-14  9.9862000E-01
 1.8500000E+01 -3.4283000E-07 -5.3006000E-02  9.9994000E-01  9.9853000E-01  1.2315000E-14  9.9847000E-01
 1.9000000E+01 -3.4187000E-07 -5.5960000E-02  9.9994000E-01  9.9837000E-01  1.3001000E-14  9.9831000E-01
 1.9500000E+01 -3.4089000E-07 -5.8997000E-02  9.9994000E-01  9.9819000E-01  1.3707000E-14  9.9813000E-01
 2.0000000E+01 -3.3989000E-07 -6.2118000E-02  9.9994000E-01  9.9800000E-01  1.4432000E-14  9.9794000E-01
 2.0500000E+01 -3.3887000E-07 -6.5324000E-02  9.9993000E-01  9.9780000E-01  1.5177000E-14  9.9774000E-01
 2.1000000E+01 -3.3782000E-07 -6.8616000E-02  9.9993000E-01  9.9758000E-01  1.5942000E-14  9.9752000E-01
 2.1500000E+01 -3.3676000E-07 -7.1992000E-02  9.9993000E-01  9.9734000E-01  1.6726000E-14  9.9728000E-01
 2.2000000E+01 -3.3567000E-07 -7.5455000E-02  9.9993000E-01  9.9708000E-01  1.7530000E-14  9.9702000E-01
 2.2500000E+01 -3.3457000E-07 -7.9003000E-02  9.9993000E-01  9.9681000E-01  1.8355000E-14  9.9675000E-01
 2.3000000E+01 -3.3345000E-07 -8.2639000E-02  9.9993000E-01  9.9651000E-01  1.9199000E-14  9.9645000E-01
 2.3500000E+01 -3.3230000E-07 -8.6361000E-02  9.9993000E-01  9.9620000E-01  2.0064000E-14  9.9614000E-01
 2.4000000E+01 -3.3114000E-07 -9.0171000E-02  9.9993000E-01  9.9586000E-01  2.0949000E-14  9.9580000E-01
 2.4500000E+01 -3.2996000E-07 -9.4068000E-02  9.9993000E-01  9.9550000E-01  2.1855000E-14  9.9544000E-01
 2.5000000E+01 -3.2877000E-07 -9.8054000E-02  9.9993000E-01  9.9511000E-01  2.2781000E-14  9.9505000E-01
 2.5500000E+01 -3.2755000E-07 -1.0213000E-01  9.9993000E-01  9.9470000E-01  2.3727000E-14  9.9464000E-01
 2.6000000E+01 -3.2632000E-07 -1.0629000E-01  9.9993000E-01  9.9427000E-01  2.4695000E-14  9.9421000E-01
 2.6500000E+01 -3.2507000E-07 -1.1054000E-01  9.9993000E-01  9.9380000E-01  2.5683000E-14  9.9374000E-01
 2.7000000E+01 -3.2380000E-07 -1.1489000E-01  9.9993000E-01  9.9331000E-01  2.6692000E-14  9.9325000E-01
 2.7500000E+01 -3.2252000E-07 -1.1932000E-01  9.9993000E-01  9.9279000E-01  2.7721000E-14  9.9273000E-01
 2.8000000E+01 -3.2122000E-07 -1.2384000E-01  9.9993000E-01  9.9223000E-01  2.8772000E-14  9.9217000E-01
 2.8500000E+01 -3.1991000E-07 -1.2846000E-01  9.9993000E-01  9.9165000E-01  2.9844000E-14  9.9159000E-01
 2.9000000E+01 -3.1858000E-07 -1.3316000E-01  9.9993000E-01  9.9102000E-01  3.0937000E-14  9.9096000E-01
 2.9500000E+01 -3.1724000E-07 -1.3796000E-01  9.9993000E-01  9.9037000E-01  3.2052000E-14  9.9031000E-01
 3.0000000E+01 -3.1588000E-07 -1.4285000E-01  9.9993000E-01  9.8967000E-01  3.3188000E-14  9.8961000E-01
 3.0500000E+01 -3.1451000E-07 -1.4783000E-01  9.9993000E-01  9.8894000E-01  3.4345000E-14  9.8888000E-01
 3.1000000E+01 -3.1313000E-07 -1.5290000E-01  9.9993000E-01  9.8817000E-01  3.5524000E-14  9.8811000E-01
 3.1500000E+01 -3.1173000E-07 -1.5807000E-01  9.9993000E-01  9.8736000E-01  3.6724000E-14  9.8730000E-01
 3.2000000E+01 -3.1032000E-07 -1.6333000E-01  9.9993000E-01  9.8650000E-01  3.7947000E-14  9.8644000E-01
