length scale factor
7.2717000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
1.4644164E+00 7.2644283E-02 8.6145573E+00 1.4644164E+00
total extinction, absorption, scattering efficiencies (unpolarized incidence)
3.7081000E-01 1.6199000E-02 3.5461000E-01
theta     11          12          22          33          34          44
0.000000 5.4398000E+00 0.0000000E+00 9.9993000E-01 9.9993000E-01 0.0000000E+00 9.9985000E-01
0.500000 5.4365000E+00 -3.7932000E-05 9.9993000E-01 9.9993000E-01 8.5342000E-07 9.9985000E-01
1.000000 5.4268000E+00 -1.5174000E-04 9.9993000E-01 9.9993000E-01 3.4139000E-06 9.9985000E-01
1.500000 5.4106000E+00 -3.4143000E-04 9.9993000E-01 9.9993000E-01 7.6822000E-06 9.9985000E-01
2.000000 5.3880000E+00 -6.0707000E-04 9.9993000E-01 9.9992000E-01 1.3659000E-05 9.9985000E-01
2.500000 5.3591000E+00 -9.4869000E-04 9.9992000E-01 9.9992000E-01 2.1347000E-05 9.9985000E-01
3.000000 5.3240000E+00 -1.3664000E-03 9.9992000E-01 9.9992000E-01 3.0747000E-05 9.9985000E-01
3.500000 5.2829000E+00 -1.8602000E-03 9.9992000E-01 9.9992000E-01 4.1862000E-05 9.9985000E-01
4.000000 5.2358000E+00 -2.4302000E-03 9.9992000E-01 9.9992000E-01 5.4694000E-05 9.9984000E-01
4.500000 5.1830000E+00 -3.0767000E-03 9.9992000E-01 9.9992000E-01 6.9246000E-05 9.9984000E-01
5.000000 5.1247000E+00 -3.7996000E-03 9.9992000E-01 9.9991000E-01 8.5521000E-05 9.9984000E-01
5.500000 5.0610000E+00 -4.5991000E-03 9.9992000E-01 9.9991000E-01 1.0352000E-04 9.9983000E-01
6.000000 4.9922000E+00 -5.4754000E-03 9.9992000E-01 9.9991000E-01 1.2325000E-04 9.9983000E-01
6.500000 4.9186000E+00 -6.4287000E-03 9.9992000E-01 9.9990000E-01 1.4471000E-04 9.9982000E-01
7.000000 4.8403000E+00 -7.4592000E-03 9.9992000E-01 9.9989000E-01 1.6790000E-04 9.9981000E-01
7.500000 4.7578000E+00 -8.5670000E-03 9.9992000E-01 9.9988000E-01 1.9283000E-04 9.9980000E-01
8.000000 4.6712000E+00 -9.7524000E-03 9.9992000E-01 9.9987000E-01 2.1949000E-04 9.9978000E-01
8.500000 4.5808000E+00 -1.1016000E-02 9.9991000E-01 9.9985000E-01 2.4789000E-04 9.9977000E-01
9.000000 4.4870000E+00 -1.2357000E-02 9.9991000E-01 9.9984000E-01 2.7802000E-04 9.9975000E-01
9.500000 4.3901000E+00 -1.3777000E-02 9.9991000E-01 9.9982000E-01 3.0989000E-04 9.9973000E-01
10.000000 4.2904000E+00 -1.5275000E-02 9.9991000E-01 9.9979000E-01 3.4348000E-04 9.9970000E-01
10.500000 4.1882000E+00 -1.6852000E-02 9.9991000E-01 9.9977000E-01 3.7879000E-04 9.9968000E-01
11.000000 4.0838000E+00 -1.8508000E-02 9.9991000E-01 9.9973000E-01 4.1581000E-04 9.9964000E-01
11.500000 3.9776000E+00 -2.0244000E-02 9.9990000E-01 9.9970000E-01 4.5453000E-04 9.9961000E-01
12.000000 3.8698000E+00 -2.2060000E-02 9.9990000E-01 9.9966000E-01 4.9493000E-04 9.9956000E-01
12.500000 3.7609000E+00 -2.3956000E-02 9.9990000E-01 9.9961000E-01 5.3701000E-04 9.9951000E-01
13.000000 3.6510000E+00 -2.5932000E-02 9.9990000E-01 9.9956000E-01 5.8072000E-04 9.9946000E-01
13.500000 3.5405000E+00 -2.7990000E-02 9.9989000E-01 9.9950000E-01 6.2606000E-04 9.9940000E-01
14.000000 3.4297000E+00 -3.0128000E-02 9.9989000E-01 9.9944000E-01 6.7298000E-04 9.9933000E-01
14.500000 3.3189000E+00 -3.2349000E-02 9.9989000E-01 9.9936000E-01 7.2145000E-04 9.9926000E-01
15.000000 3.2084000E+00 -3.4651000E-02 9.9989000E-01 9.9928000E-01 7.7142000E-04 9.9917000E-01
15.500000 3.0983000E+00 -3.7036000E-02 9.9988000E-01 9.9919000E-01 8.2285000E-04 9.9908000E-01
16.000000 2.9891000E+00 -3.9504000E-02 9.9988000E-01 9.9910000E-01 8.7567000E-04 9.9898000E-01
16.500000 2.8809000E+00 -4.2055000E-02 9.9987000E-01 9.9899000E-01 9.2982000E-04 9.9887000E-01
17.000000 2.7740000E+00 -4.4689000E-02 9.9987000E-01 9.9887000E-01 9.8523000E-04 9.9875000E-01
17.500000 2.6685000E+00 -4.7408000E-02 9.9987000E-01 9.9874000E-01 1.0418000E-03 9.9862000E-01
18.000000 2.5647000E+00 -5.0211000E-02 9.9986000E-01 9.9860000E-01 1.0995000E-03 9.9847000E-01
18.500000 2.4628000E+00 -5.3099000E-02 9.9986000E-01 9.9845000E-01 1.1581000E-03 9.9831000E-01
19.000000 2.3629000E+00 -5.6072000E-02 9.9985000E-01 9.9828000E-01 1.2176000E-03 9.9814000E-01
19.500000 2.2652000E+00 -5.9131000E-02 9.9985000E-01 9.9810000E-01 1.2778000E-03 9.9796000E-01
20.000000 2.1698000E+00 -6.2276000E-02 9.9984000E-01 9.9790000E-01 1.3386000E-03 9.9775000E-01
20.500000 2.0769000E+00 -6.5508000E-02 9.9984000E-01 9.9769000E-01 1.3998000E-03 9.9754000E-01
21.000000 1.9865000E+00 -6.8826000E-02 9.9983000E-01 9.9746000E-01 1.4613000E-03 9.9730000E-01
21.500000 1.8987000E+00 -7.2231000E-02 9.9982000E-01 9.9721000E-01 1.5228000E-03 9.9705000E-01
