 0.7827231E-02   single scattering albedo
 0.2406511E-02   scattering cross section
 0.3074537E+00   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.1135876193E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1135876193E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1135876104E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.1135876104E-07
   0.500     0.1135833116E-07    -0.4329869796E-12     0.0000000000E+00     0.0000000000E+00    -0.4329869796E-12     0.1135833116E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1135832939E-07    -0.1387778781E-16     0.0000000000E+00     0.0000000000E+00     0.1387778781E-16     0.1135832939E-07
   1.000     0.1135703265E-07    -0.1729727472E-11     0.0000000000E+00     0.0000000000E+00    -0.1729727472E-11     0.1135703265E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1135703176E-07     0.5551115123E-16     0.0000000000E+00     0.0000000000E+00    -0.5551115123E-16     0.1135703176E-07
   1.500     0.1135487260E-07    -0.3888889211E-11     0.0000000000E+00     0.0000000000E+00    -0.3888889211E-11     0.1135487260E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1135487171E-07     0.8326672685E-16     0.0000000000E+00     0.0000000000E+00    -0.8326672685E-16     0.1135487171E-07
   2.000     0.1135184924E-07    -0.6914468997E-11     0.0000000000E+00     0.0000000000E+00    -0.6914468997E-11     0.1135184924E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1135184746E-07     0.1804112415E-15     0.0000000000E+00     0.0000000000E+00    -0.1804112415E-15     0.1135184746E-07
   2.500     0.1134796346E-07    -0.1079847323E-10     0.0000000000E+00     0.0000000000E+00    -0.1079847323E-10     0.1134796346E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1134795724E-07     0.2498001805E-15     0.0000000000E+00     0.0000000000E+00    -0.2498001805E-15     0.1134795724E-07
   3.000     0.1134321348E-07    -0.1554489870E-10     0.0000000000E+00     0.0000000000E+00    -0.1554489870E-10     0.1134321348E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1134320282E-07     0.3400058013E-15     0.0000000000E+00     0.0000000000E+00    -0.3400058013E-15     0.1134320282E-07
   3.500     0.1133760641E-07    -0.2115330133E-10     0.0000000000E+00     0.0000000000E+00    -0.2115330133E-10     0.1133760641E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1133758687E-07     0.4926614672E-15     0.0000000000E+00     0.0000000000E+00    -0.4926614672E-15     0.1133758687E-07
   4.000     0.1133114136E-07    -0.2761613160E-10     0.0000000000E+00     0.0000000000E+00    -0.2761613160E-10     0.1133114136E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1133110761E-07     0.6245004514E-15     0.0000000000E+00     0.0000000000E+00    -0.6245004514E-15     0.1133110761E-07
   4.500     0.1132382010E-07    -0.3493783041E-10     0.0000000000E+00     0.0000000000E+00    -0.3493783041E-10     0.1132382010E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1132376504E-07     0.7910339050E-15     0.0000000000E+00     0.0000000000E+00    -0.7910339050E-15     0.1132376504E-07
