 0.8178736E+00   single scattering albedo
 0.4449086E+07   scattering cross section
 0.5439821E+07   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.2949150085E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2949150085E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2949150085E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.2949150085E+03
   0.500     0.2947615967E+03    -0.4806518555E-02     0.0000000000E+00     0.0000000000E+00    -0.4806518555E-02     0.2947615967E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2947615662E+03     0.1079177856E-01     0.0000000000E+00     0.0000000000E+00    -0.1079177856E-01     0.2947615662E+03
   1.000     0.2943015442E+03    -0.1895141602E-01     0.0000000000E+00     0.0000000000E+00    -0.1895141602E-01     0.2943015442E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2943015137E+03     0.4312133789E-01     0.0000000000E+00     0.0000000000E+00    -0.4312133789E-01     0.2943015137E+03
   1.500     0.2935360718E+03    -0.4260253906E-01     0.0000000000E+00     0.0000000000E+00    -0.4260253906E-01     0.2935360718E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2935360413E+03     0.9689140320E-01     0.0000000000E+00     0.0000000000E+00    -0.9689140320E-01     0.2935360413E+03
   2.000     0.2924674683E+03    -0.7521057129E-01     0.0000000000E+00     0.0000000000E+00    -0.7521057129E-01     0.2924674683E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2924674377E+03     0.1718845367E+00     0.0000000000E+00     0.0000000000E+00    -0.1718845367E+00     0.2924674377E+03
   2.500     0.2910986938E+03    -0.1166687012E+00     0.0000000000E+00     0.0000000000E+00    -0.1166687012E+00     0.2910986938E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2910985718E+03     0.2678451538E+00     0.0000000000E+00     0.0000000000E+00    -0.2678451538E+00     0.2910985718E+03
   3.000     0.2894331055E+03    -0.1665496826E+00     0.0000000000E+00     0.0000000000E+00    -0.1665496826E+00     0.2894331055E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2894328003E+03     0.3844947815E+00     0.0000000000E+00     0.0000000000E+00    -0.3844947815E+00     0.2894328003E+03
   3.500     0.2874758301E+03    -0.2241668701E+00     0.0000000000E+00     0.0000000000E+00    -0.2241668701E+00     0.2874758301E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2874752808E+03     0.5213184357E+00     0.0000000000E+00     0.0000000000E+00    -0.5213184357E+00     0.2874752808E+03
   4.000     0.2852321167E+03    -0.2891693115E+00     0.0000000000E+00     0.0000000000E+00    -0.2891693115E+00     0.2852321167E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2852311707E+03     0.6778888702E+00     0.0000000000E+00     0.0000000000E+00    -0.6778888702E+00     0.2852311707E+03
   4.500     0.2827073059E+03    -0.3606872559E+00     0.0000000000E+00     0.0000000000E+00    -0.3606872559E+00     0.2827073059E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2827058105E+03     0.8536739349E+00     0.0000000000E+00     0.0000000000E+00    -0.8536739349E+00     0.2827058105E+03
   5.000     0.2799093018E+03    -0.4381103516E+00     0.0000000000E+00     0.0000000000E+00    -0.4381103516E+00     0.2799093018E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2799070129E+03     0.1048004150E+01     0.0000000000E+00     0.0000000000E+00    -0.1048004150E+01     0.2799070129E+03
   5.500     0.2768449097E+03    -0.5205688477E+00     0.0000000000E+00     0.0000000000E+00    -0.5205688477E+00     0.2768449097E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2768415527E+03     0.1260206223E+01     0.0000000000E+00     0.0000000000E+00    -0.1260206223E+01     0.2768415527E+03
   6.000     0.2735228271E+03    -0.6073608398E+00     0.0000000000E+00     0.0000000000E+00    -0.6073608398E+00     0.2735228271E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2735180664E+03     0.1489522934E+01     0.0000000000E+00     0.0000000000E+00    -0.1489522934E+01     0.2735180664E+03
   6.500     0.2699515381E+03    -0.6974182129E+00     0.0000000000E+00     0.0000000000E+00    -0.6974182129E+00     0.2699515381E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2699450684E+03     0.1735122681E+01     0.0000000000E+00     0.0000000000E+00    -0.1735122681E+01     0.2699450684E+03
   7.000     0.2661407776E+03    -0.7898864746E+00     0.0000000000E+00     0.0000000000E+00    -0.7898864746E+00     0.2661407776E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2661321106E+03     0.1996103287E+01     0.0000000000E+00     0.0000000000E+00    -0.1996103287E+01     0.2661321106E+03
   7.500     0.2621006470E+03    -0.8836669922E+00     0.0000000000E+00     0.0000000000E+00    -0.8836669922E+00     0.2621006470E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2620893250E+03     0.2271535873E+01     0.0000000000E+00     0.0000000000E+00    -0.2271535873E+01     0.2620893250E+03
   8.000     0.2578411865E+03    -0.9777679443E+00     0.0000000000E+00     0.0000000000E+00    -0.9777679443E+00     0.2578411865E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2578265991E+03     0.2560413361E+01     0.0000000000E+00     0.0000000000E+00    -0.2560413361E+01     0.2578265991E+03
   8.500     0.2533744659E+03    -0.1071289062E+01     0.0000000000E+00     0.0000000000E+00    -0.1071289062E+01     0.2533744659E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2533560486E+03     0.2861663818E+01     0.0000000000E+00     0.0000000000E+00    -0.2861663818E+01     0.2533560486E+03
   9.000     0.2487114563E+03    -0.1162986755E+01     0.0000000000E+00     0.0000000000E+00    -0.1162986755E+01     0.2487114563E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2486884766E+03     0.3174125671E+01     0.0000000000E+00     0.0000000000E+00    -0.3174125671E+01     0.2486884766E+03
   9.500     0.2438639679E+03    -0.1251892090E+01     0.0000000000E+00     0.0000000000E+00    -0.1251892090E+01     0.2438639679E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2438356781E+03     0.3496719360E+01     0.0000000000E+00     0.0000000000E+00    -0.3496719360E+01     0.2438356781E+03
  10.000     0.2388443909E+03    -0.1336883545E+01     0.0000000000E+00     0.0000000000E+00    -0.1336883545E+01     0.2388443909E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2388099670E+03     0.3828193665E+01     0.0000000000E+00     0.0000000000E+00    -0.3828193665E+01     0.2388099670E+03
  10.500     0.2336656799E+03    -0.1416969299E+01     0.0000000000E+00     0.0000000000E+00    -0.1416969299E+01     0.2336656799E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2336242065E+03     0.4167276382E+01     0.0000000000E+00     0.0000000000E+00    -0.4167276382E+01     0.2336242065E+03
  11.000     0.2283404236E+03    -0.1491157532E+01     0.0000000000E+00     0.0000000000E+00    -0.1491157532E+01     0.2283404236E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2282909546E+03     0.4512706757E+01     0.0000000000E+00     0.0000000000E+00    -0.4512706757E+01     0.2282909546E+03
  11.500     0.2228816833E+03    -0.1558326721E+01     0.0000000000E+00     0.0000000000E+00    -0.1558326721E+01     0.2228816833E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2228231812E+03     0.4863126755E+01     0.0000000000E+00     0.0000000000E+00    -0.4863126755E+01     0.2228231812E+03
  12.000     0.2173031311E+03    -0.1617645264E+01     0.0000000000E+00     0.0000000000E+00    -0.1617645264E+01     0.2173031311E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2172344818E+03     0.5217182159E+01     0.0000000000E+00     0.0000000000E+00    -0.5217182159E+01     0.2172344818E+03
