length scale factor
3.1164600E-01
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
6.2760953E+00 3.1133435E-01 2.1195173E+01 6.2760953E+00
total extinction, absorption, scattering efficiencies (unpolarized incidence)
1.1554000E+01 2.3699000E-01 1.1317000E+01
theta     11          12          22          33          34          44
0.000000 1.4798000E+01 -8.5406000E-08 9.9997000E-01 9.9997000E-01 5.7893000E-08 9.9995000E-01
0.500000 1.4735000E+01 -3.2517000E-05 9.9997000E-01 9.9997000E-01 2.2057000E-05 9.9995000E-01
1.000000 1.4546000E+01 -1.3003000E-04 9.9997000E-01 9.9997000E-01 8.8385000E-05 9.9994000E-01
1.500000 1.4236000E+01 -2.9241000E-04 9.9997000E-01 9.9997000E-01 1.9946000E-04 9.9994000E-01
2.000000 1.3812000E+01 -5.1944000E-04 9.9997000E-01 9.9997000E-01 3.5608000E-04 9.9994000E-01
2.500000 1.3284000E+01 -8.1080000E-04 9.9997000E-01 9.9997000E-01 5.5938000E-04 9.9994000E-01
3.000000 1.2663000E+01 -1.1660000E-03 9.9997000E-01 9.9996000E-01 8.1087000E-04 9.9993000E-01
3.500000 1.1965000E+01 -1.5846000E-03 9.9996000E-01 9.9996000E-01 1.1124000E-03 9.9993000E-01
4.000000 1.1203000E+01 -2.0655000E-03 9.9996000E-01 9.9996000E-01 1.4664000E-03 9.9992000E-01
4.500000 1.0393000E+01 -2.6078000E-03 9.9996000E-01 9.9995000E-01 1.8755000E-03 9.9991000E-01
5.000000 9.5524000E+00 -3.2100000E-03 9.9995000E-01 9.9994000E-01 2.3430000E-03 9.9990000E-01
5.500000 8.6965000E+00 -3.8703000E-03 9.9995000E-01 9.9994000E-01 2.8726000E-03 9.9989000E-01
6.000000 7.8410000E+00 -4.5860000E-03 9.9994000E-01 9.9992000E-01 3.4688000E-03 9.9987000E-01
6.500000 7.0000000E+00 -5.3539000E-03 9.9993000E-01 9.9991000E-01 4.1366000E-03 9.9985000E-01
7.000000 6.1866000E+00 -6.1696000E-03 9.9993000E-01 9.9989000E-01 4.8813000E-03 9.9983000E-01
7.500000 5.4120000E+00 -7.0272000E-03 9.9991000E-01 9.9987000E-01 5.7090000E-03 9.9980000E-01
