length scale factor
1.7910700E-01
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
3.6069555E+00 1.7892789E-01 2.1218250E+01 3.6069555E+00
total extinction, absorption, scattering efficiencies (unpolarized incidence)
3.1727000E+00 1.2748000E-01 3.0453000E+00
theta     11          12          22          33          34          44
0.000000 8.0541000E+00 0.0000000E+00 9.9994000E-01 9.9994000E-01 0.0000000E+00 9.9988000E-01
0.500000 8.0262000E+00 -4.3135000E-05 9.9994000E-01 9.9994000E-01 2.6688000E-06 9.9988000E-01
1.000000 7.9432000E+00 -1.7259000E-04 9.9994000E-01 9.9994000E-01 1.0651000E-05 9.9988000E-01
1.500000 7.8068000E+00 -3.8854000E-04 9.9994000E-01 9.9994000E-01 2.3874000E-05 9.9988000E-01
2.000000 7.6199000E+00 -6.9124000E-04 9.9994000E-01 9.9994000E-01 4.2215000E-05 9.9988000E-01
2.500000 7.3865000E+00 -1.0810000E-03 9.9994000E-01 9.9994000E-01 6.5498000E-05 9.9987000E-01
3.000000 7.1113000E+00 -1.5584000E-03 9.9993000E-01 9.9993000E-01 9.3491000E-05 9.9987000E-01
3.500000 6.8000000E+00 -2.1238000E-03 9.9993000E-01 9.9993000E-01 1.2590000E-04 9.9986000E-01
4.000000 6.4585000E+00 -2.7777000E-03 9.9993000E-01 9.9992000E-01 1.6237000E-04 9.9985000E-01
4.500000 6.0934000E+00 -3.5207000E-03 9.9992000E-01 9.9992000E-01 2.0248000E-04 9.9984000E-01
5.000000 5.7112000E+00 -4.3533000E-03 9.9992000E-01 9.9991000E-01 2.4572000E-04 9.9983000E-01
5.500000 5.3187000E+00 -5.2756000E-03 9.9991000E-01 9.9990000E-01 2.9151000E-04 9.9982000E-01
6.000000 4.9221000E+00 -6.2878000E-03 9.9991000E-01 9.9989000E-01 3.3922000E-04 9.9980000E-01
6.500000 4.5275000E+00 -7.3896000E-03 9.9990000E-01 9.9988000E-01 3.8813000E-04 9.9978000E-01
7.000000 4.1403000E+00 -8.5802000E-03 9.9990000E-01 9.9986000E-01 4.3747000E-04 9.9976000E-01
7.500000 3.7655000E+00 -9.8581000E-03 9.9989000E-01 9.9984000E-01 4.8643000E-04 9.9973000E-01
8.000000 3.4071000E+00 -1.1221000E-02 9.9988000E-01 9.9981000E-01 5.3426000E-04 9.9970000E-01
8.500000 3.0685000E+00 -1.2665000E-02 9.9987000E-01 9.9978000E-01 5.8022000E-04 9.9966000E-01
9.000000 2.7522000E+00 -1.4185000E-02 9.9985000E-01 9.9975000E-01 6.2379000E-04 9.9961000E-01
9.500000 2.4601000E+00 -1.5775000E-02 9.9984000E-01 9.9971000E-01 6.6467000E-04 9.9956000E-01
10.000000 2.1931000E+00 -1.7426000E-02 9.9982000E-01 9.9967000E-01 7.0300000E-04 9.9950000E-01
10.500000 1.9516000E+00 -1.9128000E-02 9.9980000E-01 9.9962000E-01 7.3945000E-04 9.9944000E-01
11.000000 1.7351000E+00 -2.0869000E-02 9.9978000E-01 9.9956000E-01 7.7539000E-04 9.9936000E-01
11.500000 1.5430000E+00 -2.2636000E-02 9.9976000E-01 9.9950000E-01 8.1302000E-04 9.9928000E-01
12.000000 1.3738000E+00 -2.4415000E-02 9.9973000E-01 9.9943000E-01 8.5536000E-04 9.9919000E-01
12.500000 1.2259000E+00 -2.6194000E-02 9.9970000E-01 9.9935000E-01 9.0621000E-04 9.9909000E-01
13.000000 1.0976000E+00 -2.7963000E-02 9.9967000E-01 9.9927000E-01 9.6987000E-04 9.9898000E-01
13.500000 9.8671000E-01 -2.9717000E-02 9.9964000E-01 9.9918000E-01 1.0507000E-03 9.9887000E-01
14.000000 8.9127000E-01 -3.1457000E-02 9.9960000E-01 9.9909000E-01 1.1527000E-03 9.9874000E-01
14.500000 8.0925000E-01 -3.3187000E-02 9.9956000E-01 9.9899000E-01 1.2786000E-03 9.9861000E-01
15.000000 7.3871000E-01 -3.4921000E-02 9.9951000E-01 9.9889000E-01 1.4296000E-03 9.9848000E-01
15.500000 6.7785000E-01 -3.6678000E-02 9.9947000E-01 9.9878000E-01 1.6044000E-03 9.9833000E-01
16.000000 6.2505000E-01 -3.8477000E-02 9.9942000E-01 9.9867000E-01 1.7997000E-03 9.9818000E-01
16.500000 5.7887000E-01 -4.0344000E-02 9.9937000E-01 9.9855000E-01 2.0094000E-03 9.9802000E-01
17.000000 5.3810000E-01 -4.2302000E-02 9.9931000E-01 9.9842000E-01 2.2255000E-03 9.9784000E-01
17.500000 5.0171000E-01 -4.4371000E-02 9.9925000E-01 9.9828000E-01 2.4378000E-03 9.9766000E-01
18.000000 4.6888000E-01 -4.6573000E-02 9.9919000E-01 9.9813000E-01 2.6347000E-03 9.9745000E-01
18.500000 4.3896000E-01 -4.8921000E-02 9.9913000E-01 9.9796000E-01 2.8033000E-03 9.9724000E-01
19.000000 4.1145000E-01 -5.1430000E-02 9.9906000E-01 9.9777000E-01 2.9298000E-03 9.9700000E-01
19.500000 3.8600000E-01 -5.4109000E-02 9.9899000E-01 9.9756000E-01 3.0001000E-03 9.9673000E-01
20.000000 3.6236000E-01 -5.6964000E-02 9.9891000E-01 9.9733000E-01 2.9998000E-03 9.9645000E-01
20.500000 3.4036000E-01 -5.9999000E-02 9.9884000E-01 9.9708000E-01 2.9148000E-03 9.9613000E-01
21.000000 3.1991000E-01 -6.3218000E-02 9.9875000E-01 9.9680000E-01 2.7325000E-03 9.9579000E-01
21.500000 3.0094000E-01 -6.6618000E-02 9.9867000E-01 9.9649000E-01 2.4417000E-03 9.9541000E-01
22.000000 2.8342000E-01 -7.0197000E-02 9.9858000E-01 9.9614000E-01 2.0345000E-03 9.9501000E-01
22.500000 2.6734000E-01 -7.3949000E-02 9.9849000E-01 9.9577000E-01 1.5069000E-03 9.9457000E-01
23.000000 2.5267000E-01 -7.7865000E-02 9.9840000E-01 9.9537000E-01 8.6015000E-04 9.9411000E-01
23.500000 2.3939000E-01 -8.1934000E-02 9.9831000E-01 9.9494000E-01 1.0172000E-04 9.9361000E-01
24.000000 2.2748000E-01 -8.6141000E-02 9.9821000E-01 9.9447000E-01 -7.5404000E-04 9.9309000E-01
24.500000 2.1687000E-01 -9.0468000E-02 9.9813000E-01 9.9398000E-01 -1.6858000E-03 9.9254000E-01
25.000000 2.0752000E-01 -9.4896000E-02 9.9804000E-01 9.9347000E-01 -2.6657000E-03 9.9198000E-01
25.500000 1.9935000E-01 -9.9405000E-02 9.9796000E-01 9.9293000E-01 -3.6609000E-03 9.9139000E-01
26.000000 1.9227000E-01 -1.0397000E-01 9.9788000E-01 9.9237000E-01 -4.6353000E-03 9.9079000E-01
26.500000 1.8619000E-01 -1.0858000E-01 9.9781000E-01 9.9180000E-01 -5.5517000E-03 9.9018000E-01
27.000000 1.8099000E-01 -1.1321000E-01 9.9774000E-01 9.9121000E-01 -6.3751000E-03 9.8956000E-01
27.500000 1.7658000E-01 -1.1784000E-01 9.9768000E-01 9.9062000E-01 -7.0744000E-03 9.8893000E-01
28.000000 1.7282000E-01 -1.2247000E-01 9.9762000E-01 9.9001000E-01 -7.6243000E-03 9.8829000E-01
28.500000 1.6961000E-01 -1.2709000E-01 9.9757000E-01 9.8938000E-01 -8.0071000E-03 9.8765000E-01
29.000000 1.6682000E-01 -1.3170000E-01 9.9753000E-01 9.8875000E-01 -8.2124000E-03 9.8700000E-01
29.500000 1.6434000E-01 -1.3629000E-01 9.9749000E-01 9.8810000E-01 -8.2374000E-03 9.8633000E-01
30.000000 1.6206000E-01 -1.4087000E-01 9.9745000E-01 9.8744000E-01 -8.0861000E-03 9.8565000E-01
30.500000 1.5986000E-01 -1.4545000E-01 9.9741000E-01 9.8676000E-01 -7.7677000E-03 9.8496000E-01
31.000000 1.5766000E-01 -1.5003000E-01 9.9737000E-01 9.8605000E-01 -7.2961000E-03 9.8423000E-01
31.500000 1.5537000E-01 -1.5462000E-01 9.9732000E-01 9.8531000E-01 -6.6880000E-03 9.8348000E-01
32.000000 1.5291000E-01 -1.5924000E-01 9.9728000E-01 9.8455000E-01 -5.9621000E-03 9.8270000E-01
32.500000 1.5022000E-01 -1.6390000E-01 9.9723000E-01 9.8375000E-01 -5.1378000E-03 9.8188000E-01
33.000000 1.4725000E-01 -1.6860000E-01 9.9718000E-01 9.8290000E-01 -4.2352000E-03 9.8101000E-01
33.500000 1.4397000E-01 -1.7336000E-01 9.9711000E-01 9.8201000E-01 -3.2738000E-03 9.8009000E-01
34.000000 1.4036000E-01 -1.7819000E-01 9.9704000E-01 9.8107000E-01 -2.2725000E-03 9.7912000E-01
34.500000 1.3643000E-01 -1.8310000E-01 9.9696000E-01 9.8007000E-01 -1.2496000E-03 9.7808000E-01
35.000000 1.3218000E-01 -1.8810000E-01 9.9687000E-01 9.7901000E-01 -2.2241000E-04 9.7698000E-01
35.500000 1.2764000E-01 -1.9320000E-01 9.9677000E-01 9.7789000E-01 7.9256000E-04 9.7580000E-01
36.000000 1.2285000E-01 -1.9840000E-01 9.9665000E-01 9.7669000E-01 1.7796000E-03 9.7455000E-01
36.500000 1.1786000E-01 -2.0372000E-01 9.9652000E-01 9.7542000E-01 2.7240000E-03 9.7321000E-01
37.000000 1.1273000E-01 -2.0917000E-01 9.9637000E-01 9.7406000E-01 3.6117000E-03 9.7179000E-01
37.500000 1.0751000E-01 -2.1474000E-01 9.9620000E-01 9.7262000E-01 4.4298000E-03 9.7027000E-01
38.000000 1.0226000E-01 -2.2045000E-01 9.9602000E-01 9.7108000E-01 5.1666000E-03 9.6865000E-01
38.500000 9.7053000E-02 -2.2630000E-01 9.9581000E-01 9.6945000E-01 5.8121000E-03 9.6692000E-01
39.000000 9.1939000E-02 -2.3229000E-01 9.9559000E-01 9.6773000E-01 6.3583000E-03 9.6509000E-01
39.500000 8.6972000E-02 -2.3842000E-01 9.9535000E-01 9.6590000E-01 6.7998000E-03 9.6316000E-01
40.000000 8.2196000E-02 -2.4470000E-01 9.9509000E-01 9.6396000E-01 7.1342000E-03 9.6111000E-01
40.500000 7.7650000E-02 -2.5112000E-01 9.9482000E-01 9.6193000E-01 7.3629000E-03 9.5896000E-01
41.000000 7.3360000E-02 -2.5768000E-01 9.9453000E-01 9.5979000E-01 7.4910000E-03 9.5669000E-01
41.500000 6.9347000E-02 -2.6437000E-01 9.9423000E-01 9.5756000E-01 7.5280000E-03 9.5433000E-01
42.000000 6.5618000E-02 -2.7118000E-01 9.9392000E-01 9.5522000E-01 7.4865000E-03 9.5186000E-01
42.500000 6.2176000E-02 -2.7811000E-01 9.9360000E-01 9.5280000E-01 7.3825000E-03 9.4930000E-01
43.000000 5.9014000E-02 -2.8514000E-01 9.9327000E-01 9.5028000E-01 7.2335000E-03 9.4664000E-01
43.500000 5.6120000E-02 -2.9226000E-01 9.9295000E-01 9.4767000E-01 7.0576000E-03 9.4390000E-01
44.000000 5.3476000E-02 -2.9947000E-01 9.9263000E-01 9.4497000E-01 6.8716000E-03 9.4108000E-01
44.500000 5.1063000E-02 -3.0676000E-01 9.9230000E-01 9.4219000E-01 6.6894000E-03 9.3817000E-01
45.000000 4.8860000E-02 -3.1413000E-01 9.9198000E-01 9.3932000E-01 6.5210000E-03 9.3517000E-01
45.500000 4.6843000E-02 -3.2158000E-01 9.9167000E-01 9.3636000E-01 6.3715000E-03 9.3209000E-01
46.000000 4.4991000E-02 -3.2911000E-01 9.9136000E-01 9.3331000E-01 6.2408000E-03 9.2892000E-01
46.500000 4.3285000E-02 -3.3672000E-01 9.9105000E-01 9.3016000E-01 6.1239000E-03 9.2565000E-01
47.000000 4.1708000E-02 -3.4442000E-01 9.9074000E-01 9.2689000E-01 6.0115000E-03 9.2228000E-01
47.500000 4.0245000E-02 -3.5222000E-01 9.9043000E-01 9.2352000E-01 5.8915000E-03 9.1880000E-01
48.000000 3.8884000E-02 -3.6011000E-01 9.9013000E-01 9.2003000E-01 5.7500000E-03 9.1519000E-01
48.500000 3.7617000E-02 -3.6811000E-01 9.8982000E-01 9.1640000E-01 5.5733000E-03 9.1147000E-01
49.000000 3.6438000E-02 -3.7622000E-01 9.8951000E-01 9.1265000E-01 5.3495000E-03 9.0762000E-01
49.500000 3.5340000E-02 -3.8444000E-01 9.8921000E-01 9.0877000E-01 5.0698000E-03 9.0363000E-01
50.000000 3.4322000E-02 -3.9276000E-01 9.8890000E-01 9.0475000E-01 4.7300000E-03 8.9952000E-01
50.500000 3.3381000E-02 -4.0119000E-01 9.8860000E-01 9.0060000E-01 4.3316000E-03 8.9528000E-01
51.000000 3.2515000E-02 -4.0970000E-01 9.8831000E-01 8.9632000E-01 3.8820000E-03 8.9092000E-01
51.500000 3.1723000E-02 -4.1830000E-01 9.8802000E-01 8.9191000E-01 3.3947000E-03 8.8644000E-01
52.000000 3.1000000E-02 -4.2697000E-01 9.8774000E-01 8.8739000E-01 2.8885000E-03 8.8185000E-01
52.500000 3.0343000E-02 -4.3569000E-01 9.8748000E-01 8.8276000E-01 2.3863000E-03 8.7716000E-01
53.000000 2.9748000E-02 -4.4446000E-01 9.8722000E-01 8.7802000E-01 1.9138000E-03 8.7237000E-01
53.500000 2.9209000E-02 -4.5324000E-01 9.8698000E-01 8.7317000E-01 1.4972000E-03 8.6748000E-01
54.000000 2.8718000E-02 -4.6205000E-01 9.8674000E-01 8.6823000E-01 1.1617000E-03 8.6251000E-01
54.500000 2.8269000E-02 -4.7085000E-01 9.8652000E-01 8.6320000E-01 9.2915000E-04 8.5744000E-01
55.000000 2.7852000E-02 -4.7965000E-01 9.8630000E-01 8.5807000E-01 8.1718000E-04 8.5229000E-01
55.500000 2.7461000E-02 -4.8845000E-01 9.8609000E-01 8.5283000E-01 8.3774000E-04 8.4703000E-01
56.000000 2.7085000E-02 -4.9723000E-01 9.8588000E-01 8.4749000E-01 9.9673000E-04 8.4167000E-01
56.500000 2.6719000E-02 -5.0600000E-01 9.8567000E-01 8.4203000E-01 1.2939000E-03 8.3620000E-01
57.000000 2.6355000E-02 -5.1476000E-01 9.8545000E-01 8.3645000E-01 1.7232000E-03 8.3060000E-01
57.500000 2.5986000E-02 -5.2352000E-01 9.8523000E-01 8.3074000E-01 2.2732000E-03 8.2486000E-01
58.000000 2.5609000E-02 -5.3228000E-01 9.8500000E-01 8.2488000E-01 2.9283000E-03 8.1897000E-01
58.500000 2.5221000E-02 -5.4104000E-01 9.8476000E-01 8.1886000E-01 3.6692000E-03 8.1292000E-01
59.000000 2.4818000E-02 -5.4983000E-01 9.8451000E-01 8.1266000E-01 4.4740000E-03 8.0669000E-01
59.500000 2.4401000E-02 -5.5863000E-01 9.8424000E-01 8.0629000E-01 5.3193000E-03 8.0028000E-01
60.000000 2.3970000E-02 -5.6746000E-01 9.8396000E-01 7.9972000E-01 6.1807000E-03 7.9366000E-01
60.500000 2.3527000E-02 -5.7632000E-01 9.8367000E-01 7.9295000E-01 7.0341000E-03 7.8684000E-01
61.000000 2.3075000E-02 -5.8522000E-01 9.8336000E-01 7.8597000E-01 7.8564000E-03 7.7981000E-01
61.500000 2.2616000E-02 -5.9415000E-01 9.8304000E-01 7.7877000E-01 8.6261000E-03 7.7255000E-01
62.000000 2.2154000E-02 -6.0313000E-01 9.8271000E-01 7.7135000E-01 9.3240000E-03 7.6507000E-01
62.500000 2.1694000E-02 -6.1214000E-01 9.8237000E-01 7.6369000E-01 9.9344000E-03 7.5736000E-01
63.000000 2.1237000E-02 -6.2120000E-01 9.8203000E-01 7.5580000E-01 1.0445000E-02 7.4941000E-01
63.500000 2.0788000E-02 -6.3029000E-01 9.8169000E-01 7.4768000E-01 1.0847000E-02 7.4123000E-01
64.000000 2.0350000E-02 -6.3942000E-01 9.8135000E-01 7.3932000E-01 1.1137000E-02 7.3282000E-01
64.500000 1.9925000E-02 -6.4857000E-01 9.8101000E-01 7.3072000E-01 1.1315000E-02 7.2417000E-01
65.000000 1.9514000E-02 -6.5775000E-01 9.8067000E-01 7.2188000E-01 1.1386000E-02 7.1529000E-01
65.500000 1.9119000E-02 -6.6694000E-01 9.8035000E-01 7.1280000E-01 1.1357000E-02 7.0618000E-01
66.000000 1.8739000E-02 -6.7615000E-01 9.8003000E-01 7.0348000E-01 1.1240000E-02 6.9683000E-01
66.500000 1.8376000E-02 -6.8535000E-01 9.7972000E-01 6.9392000E-01 1.1048000E-02 6.8726000E-01
67.000000 1.8028000E-02 -6.9455000E-01 9.7942000E-01 6.8412000E-01 1.0796000E-02 6.7745000E-01
67.500000 1.7694000E-02 -7.0372000E-01 9.7913000E-01 6.7408000E-01 1.0500000E-02 6.6740000E-01
68.000000 1.7374000E-02 -7.1287000E-01 9.7884000E-01 6.6379000E-01 1.0173000E-02 6.5712000E-01
68.500000 1.7065000E-02 -7.2198000E-01 9.7856000E-01 6.5326000E-01 9.8310000E-03 6.4660000E-01
69.000000 1.6766000E-02 -7.3105000E-01 9.7828000E-01 6.4248000E-01 9.4859000E-03 6.3584000E-01
69.500000 1.6476000E-02 -7.4006000E-01 9.7800000E-01 6.3145000E-01 9.1481000E-03 6.2483000E-01
70.000000 1.6193000E-02 -7.4901000E-01 9.7771000E-01 6.2017000E-01 8.8260000E-03 6.1358000E-01
70.500000 1.5917000E-02 -7.5787000E-01 9.7743000E-01 6.0863000E-01 8.5258000E-03 6.0207000E-01
71.000000 1.5645000E-02 -7.6666000E-01 9.7714000E-01 5.9684000E-01 8.2515000E-03 5.9031000E-01
71.500000 1.5379000E-02 -7.7534000E-01 9.7684000E-01 5.8480000E-01 8.0053000E-03 5.7830000E-01
72.000000 1.5117000E-02 -7.8393000E-01 9.7653000E-01 5.7250000E-01 7.7879000E-03 5.6603000E-01
72.500000 1.4859000E-02 -7.9239000E-01 9.7622000E-01 5.5995000E-01 7.5989000E-03 5.5352000E-01
73.000000 1.4605000E-02 -8.0073000E-01 9.7589000E-01 5.4716000E-01 7.4373000E-03 5.4076000E-01
73.500000 1.4356000E-02 -8.0893000E-01 9.7556000E-01 5.3413000E-01 7.3014000E-03 5.2776000E-01
74.000000 1.4112000E-02 -8.1699000E-01 9.7522000E-01 5.2087000E-01 7.1899000E-03 5.1454000E-01
74.500000 1.3873000E-02 -8.2488000E-01 9.7487000E-01 5.0739000E-01 7.1015000E-03 5.0109000E-01
75.000000 1.3641000E-02 -8.3261000E-01 9.7452000E-01 4.9370000E-01 7.0355000E-03 4.8743000E-01
75.500000 1.3415000E-02 -8.4016000E-01 9.7416000E-01 4.7981000E-01 6.9919000E-03 4.7357000E-01
76.000000 1.3196000E-02 -8.4753000E-01 9.7380000E-01 4.6573000E-01 6.9711000E-03 4.5952000E-01
76.500000 1.2985000E-02 -8.5470000E-01 9.7344000E-01 4.5147000E-01 6.9745000E-03 4.4531000E-01
77.000000 1.2782000E-02 -8.6167000E-01 9.7309000E-01 4.3706000E-01 7.0037000E-03 4.3093000E-01
77.500000 1.2587000E-02 -8.6843000E-01 9.7273000E-01 4.2249000E-01 7.0607000E-03 4.1640000E-01
78.000000 1.2401000E-02 -8.7497000E-01 9.7238000E-01 4.0778000E-01 7.1476000E-03 4.0173000E-01
78.500000 1.2223000E-02 -8.8128000E-01 9.7204000E-01 3.9294000E-01 7.2664000E-03 3.8694000E-01
79.000000 1.2053000E-02 -8.8737000E-01 9.7170000E-01 3.7798000E-01 7.4186000E-03 3.7203000E-01
79.500000 1.1892000E-02 -8.9322000E-01 9.7138000E-01 3.6291000E-01 7.6050000E-03 3.5700000E-01
80.000000 1.1737000E-02 -8.9884000E-01 9.7106000E-01 3.4773000E-01 7.8256000E-03 3.4188000E-01
80.500000 1.1590000E-02 -9.0421000E-01 9.7075000E-01 3.3244000E-01 8.0793000E-03 3.2665000E-01
81.000000 1.1450000E-02 -9.0934000E-01 9.7045000E-01 3.1706000E-01 8.3638000E-03 3.1133000E-01
81.500000 1.1316000E-02 -9.1421000E-01 9.7016000E-01 3.0157000E-01 8.6757000E-03 2.9591000E-01
82.000000 1.1187000E-02 -9.1883000E-01 9.6988000E-01 2.8599000E-01 9.0104000E-03 2.8040000E-01
82.500000 1.1064000E-02 -9.2319000E-01 9.6960000E-01 2.7032000E-01 9.3621000E-03 2.6480000E-01
83.000000 1.0945000E-02 -9.2729000E-01 9.6933000E-01 2.5455000E-01 9.7243000E-03 2.4912000E-01
83.500000 1.0830000E-02 -9.3112000E-01 9.6907000E-01 2.3870000E-01 1.0090000E-02 2.3334000E-01
