 0.7402668E-01   single scattering albedo
 0.3756141E+00   scattering cross section
 0.5074037E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.1792391799E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1792391799E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1792391913E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.1792391913E-05
   0.500     0.1792322564E-05    -0.6781419870E-10     0.0000000000E+00     0.0000000000E+00    -0.6781419870E-10     0.1792322564E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1792322564E-05     0.1243449788E-13     0.0000000000E+00     0.0000000000E+00    -0.1243449788E-13     0.1792322564E-05
   1.000     0.1792116564E-05    -0.2708588909E-09     0.0000000000E+00     0.0000000000E+00    -0.2708588909E-09     0.1792116564E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1792116677E-05     0.5151434834E-13     0.0000000000E+00     0.0000000000E+00    -0.5151434834E-13     0.1792116677E-05
   1.500     0.1791772888E-05    -0.6099298844E-09     0.0000000000E+00     0.0000000000E+00    -0.6099298844E-09     0.1791772888E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1791772775E-05     0.1261213356E-12     0.0000000000E+00     0.0000000000E+00    -0.1261213356E-12     0.1791772775E-05
   2.000     0.1791291879E-05    -0.1083833467E-08     0.0000000000E+00     0.0000000000E+00    -0.1083833467E-08     0.1791291879E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1791291538E-05     0.2184918912E-12     0.0000000000E+00     0.0000000000E+00    -0.2184918912E-12     0.1791291538E-05
   2.500     0.1790673423E-05    -0.1693479135E-08     0.0000000000E+00     0.0000000000E+00    -0.1693479135E-08     0.1790673423E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1790672741E-05     0.3428368700E-12     0.0000000000E+00     0.0000000000E+00    -0.3428368700E-12     0.1790672741E-05
   3.000     0.1789918315E-05    -0.2437957392E-08     0.0000000000E+00     0.0000000000E+00    -0.2437957392E-08     0.1789918315E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1789916723E-05     0.4973799150E-12     0.0000000000E+00     0.0000000000E+00    -0.4973799150E-12     0.1789916723E-05
   3.500     0.1789026783E-05    -0.3317097708E-08     0.0000000000E+00     0.0000000000E+00    -0.3317097708E-08     0.1789026783E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1789023713E-05     0.6785683127E-12     0.0000000000E+00     0.0000000000E+00    -0.6785683127E-12     0.1789023713E-05
   4.000     0.1787998372E-05    -0.4330786396E-08     0.0000000000E+00     0.0000000000E+00    -0.4330786396E-08     0.1787998372E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1787993256E-05     0.8792966355E-12     0.0000000000E+00     0.0000000000E+00    -0.8792966355E-12     0.1787993256E-05
   4.500     0.1786833991E-05    -0.5478739240E-08     0.0000000000E+00     0.0000000000E+00    -0.5478739240E-08     0.1786833991E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1786825464E-05     0.1113775738E-11     0.0000000000E+00     0.0000000000E+00    -0.1113775738E-11     0.1786825464E-05
