 0.4970852E-01   single scattering albedo
 0.2225120E+00   scattering cross section
 0.4476336E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.2145870148E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2145870148E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2145870148E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.2145870148E-07
   0.500     0.2145787903E-07    -0.8162359677E-12     0.0000000000E+00     0.0000000000E+00    -0.8162359677E-12     0.2145787903E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2145788081E-07     0.3469446952E-17     0.0000000000E+00     0.0000000000E+00    -0.3469446952E-17     0.2145788081E-07
   1.000     0.2145542943E-07    -0.3263167514E-11     0.0000000000E+00     0.0000000000E+00    -0.3263167514E-11     0.2145542943E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2145542943E-07     0.2081668171E-16     0.0000000000E+00     0.0000000000E+00    -0.2081668171E-16     0.2145542943E-07
   1.500     0.2145133848E-07    -0.7342570996E-11     0.0000000000E+00     0.0000000000E+00    -0.7342570996E-11     0.2145133848E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2145133671E-07     0.3122502257E-16     0.0000000000E+00     0.0000000000E+00    -0.3122502257E-16     0.2145133671E-07
   2.000     0.2144561151E-07    -0.1304822916E-10     0.0000000000E+00     0.0000000000E+00    -0.1304822916E-10     0.2144561151E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2144560796E-07     0.5551115123E-16     0.0000000000E+00     0.0000000000E+00    -0.5551115123E-16     0.2144560796E-07
   2.500     0.2143825029E-07    -0.2038991198E-10     0.0000000000E+00     0.0000000000E+00    -0.2038991198E-10     0.2143825029E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2143824140E-07     0.1040834086E-15     0.0000000000E+00     0.0000000000E+00    -0.1040834086E-15     0.2143824140E-07
   3.000     0.2142925837E-07    -0.2935163224E-10     0.0000000000E+00     0.0000000000E+00    -0.2935163224E-10     0.2142925837E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2142924060E-07     0.1526556659E-15     0.0000000000E+00     0.0000000000E+00    -0.1526556659E-15     0.2142924060E-07
   3.500     0.2141863753E-07    -0.3993605446E-10     0.0000000000E+00     0.0000000000E+00    -0.3993605446E-10     0.2141863753E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2141860023E-07     0.2012279232E-15     0.0000000000E+00     0.0000000000E+00    -0.2012279232E-15     0.2141860023E-07
   4.000     0.2140639310E-07    -0.5214051413E-10     0.0000000000E+00     0.0000000000E+00    -0.5214051413E-10     0.2140639310E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2140633093E-07     0.2671474153E-15     0.0000000000E+00     0.0000000000E+00    -0.2671474153E-15     0.2140633093E-07
   4.500     0.2139253041E-07    -0.6596234670E-10     0.0000000000E+00     0.0000000000E+00    -0.6596234670E-10     0.2139253041E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2139242916E-07     0.3295974604E-15     0.0000000000E+00     0.0000000000E+00    -0.3295974604E-15     0.2139242916E-07
