 0.3192054E-01   single scattering albedo
 0.8819744E-01   scattering cross section
 0.2763031E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.8504944304E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8504944304E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8504944304E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.8504944304E-08
   0.500     0.8504617455E-08    -0.3237410340E-12     0.0000000000E+00     0.0000000000E+00    -0.3237410340E-12     0.8504617455E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8504618343E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.8504618343E-08
   1.000     0.8503643123E-08    -0.1293187779E-11     0.0000000000E+00     0.0000000000E+00    -0.1293187779E-11     0.8503643123E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8503643123E-08     0.1734723476E-17     0.0000000000E+00     0.0000000000E+00    -0.1734723476E-17     0.8503643123E-08
   1.500     0.8502018645E-08    -0.2911004771E-11     0.0000000000E+00     0.0000000000E+00    -0.2911004771E-11     0.8502018645E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8502017756E-08     0.8673617380E-17     0.0000000000E+00     0.0000000000E+00    -0.8673617380E-17     0.8502017756E-08
   2.000     0.8499744908E-08    -0.5171862938E-11     0.0000000000E+00     0.0000000000E+00    -0.5171862938E-11     0.8499744908E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8499744020E-08     0.1387778781E-16     0.0000000000E+00     0.0000000000E+00    -0.1387778781E-16     0.8499744020E-08
   2.500     0.8496822801E-08    -0.8080203173E-11     0.0000000000E+00     0.0000000000E+00    -0.8080203173E-11     0.8496822801E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8496820136E-08     0.2428612866E-16     0.0000000000E+00     0.0000000000E+00    -0.2428612866E-16     0.8496820136E-08
   3.000     0.8493252324E-08    -0.1163247276E-10     0.0000000000E+00     0.0000000000E+00    -0.1163247276E-10     0.8493252324E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8493244330E-08     0.3642919300E-16     0.0000000000E+00     0.0000000000E+00    -0.3642919300E-16     0.8493244330E-08
   3.500     0.8489037029E-08    -0.1582778353E-10     0.0000000000E+00     0.0000000000E+00    -0.1582778353E-10     0.8489037029E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8489022818E-08     0.4683753385E-16     0.0000000000E+00     0.0000000000E+00    -0.4683753385E-16     0.8489022818E-08
   4.000     0.8484176028E-08    -0.2066435911E-10     0.0000000000E+00     0.0000000000E+00    -0.2066435911E-10     0.8484176028E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8484151159E-08     0.6245004514E-16     0.0000000000E+00     0.0000000000E+00    -0.6245004514E-16     0.8484151159E-08
   4.500     0.8478671099E-08    -0.2614264361E-10     0.0000000000E+00     0.0000000000E+00    -0.2614264361E-10     0.8478671099E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8478631131E-08     0.7806255642E-16     0.0000000000E+00     0.0000000000E+00    -0.7806255642E-16     0.8478631131E-08
   5.000     0.8472525792E-08    -0.3225864020E-10     0.0000000000E+00     0.0000000000E+00    -0.3225864020E-10     0.8472525792E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8472464508E-08     0.9540979118E-16     0.0000000000E+00     0.0000000000E+00    -0.9540979118E-16     0.8472464508E-08
   5.500     0.8465738333E-08    -0.3901234891E-10     0.0000000000E+00     0.0000000000E+00    -0.3901234891E-10     0.8465738333E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8465648627E-08     0.1162264729E-15     0.0000000000E+00     0.0000000000E+00    -0.1162264729E-15     0.8465648627E-08
   6.000     0.8458313161E-08    -0.4640066109E-10     0.0000000000E+00     0.0000000000E+00    -0.4640066109E-10     0.8458313161E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8458187040E-08     0.1370431546E-15     0.0000000000E+00     0.0000000000E+00    -0.1370431546E-15     0.8458187040E-08
   6.500     0.8450252942E-08    -0.5442135631E-10     0.0000000000E+00     0.0000000000E+00    -0.5442135631E-10     0.8450252942E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8450077971E-08     0.1613292833E-15     0.0000000000E+00     0.0000000000E+00    -0.1613292833E-15     0.8450077971E-08
   7.000     0.8441559451E-08    -0.6307487865E-10     0.0000000000E+00     0.0000000000E+00    -0.6307487865E-10     0.8441559451E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8441324084E-08     0.1925543058E-15     0.0000000000E+00     0.0000000000E+00    -0.1925543058E-15     0.8441324084E-08
   7.500     0.8432234466E-08    -0.7235323451E-10     0.0000000000E+00     0.0000000000E+00    -0.7235323451E-10     0.8432234466E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8431923604E-08     0.2185751580E-15     0.0000000000E+00     0.0000000000E+00    -0.2185751580E-15     0.8431923604E-08
   8.000     0.8422281539E-08    -0.8225553572E-10     0.0000000000E+00     0.0000000000E+00    -0.8225553572E-10     0.8422281539E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8421880970E-08     0.2445960101E-15     0.0000000000E+00     0.0000000000E+00    -0.2445960101E-15     0.8421880970E-08
