 0.7235733E-01   single scattering albedo
 0.4961328E+00   scattering cross section
 0.6856705E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.4789295716E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4789295716E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4789295716E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.4789295716E-07
   0.500     0.4789113461E-07    -0.1822542117E-11     0.0000000000E+00     0.0000000000E+00    -0.1822542117E-11     0.4789113461E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4789113461E-07     0.1387778781E-16     0.0000000000E+00     0.0000000000E+00    -0.1387778781E-16     0.4789113461E-07
   1.000     0.4788564567E-07    -0.7286615755E-11     0.0000000000E+00     0.0000000000E+00    -0.7286615755E-11     0.4788564567E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4788564567E-07     0.5551115123E-16     0.0000000000E+00     0.0000000000E+00    -0.5551115123E-16     0.4788564567E-07
   1.500     0.4787650809E-07    -0.1637801006E-10     0.0000000000E+00     0.0000000000E+00    -0.1637801006E-10     0.4787650809E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4787650454E-07     0.1040834086E-15     0.0000000000E+00     0.0000000000E+00    -0.1040834086E-15     0.4787650454E-07
   2.000     0.4786371122E-07    -0.2911804131E-10     0.0000000000E+00     0.0000000000E+00    -0.2911804131E-10     0.4786371122E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4786370411E-07     0.1942890293E-15     0.0000000000E+00     0.0000000000E+00    -0.1942890293E-15     0.4786370411E-07
   2.500     0.4784726571E-07    -0.4548006416E-10     0.0000000000E+00     0.0000000000E+00    -0.4548006416E-10     0.4784726571E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4784724439E-07     0.2844946501E-15     0.0000000000E+00     0.0000000000E+00    -0.2844946501E-15     0.4784724439E-07
   3.000     0.4782717866E-07    -0.6547828946E-10     0.0000000000E+00     0.0000000000E+00    -0.6547828946E-10     0.4782717866E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4782713603E-07     0.4093947403E-15     0.0000000000E+00     0.0000000000E+00    -0.4093947403E-15     0.4782713603E-07
   3.500     0.4780345719E-07    -0.8909140092E-10     0.0000000000E+00     0.0000000000E+00    -0.8909140092E-10     0.4780345719E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4780337548E-07     0.5689893001E-15     0.0000000000E+00     0.0000000000E+00    -0.5689893001E-15     0.4780337548E-07
   4.000     0.4777609774E-07    -0.1163176222E-09     0.0000000000E+00     0.0000000000E+00    -0.1163176222E-09     0.4777609774E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4777595564E-07     0.7285838599E-15     0.0000000000E+00     0.0000000000E+00    -0.7285838599E-15     0.4777595564E-07
   4.500     0.4774512163E-07    -0.1471534006E-09     0.0000000000E+00     0.0000000000E+00    -0.1471534006E-09     0.4774512163E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4774489781E-07     0.9159339953E-15     0.0000000000E+00     0.0000000000E+00    -0.9159339953E-15     0.4774489781E-07
