 0.5888185E-01   single scattering albedo
 0.2300182E+00   scattering cross section
 0.3906436E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.1210057832E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1210057832E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1210057832E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.1210057832E-06
   0.500     0.1210011504E-06    -0.4604316928E-11     0.0000000000E+00     0.0000000000E+00    -0.4604316928E-11     0.1210011504E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1210011504E-06     0.1665334537E-15     0.0000000000E+00     0.0000000000E+00    -0.1665334537E-15     0.1210011504E-06
   1.000     0.1209872948E-06    -0.1838884600E-10     0.0000000000E+00     0.0000000000E+00    -0.1838884600E-10     0.1209872948E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1209872948E-06     0.3330669074E-15     0.0000000000E+00     0.0000000000E+00    -0.3330669074E-15     0.1209872948E-06
   1.500     0.1209642164E-06    -0.4138200893E-10     0.0000000000E+00     0.0000000000E+00    -0.4138200893E-10     0.1209642164E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1209642022E-06     0.7771561172E-15     0.0000000000E+00     0.0000000000E+00    -0.7771561172E-15     0.1209642022E-06
   2.000     0.1209319009E-06    -0.7353406772E-10     0.0000000000E+00     0.0000000000E+00    -0.7353406772E-10     0.1209319009E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1209318725E-06     0.1387778781E-14     0.0000000000E+00     0.0000000000E+00    -0.1387778781E-14     0.1209318725E-06
   2.500     0.1208903768E-06    -0.1148592332E-09     0.0000000000E+00     0.0000000000E+00    -0.1148592332E-09     0.1208903768E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1208903200E-06     0.2109423747E-14     0.0000000000E+00     0.0000000000E+00    -0.2109423747E-14     0.1208903200E-06
   3.000     0.1208396156E-06    -0.1653646109E-09     0.0000000000E+00     0.0000000000E+00    -0.1653646109E-09     0.1208396156E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1208394877E-06     0.2997602166E-14     0.0000000000E+00     0.0000000000E+00    -0.2997602166E-14     0.1208394877E-06
   3.500     0.1207797027E-06    -0.2250075681E-09     0.0000000000E+00     0.0000000000E+00    -0.2250075681E-09     0.1207797027E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1207794895E-06     0.4107825191E-14     0.0000000000E+00     0.0000000000E+00    -0.4107825191E-14     0.1207794895E-06
   4.000     0.1207105953E-06    -0.2937667887E-09     0.0000000000E+00     0.0000000000E+00    -0.2937667887E-09     0.1207105953E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1207102400E-06     0.5329070518E-14     0.0000000000E+00     0.0000000000E+00    -0.5329070518E-14     0.1207102400E-06
   4.500     0.1206323503E-06    -0.3716280617E-09     0.0000000000E+00     0.0000000000E+00    -0.3716280617E-09     0.1206323503E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1206317677E-06     0.6605826997E-14     0.0000000000E+00     0.0000000000E+00    -0.6605826997E-14     0.1206317677E-06
   5.000     0.1205449678E-06    -0.4585842817E-09     0.0000000000E+00     0.0000000000E+00    -0.4585842817E-09     0.1205449678E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1205441009E-06     0.8215650382E-14     0.0000000000E+00     0.0000000000E+00    -0.8215650382E-14     0.1205441009E-06
   5.500     0.1204484903E-06    -0.5545928161E-09     0.0000000000E+00     0.0000000000E+00    -0.5545928161E-09     0.1204484903E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1204472113E-06     0.9936496070E-14     0.0000000000E+00     0.0000000000E+00    -0.9936496070E-14     0.1204472113E-06
   6.000     0.1203429463E-06    -0.6596039270E-09     0.0000000000E+00     0.0000000000E+00    -0.6596039270E-09     0.1203429463E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1203411415E-06     0.1171285291E-13     0.0000000000E+00     0.0000000000E+00    -0.1171285291E-13     0.1203411415E-06
   6.500     0.1202283642E-06    -0.7736531416E-09     0.0000000000E+00     0.0000000000E+00    -0.7736531416E-09     0.1202283642E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1202258773E-06     0.1387778781E-13     0.0000000000E+00     0.0000000000E+00    -0.1387778781E-13     0.1202258773E-06
   7.000     0.1201047866E-06    -0.8966303255E-09     0.0000000000E+00     0.0000000000E+00    -0.8966303255E-09     0.1201047866E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1201014470E-06     0.1609823386E-13     0.0000000000E+00     0.0000000000E+00    -0.1609823386E-13     0.1201014470E-06
   7.500     0.1199722419E-06    -0.1028510610E-08     0.0000000000E+00     0.0000000000E+00    -0.1028510610E-08     0.1199722419E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1199678366E-06     0.1837419106E-13     0.0000000000E+00     0.0000000000E+00    -0.1837419106E-13     0.1199678366E-06
   8.000     0.1198307586E-06    -0.1169304653E-08     0.0000000000E+00     0.0000000000E+00    -0.1169304653E-08     0.1198307586E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1198250601E-06     0.2087219286E-13     0.0000000000E+00     0.0000000000E+00    -0.2087219286E-13     0.1198250601E-06
   8.500     0.1196804220E-06    -0.1318927190E-08     0.0000000000E+00     0.0000000000E+00    -0.1318927190E-08     0.1196804220E-06     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1196731318E-06     0.2364775042E-13     0.0000000000E+00     0.0000000000E+00    -0.2364775042E-13     0.1196731318E-06
