 0.1464980E-01   single scattering albedo
 0.7914885E-02   scattering cross section
 0.5402727E+00   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.4944002185E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4944002185E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4944002185E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.4944002185E-07
   0.500     0.4943813536E-07    -0.1877609179E-11     0.0000000000E+00     0.0000000000E+00    -0.1877609179E-11     0.4943813536E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4943813181E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.4943813181E-07
   1.000     0.4943247944E-07    -0.7515765788E-11     0.0000000000E+00     0.0000000000E+00    -0.7515765788E-11     0.4943247944E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4943247944E-07     0.2220446049E-15     0.0000000000E+00     0.0000000000E+00    -0.2220446049E-15     0.4943247944E-07
   1.500     0.4942306475E-07    -0.1691624618E-10     0.0000000000E+00     0.0000000000E+00    -0.1691624618E-10     0.4942306475E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4942305765E-07     0.5551115123E-15     0.0000000000E+00     0.0000000000E+00    -0.5551115123E-15     0.4942305765E-07
   2.000     0.4940987708E-07    -0.3006306315E-10     0.0000000000E+00     0.0000000000E+00    -0.3006306315E-10     0.4940987708E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4940986642E-07     0.1165734176E-14     0.0000000000E+00     0.0000000000E+00    -0.1165734176E-14     0.4940986642E-07
   2.500     0.4939293063E-07    -0.4696865119E-10     0.0000000000E+00     0.0000000000E+00    -0.4696865119E-10     0.4939293063E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4939290932E-07     0.1776356839E-14     0.0000000000E+00     0.0000000000E+00    -0.1776356839E-14     0.4939290932E-07
   3.000     0.4937221831E-07    -0.6760458859E-10     0.0000000000E+00     0.0000000000E+00    -0.6760458859E-10     0.4937221831E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4937217213E-07     0.2442490654E-14     0.0000000000E+00     0.0000000000E+00    -0.2442490654E-14     0.4937217213E-07
   3.500     0.4934777209E-07    -0.9199041529E-10     0.0000000000E+00     0.0000000000E+00    -0.9199041529E-10     0.4934777209E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4934768683E-07     0.3497202528E-14     0.0000000000E+00     0.0000000000E+00    -0.3497202528E-14     0.4934768683E-07
   4.000     0.4931958131E-07    -0.1201065913E-09     0.0000000000E+00     0.0000000000E+00    -0.1201065913E-09     0.4931958131E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4931943565E-07     0.4607425552E-14     0.0000000000E+00     0.0000000000E+00    -0.4607425552E-14     0.4931943565E-07
   4.500     0.4928764952E-07    -0.1519460113E-09     0.0000000000E+00     0.0000000000E+00    -0.1519460113E-09     0.4928764952E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4928741504E-07     0.5773159728E-14     0.0000000000E+00     0.0000000000E+00    -0.5773159728E-14     0.4928741504E-07
   5.000     0.4925200159E-07    -0.1874909117E-09     0.0000000000E+00     0.0000000000E+00    -0.1874909117E-09     0.4925200159E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4925164632E-07     0.7105427358E-14     0.0000000000E+00     0.0000000000E+00    -0.7105427358E-14     0.4925164632E-07
   5.500     0.4921264107E-07    -0.2267412924E-09     0.0000000000E+00     0.0000000000E+00    -0.2267412924E-09     0.4921264107E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4921211882E-07     0.8493206138E-14     0.0000000000E+00     0.0000000000E+00    -0.8493206138E-14     0.4921211882E-07
   6.000     0.4916957508E-07    -0.2696829426E-09     0.0000000000E+00     0.0000000000E+00    -0.2696829426E-09     0.4916957508E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4916883611E-07     0.1010302952E-13     0.0000000000E+00     0.0000000000E+00    -0.1010302952E-13     0.4916883611E-07
   6.500     0.4912282492E-07    -0.3162998752E-09     0.0000000000E+00     0.0000000000E+00    -0.3162998752E-09     0.4912282492E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4912180529E-07     0.1182387521E-13     0.0000000000E+00     0.0000000000E+00    -0.1182387521E-13     0.4912180529E-07
   7.000     0.4907240125E-07    -0.3665867609E-09     0.0000000000E+00     0.0000000000E+00    -0.3665867609E-09     0.4907240125E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4907103346E-07     0.1371125435E-13     0.0000000000E+00     0.0000000000E+00    -0.1371125435E-13     0.4907103346E-07
   7.500     0.4901831829E-07    -0.4205151782E-09     0.0000000000E+00     0.0000000000E+00    -0.4205151782E-09     0.4901831829E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4901651351E-07     0.1582067810E-13     0.0000000000E+00     0.0000000000E+00    -0.1582067810E-13     0.4901651351E-07
   8.000     0.4896059380E-07    -0.4780797980E-09     0.0000000000E+00     0.0000000000E+00    -0.4780797980E-09     0.4896059380E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4895825612E-07     0.1804112415E-13     0.0000000000E+00     0.0000000000E+00    -0.1804112415E-13     0.4895825612E-07
   8.500     0.4889923844E-07    -0.5392468694E-09     0.0000000000E+00     0.0000000000E+00    -0.5392468694E-09     0.4889923844E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4889626126E-07     0.2020605905E-13     0.0000000000E+00     0.0000000000E+00    -0.2020605905E-13     0.4889626126E-07
   9.000     0.4883429483E-07    -0.6040128397E-09     0.0000000000E+00     0.0000000000E+00    -0.6040128397E-09     0.4883429483E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4883055738E-07     0.2275957200E-13     0.0000000000E+00     0.0000000000E+00    -0.2275957200E-13     0.4883055738E-07
   9.500     0.4876574877E-07    -0.6723634982E-09     0.0000000000E+00     0.0000000000E+00    -0.6723634982E-09     0.4876574877E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4876111603E-07     0.2531308496E-13     0.0000000000E+00     0.0000000000E+00    -0.2531308496E-13     0.4876111603E-07
  10.000     0.4869363934E-07    -0.7442615413E-09     0.0000000000E+00     0.0000000000E+00    -0.7442615413E-09     0.4869363934E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4868795145E-07     0.2797762022E-13     0.0000000000E+00     0.0000000000E+00    -0.2797762022E-13     0.4868795145E-07
  10.500     0.4861800562E-07    -0.8196838763E-09     0.0000000000E+00     0.0000000000E+00    -0.8196838763E-09     0.4861800562E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4861109559E-07     0.3069766663E-13     0.0000000000E+00     0.0000000000E+00    -0.3069766663E-13     0.4861109559E-07
  11.000     0.4853882984E-07    -0.8986251743E-09     0.0000000000E+00     0.0000000000E+00    -0.8986251743E-09     0.4853882984E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4853050939E-07     0.3375077995E-13     0.0000000000E+00     0.0000000000E+00    -0.3375077995E-13     0.4853050939E-07
  11.500     0.4845617241E-07    -0.9810445789E-09     0.0000000000E+00     0.0000000000E+00    -0.9810445789E-09     0.4845617241E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4844623902E-07     0.3680389327E-13     0.0000000000E+00     0.0000000000E+00    -0.3680389327E-13     0.4844623902E-07
  12.000     0.4837003686E-07    -0.1066933208E-08     0.0000000000E+00     0.0000000000E+00    -0.1066933208E-08     0.4837003686E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4835826672E-07     0.4002354004E-13     0.0000000000E+00     0.0000000000E+00    -0.4002354004E-13     0.4835826672E-07
  12.500     0.4828046229E-07    -0.1156246654E-08     0.0000000000E+00     0.0000000000E+00    -0.1156246654E-08     0.4828046229E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4826661737E-07     0.4335420911E-13     0.0000000000E+00     0.0000000000E+00    -0.4335420911E-13     0.4826661737E-07
  13.000     0.4818745936E-07    -0.1248968928E-08     0.0000000000E+00     0.0000000000E+00    -0.1248968928E-08     0.4818745936E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4817127319E-07     0.4679590049E-13     0.0000000000E+00     0.0000000000E+00    -0.4679590049E-13     0.4817127319E-07
  13.500     0.4809108844E-07    -0.1345073386E-08     0.0000000000E+00     0.0000000000E+00    -0.1345073386E-08     0.4809108844E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4807226972E-07     0.5045963647E-13     0.0000000000E+00     0.0000000000E+00    -0.5045963647E-13     0.4807226972E-07
  14.000     0.4799134246E-07    -0.1444519171E-08     0.0000000000E+00     0.0000000000E+00    -0.1444519171E-08     0.4799134246E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4796959630E-07     0.5417888360E-13     0.0000000000E+00     0.0000000000E+00    -0.5417888360E-13     0.4796959630E-07
  14.500     0.4788827113E-07    -0.1547286743E-08     0.0000000000E+00     0.0000000000E+00    -0.1547286743E-08     0.4788827113E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4786327068E-07     0.5800915304E-13     0.0000000000E+00     0.0000000000E+00    -0.5800915304E-13     0.4786327068E-07
  15.000     0.4778190288E-07    -0.1653344128E-08     0.0000000000E+00     0.0000000000E+00    -0.1653344128E-08     0.4778190288E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4775328932E-07     0.6200595593E-13     0.0000000000E+00     0.0000000000E+00    -0.6200595593E-13     0.4775328932E-07
  15.500     0.4767226969E-07    -0.1762646917E-08     0.0000000000E+00     0.0000000000E+00    -0.1762646917E-08     0.4767226969E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4763967354E-07     0.6600275881E-13     0.0000000000E+00     0.0000000000E+00    -0.6600275881E-13     0.4763967354E-07
  16.000     0.4755941063E-07    -0.1875175570E-08     0.0000000000E+00     0.0000000000E+00    -0.1875175570E-08     0.4755941063E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4752243044E-07     0.7027711746E-13     0.0000000000E+00     0.0000000000E+00    -0.7027711746E-13     0.4752243044E-07
  16.500     0.4744333992E-07    -0.1990891008E-08     0.0000000000E+00     0.0000000000E+00    -0.1990891008E-08     0.4744333992E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4740154935E-07     0.7449596495E-13     0.0000000000E+00     0.0000000000E+00    -0.7449596495E-13     0.4740154935E-07
  17.000     0.4732412506E-07    -0.2109757702E-08     0.0000000000E+00     0.0000000000E+00    -0.2109757702E-08     0.4732412506E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4727707292E-07     0.7888134590E-13     0.0000000000E+00     0.0000000000E+00    -0.7888134590E-13     0.4727707292E-07
  17.500     0.4720177316E-07    -0.2231749008E-08     0.0000000000E+00     0.0000000000E+00    -0.2231749008E-08     0.4720177316E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4714898338E-07     0.8359979375E-13     0.0000000000E+00     0.0000000000E+00    -0.8359979375E-13     0.4714898338E-07
  18.000     0.4707633039E-07    -0.2356806306E-08     0.0000000000E+00     0.0000000000E+00    -0.2356806306E-08     0.4707633039E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4701729850E-07     0.8826273046E-13     0.0000000000E+00     0.0000000000E+00    -0.8826273046E-13     0.4701729850E-07
  18.500     0.4694783939E-07    -0.2484910056E-08     0.0000000000E+00     0.0000000000E+00    -0.2484910056E-08     0.4694783939E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4688202893E-07     0.9303668946E-13     0.0000000000E+00     0.0000000000E+00    -0.9303668946E-13     0.4688202893E-07
