 0.6246973E+00   single scattering albedo
 0.3971557E+08   scattering cross section
 0.6357571E+08   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.7049457812E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7049457812E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7049457031E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.7049457031E+05
   0.500     0.6978742969E+05     0.4070312500E+01     0.0000000000E+00     0.0000000000E+00     0.4070312500E+01     0.6978742969E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6978741406E+05     0.4580371094E+02     0.0000000000E+00     0.0000000000E+00    -0.4580371094E+02     0.6978741406E+05
   1.000     0.6770067969E+05     0.1599218750E+02     0.0000000000E+00     0.0000000000E+00     0.1599218750E+02     0.6770067969E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6770043750E+05     0.1787285156E+03     0.0000000000E+00     0.0000000000E+00    -0.1787285156E+03     0.6770043750E+05
   1.500     0.6433824219E+05     0.3472460938E+02     0.0000000000E+00     0.0000000000E+00     0.3472460938E+02     0.6433824219E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6433707812E+05     0.3854985352E+03     0.0000000000E+00     0.0000000000E+00    -0.3854985352E+03     0.6433707812E+05
   2.000     0.5986648047E+05     0.5865625000E+02     0.0000000000E+00     0.0000000000E+00     0.5865625000E+02     0.5986648047E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5986297656E+05     0.6455078125E+03     0.0000000000E+00     0.0000000000E+00    -0.6455078125E+03     0.5986297656E+05
   2.500     0.5450146875E+05     0.8578906250E+02     0.0000000000E+00     0.0000000000E+00     0.8578906250E+02     0.5450146875E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5449341016E+05     0.9331215820E+03     0.0000000000E+00     0.0000000000E+00    -0.9331215820E+03     0.5449341016E+05
   3.000     0.4849254688E+05     0.1137812500E+03     0.0000000000E+00     0.0000000000E+00     0.1137812500E+03     0.4849254688E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4847705859E+05     0.1220192383E+04     0.0000000000E+00     0.0000000000E+00    -0.1220192383E+04     0.4847705859E+05
   3.500     0.4210992188E+05     0.1401894531E+03     0.0000000000E+00     0.0000000000E+00     0.1401894531E+03     0.4210992188E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4208371094E+05     0.1478897949E+04     0.0000000000E+00     0.0000000000E+00    -0.1478897949E+04     0.4208371094E+05
   4.000     0.3562187500E+05     0.1627167969E+03     0.0000000000E+00     0.0000000000E+00     0.1627167969E+03     0.3562187500E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3558164453E+05     0.1684671631E+04     0.0000000000E+00     0.0000000000E+00    -0.1684671631E+04     0.3558164453E+05
   4.500     0.2928169922E+05     0.1792861328E+03     0.0000000000E+00     0.0000000000E+00     0.1792861328E+03     0.2928169922E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2922462695E+05     0.1818518677E+04     0.0000000000E+00     0.0000000000E+00    -0.1818518677E+04     0.2922462695E+05
   5.000     0.2331431445E+05     0.1883359375E+03     0.0000000000E+00     0.0000000000E+00     0.1883359375E+03     0.2331431445E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2323854492E+05     0.1868655273E+04     0.0000000000E+00     0.0000000000E+00    -0.1868655273E+04     0.2323854492E+05
   5.500     0.1789976562E+05     0.1888505859E+03     0.0000000000E+00     0.0000000000E+00     0.1888505859E+03     0.1789976562E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1780481445E+05     0.1831548706E+04     0.0000000000E+00     0.0000000000E+00    -0.1831548706E+04     0.1780481445E+05
   6.000     0.1317042773E+05     0.1804672852E+03     0.0000000000E+00     0.0000000000E+00     0.1804672852E+03     0.1317042773E+05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1305745117E+05     0.1711892456E+04     0.0000000000E+00     0.0000000000E+00    -0.1711892456E+04     0.1305745117E+05
   6.500     0.9205039062E+04     0.1635024414E+03     0.0000000000E+00     0.0000000000E+00     0.1635024414E+03     0.9205039062E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.9076907227E+04     0.1521756348E+04     0.0000000000E+00     0.0000000000E+00    -0.1521756348E+04     0.9076907227E+04
   7.000     0.6029988281E+04     0.1388986816E+03     0.0000000000E+00     0.0000000000E+00     0.1388986816E+03     0.6029988281E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5891135742E+04     0.1279054810E+04     0.0000000000E+00     0.0000000000E+00    -0.1279054810E+04     0.5891135742E+04
   7.500     0.3624006104E+04     0.1081381836E+03     0.0000000000E+00     0.0000000000E+00     0.1081381836E+03     0.3624006104E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3480071777E+04     0.1005399414E+04     0.0000000000E+00     0.0000000000E+00    -0.1005399414E+04     0.3480071777E+04
   8.000     0.1925368652E+04     0.7310949707E+02     0.0000000000E+00     0.0000000000E+00     0.7310949707E+02     0.1925368652E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1782659912E+04     0.7237559204E+03     0.0000000000E+00     0.0000000000E+00    -0.7237559204E+03     0.1782659912E+04
   8.500     0.8419029541E+03     0.3592605591E+02     0.0000000000E+00     0.0000000000E+00     0.3592605591E+02     0.8419029541E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7067481689E+03     0.4560887451E+03     0.0000000000E+00     0.0000000000E+00    -0.4560887451E+03     0.7067481689E+03
   9.000     0.2615159607E+03    -0.1261169434E+01     0.0000000000E+00     0.0000000000E+00    -0.1261169434E+01     0.2615159607E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1395931702E+03     0.2211396790E+03     0.0000000000E+00     0.0000000000E+00    -0.2211396790E+03     0.1395931702E+03
