 0.7633134E+00   single scattering albedo
 0.5846167E+07   scattering cross section
 0.7658934E+07   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.1095729126E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1095729126E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1095729004E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.1095729004E+04
   0.500     0.1094382690E+04     0.1236572266E+00     0.0000000000E+00     0.0000000000E+00     0.1236572266E+00     0.1094382690E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1094382568E+04     0.2772521973E+00     0.0000000000E+00     0.0000000000E+00    -0.2772521973E+00     0.1094382568E+04
   1.000     0.1090350586E+04     0.4934082031E+00     0.0000000000E+00     0.0000000000E+00     0.4934082031E+00     0.1090350586E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1090349976E+04     0.1105377197E+01     0.0000000000E+00     0.0000000000E+00    -0.1105377197E+01     0.1090349976E+04
   1.500     0.1083657104E+04     0.1104980469E+01     0.0000000000E+00     0.0000000000E+00     0.1104980469E+01     0.1083657104E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1083653687E+04     0.2474761963E+01     0.0000000000E+00     0.0000000000E+00    -0.2474761963E+01     0.1083653687E+04
   2.000     0.1074346802E+04     0.1951416016E+01     0.0000000000E+00     0.0000000000E+00     0.1951416016E+01     0.1074346802E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1074336060E+04     0.4366882324E+01     0.0000000000E+00     0.0000000000E+00    -0.4366882324E+01     0.1074336060E+04
   2.500     0.1062477051E+04     0.3023132324E+01     0.0000000000E+00     0.0000000000E+00     0.3023132324E+01     0.1062477051E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1062451416E+04     0.6758239746E+01     0.0000000000E+00     0.0000000000E+00    -0.6758239746E+01     0.1062451416E+04
   3.000     0.1048119629E+04     0.4308410645E+01     0.0000000000E+00     0.0000000000E+00     0.4308410645E+01     0.1048119629E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1048066528E+04     0.9618469238E+01     0.0000000000E+00     0.0000000000E+00    -0.9618469238E+01     0.1048066528E+04
   3.500     0.1031368652E+04     0.5791442871E+01     0.0000000000E+00     0.0000000000E+00     0.5791442871E+01     0.1031368652E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1031271484E+04     0.1291091919E+02     0.0000000000E+00     0.0000000000E+00    -0.1291091919E+02     0.1031271484E+04
   4.000     0.1012325195E+04     0.7457489014E+01     0.0000000000E+00     0.0000000000E+00     0.7457489014E+01     0.1012325195E+04     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1012161682E+04     0.1659439087E+02     0.0000000000E+00     0.0000000000E+00    -0.1659439087E+02     0.1012161682E+04
   4.500     0.9911016846E+03     0.9286834717E+01     0.0000000000E+00     0.0000000000E+00     0.9286834717E+01     0.9911016846E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.9908436279E+03     0.2062265015E+02     0.0000000000E+00     0.0000000000E+00    -0.2062265015E+02     0.9908436279E+03
   5.000     0.9678348999E+03     0.1125897217E+02     0.0000000000E+00     0.0000000000E+00     0.1125897217E+02     0.9678348999E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.9674478760E+03     0.2494369507E+02     0.0000000000E+00     0.0000000000E+00    -0.2494369507E+02     0.9674478760E+03
   5.500     0.9426594238E+03     0.1335253906E+02     0.0000000000E+00     0.0000000000E+00     0.1335253906E+02     0.9426594238E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.9421029663E+03     0.2950395203E+02     0.0000000000E+00     0.0000000000E+00    -0.2950395203E+02     0.9421029663E+03
   6.000     0.9157275391E+03     0.1554394531E+02     0.0000000000E+00     0.0000000000E+00     0.1554394531E+02     0.9157275391E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.9149549561E+03     0.3424607849E+02     0.0000000000E+00     0.0000000000E+00    -0.3424607849E+02     0.9149549561E+03
   6.500     0.8871980591E+03     0.1780938721E+02     0.0000000000E+00     0.0000000000E+00     0.1780938721E+02     0.8871980591E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8861566772E+03     0.3911033630E+02     0.0000000000E+00     0.0000000000E+00    -0.3911033630E+02     0.8861566772E+03
   7.000     0.8572377930E+03     0.2012368774E+02     0.0000000000E+00     0.0000000000E+00     0.2012368774E+02     0.8572377930E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8558694458E+03     0.4403604126E+02     0.0000000000E+00     0.0000000000E+00    -0.4403604126E+02     0.8558694458E+03
   7.500     0.8260173340E+03     0.2246224976E+02     0.0000000000E+00     0.0000000000E+00     0.2246224976E+02     0.8260173340E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.8242590332E+03     0.4896177673E+02     0.0000000000E+00     0.0000000000E+00    -0.4896177673E+02     0.8242590332E+03
   8.000     0.7937121582E+03     0.2479953003E+02     0.0000000000E+00     0.0000000000E+00     0.2479953003E+02     0.7937121582E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7914965210E+03     0.5382647705E+02     0.0000000000E+00     0.0000000000E+00    -0.5382647705E+02     0.7914965210E+03
   8.500     0.7605062866E+03     0.2711077881E+02     0.0000000000E+00     0.0000000000E+00     0.2711077881E+02     0.7605062866E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7577628174E+03     0.5856919861E+02     0.0000000000E+00     0.0000000000E+00    -0.5856919861E+02     0.7577628174E+03
   9.000     0.7265767212E+03     0.2937152100E+02     0.0000000000E+00     0.0000000000E+00     0.2937152100E+02     0.7265767212E+03     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7232325439E+03     0.6313230896E+02     0.0000000000E+00     0.0000000000E+00    -0.6313230896E+02     0.7232325439E+03
