 0.5017515E-01   single scattering albedo
 0.2868242E+00   scattering cross section
 0.5716460E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.2767285601E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2767285601E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2767285423E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.2767285423E-07
   0.500     0.2767180263E-07    -0.1053379606E-11     0.0000000000E+00     0.0000000000E+00    -0.1053379606E-11     0.2767180263E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2767180085E-07     0.1387778781E-16     0.0000000000E+00     0.0000000000E+00    -0.1387778781E-16     0.2767180085E-07
   1.000     0.2766863716E-07    -0.4203748460E-11     0.0000000000E+00     0.0000000000E+00    -0.4203748460E-11     0.2766863716E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2766863538E-07     0.3469446952E-16     0.0000000000E+00     0.0000000000E+00    -0.3469446952E-16     0.2766863538E-07
   1.500     0.2766336138E-07    -0.9465317419E-11     0.0000000000E+00     0.0000000000E+00    -0.9465317419E-11     0.2766336138E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2766335783E-07     0.1040834086E-15     0.0000000000E+00     0.0000000000E+00    -0.1040834086E-15     0.2766335783E-07
   2.000     0.2765597529E-07    -0.1682121109E-10     0.0000000000E+00     0.0000000000E+00    -0.1682121109E-10     0.2765597529E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2765596996E-07     0.1595945598E-15     0.0000000000E+00     0.0000000000E+00    -0.1595945598E-15     0.2765596996E-07
   2.500     0.2764648599E-07    -0.2628208762E-10     0.0000000000E+00     0.0000000000E+00    -0.2628208762E-10     0.2764648599E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2764647355E-07     0.2498001805E-15     0.0000000000E+00     0.0000000000E+00    -0.2498001805E-15     0.2764647355E-07
   3.000     0.2763488816E-07    -0.3783640068E-10     0.0000000000E+00     0.0000000000E+00    -0.3783640068E-10     0.2763488816E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2763486151E-07     0.3816391647E-15     0.0000000000E+00     0.0000000000E+00    -0.3816391647E-15     0.2763486151E-07
   3.500     0.2762119422E-07    -0.5147704485E-10     0.0000000000E+00     0.0000000000E+00    -0.5147704485E-10     0.2762119422E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2762114448E-07     0.4996003611E-15     0.0000000000E+00     0.0000000000E+00    -0.4996003611E-15     0.2762114448E-07
   4.000     0.2760541307E-07    -0.6720934920E-10     0.0000000000E+00     0.0000000000E+00    -0.6720934920E-10     0.2760541307E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2760532958E-07     0.6591949209E-15     0.0000000000E+00     0.0000000000E+00    -0.6591949209E-15     0.2760532958E-07
   4.500     0.2758753048E-07    -0.8502532012E-10     0.0000000000E+00     0.0000000000E+00    -0.8502532012E-10     0.2758753048E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2758739726E-07     0.8326672685E-15     0.0000000000E+00     0.0000000000E+00    -0.8326672685E-15     0.2758739726E-07
   5.000     0.2756756601E-07    -0.1049178522E-09     0.0000000000E+00     0.0000000000E+00    -0.1049178522E-09     0.2756756601E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2756736350E-07     0.1020017404E-14     0.0000000000E+00     0.0000000000E+00    -0.1020017404E-14     0.2756736350E-07
   5.500     0.2754551787E-07    -0.1268825045E-09     0.0000000000E+00     0.0000000000E+00    -0.1268825045E-09     0.2754551787E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2754522299E-07     0.1249000903E-14     0.0000000000E+00     0.0000000000E+00    -0.1249000903E-14     0.2754522299E-07
   6.000     0.2752140560E-07    -0.1509121716E-09     0.0000000000E+00     0.0000000000E+00    -0.1509121716E-09     0.2752140560E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2752098993E-07     0.1491862189E-14     0.0000000000E+00     0.0000000000E+00    -0.1491862189E-14     0.2752098993E-07
   6.500     0.2749522565E-07    -0.1769988600E-09     0.0000000000E+00     0.0000000000E+00    -0.1769988600E-09     0.2749522565E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2749465544E-07     0.1748601264E-14     0.0000000000E+00     0.0000000000E+00    -0.1748601264E-14     0.2749465544E-07
   7.000     0.2746698158E-07    -0.2051345760E-09     0.0000000000E+00     0.0000000000E+00    -0.2051345760E-09     0.2746698158E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2746621242E-07     0.2019218126E-14     0.0000000000E+00     0.0000000000E+00    -0.2019218126E-14     0.2746621242E-07
   7.500     0.2743669825E-07    -0.2353139905E-09     0.0000000000E+00     0.0000000000E+00    -0.2353139905E-09     0.2743669825E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2743568750E-07     0.2324529458E-14     0.0000000000E+00     0.0000000000E+00    -0.2324529458E-14     0.2743568750E-07
   8.000     0.2740436855E-07    -0.2675237809E-09     0.0000000000E+00     0.0000000000E+00    -0.2675237809E-09     0.2740436855E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2740306293E-07     0.2636779683E-14     0.0000000000E+00     0.0000000000E+00    -0.2636779683E-14     0.2740306293E-07
