 0.8475490E-12   single scattering albedo
 0.1331856E-22   scattering cross section
 0.1571421E-10   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.5817960519E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5817960519E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5817960895E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.5817960895E-29
   0.500     0.5817296600E-29    -0.4401050849E-34     0.0000000000E+00     0.0000000000E+00    -0.4401050849E-34     0.5817296600E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5817296600E-29    -0.7420308090E-37     0.0000000000E+00     0.0000000000E+00     0.7420308090E-37     0.5817296600E-29
   1.000     0.5815304090E-29    -0.1777347458E-33     0.0000000000E+00     0.0000000000E+00    -0.1777347458E-33     0.5815304090E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5815304090E-29    -0.2958939686E-36     0.0000000000E+00     0.0000000000E+00     0.2958939686E-36     0.5815304090E-29
   1.500     0.5811984117E-29    -0.3991038420E-33     0.0000000000E+00     0.0000000000E+00    -0.3991038420E-33     0.5811984117E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5811984117E-29    -0.6654400052E-36     0.0000000000E+00     0.0000000000E+00     0.6654400052E-36     0.5811984117E-29
   2.000     0.5807340068E-29    -0.7098105088E-33     0.0000000000E+00     0.0000000000E+00    -0.7098105088E-33     0.5807340068E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5807340068E-29    -0.1182473849E-35     0.0000000000E+00     0.0000000000E+00     0.1182473849E-35     0.5807340068E-29
   2.500     0.5801371943E-29    -0.1108162034E-32     0.0000000000E+00     0.0000000000E+00    -0.1108162034E-32     0.5801371943E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5801371943E-29    -0.1846260815E-35     0.0000000000E+00     0.0000000000E+00     0.1846260815E-35     0.5801371943E-29
   3.000     0.5794085006E-29    -0.1595474972E-32     0.0000000000E+00     0.0000000000E+00    -0.1595474972E-32     0.5794085006E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5794085006E-29    -0.2656433562E-35     0.0000000000E+00     0.0000000000E+00     0.2656433562E-35     0.5794085006E-29
   3.500     0.5785483773E-29    -0.2169868532E-32     0.0000000000E+00     0.0000000000E+00    -0.2169868532E-32     0.5785483773E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5785483021E-29    -0.3612257406E-35     0.0000000000E+00     0.0000000000E+00     0.3612257406E-35     0.5785483021E-29
   4.000     0.5775572757E-29    -0.2830402318E-32     0.0000000000E+00     0.0000000000E+00    -0.2830402318E-32     0.5775572757E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5775572381E-29    -0.4712630321E-35     0.0000000000E+00     0.0000000000E+00     0.4712630321E-35     0.5775572381E-29
   4.500     0.5764357224E-29    -0.3579145199E-32     0.0000000000E+00     0.0000000000E+00    -0.3579145199E-32     0.5764357224E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5764356096E-29    -0.5957184965E-35     0.0000000000E+00     0.0000000000E+00     0.5957184965E-35     0.5764356096E-29
   5.000     0.5751843946E-29    -0.4413275991E-32     0.0000000000E+00     0.0000000000E+00    -0.4413275991E-32     0.5751843946E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5751842441E-29    -0.7344268299E-35     0.0000000000E+00     0.0000000000E+00     0.7344268299E-35     0.5751842441E-29
   5.500     0.5738039692E-29    -0.5332794692E-32     0.0000000000E+00     0.0000000000E+00    -0.5332794692E-32     0.5738039692E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5738037435E-29    -0.8872961968E-35     0.0000000000E+00     0.0000000000E+00     0.8872961968E-35     0.5738037435E-29
   6.000     0.5722951987E-29    -0.6337325144E-32     0.0000000000E+00     0.0000000000E+00    -0.6337325144E-32     0.5722951987E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5722948226E-29    -0.1054198027E-34     0.0000000000E+00     0.0000000000E+00     0.1054198027E-34     0.5722948226E-29
   6.500     0.5706590611E-29    -0.7425550794E-32     0.0000000000E+00     0.0000000000E+00    -0.7425550794E-32     0.5706590611E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5706586097E-29    -0.1234948651E-34     0.0000000000E+00     0.0000000000E+00     0.1234948651E-34     0.5706586097E-29
   7.000     0.5688963461E-29    -0.8597471642E-32     0.0000000000E+00     0.0000000000E+00    -0.8597471642E-32     0.5688963461E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5688957067E-29    -0.1429382764E-34     0.0000000000E+00     0.0000000000E+00     0.1429382764E-34     0.5688957067E-29
   7.500     0.5670082201E-29    -0.9850642660E-32     0.0000000000E+00     0.0000000000E+00    -0.9850642660E-32     0.5670082201E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5670073926E-29    -0.1637408529E-34     0.0000000000E+00     0.0000000000E+00     0.1637408529E-34     0.5670073926E-29
   8.000     0.5649955105E-29    -0.1118619232E-31     0.0000000000E+00     0.0000000000E+00    -0.1118619232E-31     0.5649955105E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5649944196E-29    -0.1858768809E-34     0.0000000000E+00     0.0000000000E+00     0.1858768809E-34     0.5649944196E-29
   8.500     0.5628597595E-29    -0.1260129944E-31     0.0000000000E+00     0.0000000000E+00    -0.1260129944E-31     0.5628597595E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5628583677E-29    -0.2093298299E-34     0.0000000000E+00     0.0000000000E+00     0.2093298299E-34     0.5628583677E-29
   9.000     0.5606017947E-29    -0.1409577594E-31     0.0000000000E+00     0.0000000000E+00    -0.1409577594E-31     0.5606017947E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5606000268E-29    -0.2340776594E-34     0.0000000000E+00     0.0000000000E+00     0.2340776594E-34     0.5606000268E-29
   9.500     0.5582229703E-29    -0.1566830526E-31     0.0000000000E+00     0.0000000000E+00    -0.1566830526E-31     0.5582229703E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5582207510E-29    -0.2601020023E-34     0.0000000000E+00     0.0000000000E+00     0.2601020023E-34     0.5582207510E-29
  10.000     0.5557246028E-29    -0.1731851125E-31     0.0000000000E+00     0.0000000000E+00    -0.1731851125E-31     0.5557246028E-29     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5557219321E-29    -0.2873716346E-34     0.0000000000E+00     0.0000000000E+00     0.2873716346E-34     0.5557219321E-29
