 0.7299428E-01   single scattering albedo
 0.6396267E+00   scattering cross section
 0.8762697E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.6177879897E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6177879897E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6177879186E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.6177879186E-07
   0.500     0.6177643996E-07    -0.2359001883E-11     0.0000000000E+00     0.0000000000E+00    -0.2359001883E-11     0.6177643996E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6177643286E-07     0.4163336342E-16     0.0000000000E+00     0.0000000000E+00    -0.4163336342E-16     0.6177643286E-07
   1.000     0.6176937717E-07    -0.9386269539E-11     0.0000000000E+00     0.0000000000E+00    -0.9386269539E-11     0.6176937717E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6176937006E-07     0.1249000903E-15     0.0000000000E+00     0.0000000000E+00    -0.1249000903E-15     0.6176937006E-07
   1.500     0.6175756084E-07    -0.2111733011E-10     0.0000000000E+00     0.0000000000E+00    -0.2111733011E-10     0.6175756084E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6175755374E-07     0.2636779683E-15     0.0000000000E+00     0.0000000000E+00    -0.2636779683E-15     0.6175755374E-07
   2.000     0.6174108336E-07    -0.3753797273E-10     0.0000000000E+00     0.0000000000E+00    -0.3753797273E-10     0.6174108336E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6174106204E-07     0.4718447855E-15     0.0000000000E+00     0.0000000000E+00    -0.4718447855E-15     0.6174106204E-07
   2.500     0.6171985945E-07    -0.5863043384E-10     0.0000000000E+00     0.0000000000E+00    -0.5863043384E-10     0.6171985945E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6171982392E-07     0.7355227538E-15     0.0000000000E+00     0.0000000000E+00    -0.7355227538E-15     0.6171982392E-07
   3.000     0.6169395306E-07    -0.8440892429E-10     0.0000000000E+00     0.0000000000E+00    -0.8440892429E-10     0.6169395306E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6169388911E-07     0.1082467449E-14     0.0000000000E+00     0.0000000000E+00    -0.1082467449E-14     0.6169388911E-07
   3.500     0.6166336419E-07    -0.1148521278E-09     0.0000000000E+00     0.0000000000E+00    -0.1148521278E-09     0.6166336419E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6166325051E-07     0.1443289932E-14     0.0000000000E+00     0.0000000000E+00    -0.1443289932E-14     0.6166325051E-07
   4.000     0.6162808575E-07    -0.1499635971E-09     0.0000000000E+00     0.0000000000E+00    -0.1499635971E-09     0.6162808575E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6162789390E-07     0.1915134717E-14     0.0000000000E+00     0.0000000000E+00    -0.1915134717E-14     0.6162789390E-07
   4.500     0.6158812482E-07    -0.1896971469E-09     0.0000000000E+00     0.0000000000E+00    -0.1896971469E-09     0.6158812482E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6158783350E-07     0.2373101715E-14     0.0000000000E+00     0.0000000000E+00    -0.2373101715E-14     0.6158783350E-07
   5.000     0.6154351695E-07    -0.2340847516E-09     0.0000000000E+00     0.0000000000E+00    -0.2340847516E-09     0.6154351695E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6154306220E-07     0.2955968803E-14     0.0000000000E+00     0.0000000000E+00    -0.2955968803E-14     0.6154306220E-07
   5.500     0.6149425502E-07    -0.2830944368E-09     0.0000000000E+00     0.0000000000E+00    -0.2830944368E-09     0.6149425502E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6149360132E-07     0.3580469254E-14     0.0000000000E+00     0.0000000000E+00    -0.3580469254E-14     0.6149360132E-07
   6.000     0.6144035325E-07    -0.3367048862E-09     0.0000000000E+00     0.0000000000E+00    -0.3367048862E-09     0.6144035325E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6143942954E-07     0.4274358645E-14     0.0000000000E+00     0.0000000000E+00    -0.4274358645E-14     0.6143942954E-07
   6.500     0.6138186848E-07    -0.3949160998E-09     0.0000000000E+00     0.0000000000E+00    -0.3949160998E-09     0.6138186848E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6138059661E-07     0.5009881399E-14     0.0000000000E+00     0.0000000000E+00    -0.5009881399E-14     0.6138059661E-07
   7.000     0.6131877228E-07    -0.4576854451E-09     0.0000000000E+00     0.0000000000E+00    -0.4576854451E-09     0.6131877228E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6131705277E-07     0.5787037516E-14     0.0000000000E+00     0.0000000000E+00    -0.5787037516E-14     0.6131705277E-07
   7.500     0.6125108598E-07    -0.5250164747E-09     0.0000000000E+00     0.0000000000E+00    -0.5250164747E-09     0.6125108598E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6124883356E-07     0.6633582572E-14     0.0000000000E+00     0.0000000000E+00    -0.6633582572E-14     0.6124883356E-07
   8.000     0.6117884510E-07    -0.5968701089E-09     0.0000000000E+00     0.0000000000E+00    -0.5968701089E-09     0.6117884510E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6117593188E-07     0.7549516567E-14     0.0000000000E+00     0.0000000000E+00    -0.7549516567E-14     0.6117593188E-07
   8.500     0.6110209227E-07    -0.6732463476E-09     0.0000000000E+00     0.0000000000E+00    -0.6732463476E-09     0.6110209227E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6109838324E-07     0.8493206138E-14     0.0000000000E+00     0.0000000000E+00    -0.8493206138E-14     0.6109838324E-07
   9.000     0.6102079908E-07    -0.7541061109E-09     0.0000000000E+00     0.0000000000E+00    -0.7541061109E-09     0.6102079908E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6101613792E-07     0.9520162436E-14     0.0000000000E+00     0.0000000000E+00    -0.9520162436E-14     0.6101613792E-07
   9.500     0.6093502947E-07    -0.8394280826E-09     0.0000000000E+00     0.0000000000E+00    -0.8394280826E-09     0.6093502947E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6092923854E-07     0.1060262989E-13     0.0000000000E+00     0.0000000000E+00    -0.1060262989E-13     0.6092923854E-07
  10.000     0.6084479764E-07    -0.9292122627E-09     0.0000000000E+00     0.0000000000E+00    -0.9292122627E-09     0.6084479764E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6083770643E-07     0.1175448627E-13     0.0000000000E+00     0.0000000000E+00    -0.1175448627E-13     0.6083770643E-07
  10.500     0.6075013914E-07    -0.1023373386E-08     0.0000000000E+00     0.0000000000E+00    -0.1023373386E-08     0.6075013914E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6074152026E-07     0.1293409824E-13     0.0000000000E+00     0.0000000000E+00    -0.1293409824E-13     0.6074152026E-07
  11.000     0.6065107527E-07    -0.1121930993E-08     0.0000000000E+00     0.0000000000E+00    -0.1121930993E-08     0.6065107527E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6064070135E-07     0.1421085472E-13     0.0000000000E+00     0.0000000000E+00    -0.1421085472E-13     0.6064070135E-07
  11.500     0.6054764867E-07    -0.1224830015E-08     0.0000000000E+00     0.0000000000E+00    -0.1224830015E-08     0.6054764867E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6053525681E-07     0.1550148898E-13     0.0000000000E+00     0.0000000000E+00    -0.1550148898E-13     0.6053525681E-07
  12.000     0.6043985934E-07    -0.1332045585E-08     0.0000000000E+00     0.0000000000E+00    -0.1332045585E-08     0.6043985934E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6042517242E-07     0.1686151219E-13     0.0000000000E+00     0.0000000000E+00    -0.1686151219E-13     0.6042517242E-07
  12.500     0.6032777833E-07    -0.1443556386E-08     0.0000000000E+00     0.0000000000E+00    -0.1443556386E-08     0.6032777833E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6031049793E-07     0.1826316876E-13     0.0000000000E+00     0.0000000000E+00    -0.1826316876E-13     0.6031049793E-07
  13.000     0.6021141985E-07    -0.1559314455E-08     0.0000000000E+00     0.0000000000E+00    -0.1559314455E-08     0.6021141985E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6019121912E-07     0.1974809205E-13     0.0000000000E+00     0.0000000000E+00    -0.1974809205E-13     0.6019121912E-07
  13.500     0.6009080522E-07    -0.1679296702E-08     0.0000000000E+00     0.0000000000E+00    -0.1679296702E-08     0.6009080522E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.6006733599E-07     0.2126077092E-13     0.0000000000E+00     0.0000000000E+00    -0.2126077092E-13     0.6006733599E-07
  14.000     0.5996601260E-07    -0.1803465821E-08     0.0000000000E+00     0.0000000000E+00    -0.1803465821E-08     0.5996601260E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5993888408E-07     0.2287059431E-13     0.0000000000E+00     0.0000000000E+00    -0.2287059431E-13     0.5993888408E-07
  14.500     0.5983702778E-07    -0.1931757865E-08     0.0000000000E+00     0.0000000000E+00    -0.1931757865E-08     0.5983702778E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5980583495E-07     0.2446653991E-13     0.0000000000E+00     0.0000000000E+00    -0.2446653991E-13     0.5980583495E-07
  15.000     0.5970393602E-07    -0.2064156845E-08     0.0000000000E+00     0.0000000000E+00    -0.2064156845E-08     0.5970393602E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5966823835E-07     0.2611799665E-13     0.0000000000E+00     0.0000000000E+00    -0.2611799665E-13     0.5966823835E-07
  15.500     0.5956674798E-07    -0.2200618354E-08     0.0000000000E+00     0.0000000000E+00    -0.2200618354E-08     0.5956674798E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5952608362E-07     0.2789435349E-13     0.0000000000E+00     0.0000000000E+00    -0.2789435349E-13     0.5952608362E-07
  16.000     0.5942553116E-07    -0.2341112193E-08     0.0000000000E+00     0.0000000000E+00    -0.2341112193E-08     0.5942553116E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5937939562E-07     0.2967071033E-13     0.0000000000E+00     0.0000000000E+00    -0.2967071033E-13     0.5937939562E-07
  16.500     0.5928029623E-07    -0.2485563755E-08     0.0000000000E+00     0.0000000000E+00    -0.2485563755E-08     0.5928029623E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5922816371E-07     0.3147482275E-13     0.0000000000E+00     0.0000000000E+00    -0.3147482275E-13     0.5922816371E-07
  17.000     0.5913111778E-07    -0.2633960605E-08     0.0000000000E+00     0.0000000000E+00    -0.2633960605E-08     0.5913111778E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5907242340E-07     0.3338995747E-13     0.0000000000E+00     0.0000000000E+00    -0.3338995747E-13     0.5907242340E-07
  17.500     0.5897802779E-07    -0.2786254782E-08     0.0000000000E+00     0.0000000000E+00    -0.2786254782E-08     0.5897802779E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5891217469E-07     0.3533284776E-13     0.0000000000E+00     0.0000000000E+00    -0.3533284776E-13     0.5891217469E-07
  18.000     0.5882107956E-07    -0.2942391220E-08     0.0000000000E+00     0.0000000000E+00    -0.2942391220E-08     0.5882107956E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5874743891E-07     0.3734512699E-13     0.0000000000E+00     0.0000000000E+00    -0.3734512699E-13     0.5874743891E-07
  18.500     0.5866029795E-07    -0.3102307744E-08     0.0000000000E+00     0.0000000000E+00    -0.3102307744E-08     0.5866029795E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.5857820540E-07     0.3934352844E-13     0.0000000000E+00     0.0000000000E+00    -0.3934352844E-13     0.5857820540E-07
