 0.9786959E+00   single scattering albedo
 0.4042351E+07   scattering cross section
 0.4130344E+07   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.7263717055E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7263717055E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7263717055E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.7263717055E+00
   0.500     0.7263388634E+00    -0.1356005669E-04     0.0000000000E+00     0.0000000000E+00    -0.1356005669E-04     0.7263388634E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7263388634E+00    -0.1668930054E-05     0.0000000000E+00     0.0000000000E+00     0.1668930054E-05     0.7263388634E+00
   1.000     0.7262400389E+00    -0.5397200584E-04     0.0000000000E+00     0.0000000000E+00    -0.5397200584E-04     0.7262400389E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7262400389E+00    -0.6750226021E-05     0.0000000000E+00     0.0000000000E+00     0.6750226021E-05     0.7262400389E+00
   1.500     0.7260755301E+00    -0.1216828823E-03     0.0000000000E+00     0.0000000000E+00    -0.1216828823E-03     0.7260755301E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7260755897E+00    -0.1507997513E-04     0.0000000000E+00     0.0000000000E+00     0.1507997513E-04     0.7260755897E+00
   2.000     0.7258453369E+00    -0.2160966396E-03     0.0000000000E+00     0.0000000000E+00    -0.2160966396E-03     0.7258453369E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7258452773E+00    -0.2689659595E-04     0.0000000000E+00     0.0000000000E+00     0.2689659595E-04     0.7258452773E+00
   2.500     0.7255493999E+00    -0.3377199173E-03     0.0000000000E+00     0.0000000000E+00    -0.3377199173E-03     0.7255493999E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7255492806E+00    -0.4203617573E-04     0.0000000000E+00     0.0000000000E+00     0.4203617573E-04     0.7255492806E+00
   3.000     0.7251880169E+00    -0.4861056805E-03     0.0000000000E+00     0.0000000000E+00    -0.4861056805E-03     0.7251880169E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7251878977E+00    -0.6040930748E-04     0.0000000000E+00     0.0000000000E+00     0.6040930748E-04     0.7251878977E+00
   3.500     0.7247609496E+00    -0.6613731384E-03     0.0000000000E+00     0.0000000000E+00    -0.6613731384E-03     0.7247609496E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7247606516E+00    -0.8220970631E-04     0.0000000000E+00     0.0000000000E+00     0.8220970631E-04     0.7247606516E+00
   4.000     0.7242687345E+00    -0.8632540703E-03     0.0000000000E+00     0.0000000000E+00    -0.8632540703E-03     0.7242687345E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7242681980E+00    -0.1073628664E-03     0.0000000000E+00     0.0000000000E+00     0.1073628664E-03     0.7242681980E+00
   4.500     0.7237108946E+00    -0.1092106104E-02     0.0000000000E+00     0.0000000000E+00    -0.1092106104E-02     0.7237108946E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7237101197E+00    -0.1358240843E-03     0.0000000000E+00     0.0000000000E+00     0.1358240843E-03     0.7237101197E+00
   5.000     0.7230883241E+00    -0.1347243786E-02     0.0000000000E+00     0.0000000000E+00    -0.1347243786E-02     0.7230883241E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7230870724E+00    -0.1676231623E-03     0.0000000000E+00     0.0000000000E+00     0.1676231623E-03     0.7230870724E+00
   5.500     0.7224008441E+00    -0.1629054546E-02     0.0000000000E+00     0.0000000000E+00    -0.1629054546E-02     0.7224008441E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7223989964E+00    -0.2027153969E-03     0.0000000000E+00     0.0000000000E+00     0.2027153969E-03     0.7223989964E+00
   6.000     0.7216485739E+00    -0.1937210560E-02     0.0000000000E+00     0.0000000000E+00    -0.1937210560E-02     0.7216485739E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7216458917E+00    -0.2411156893E-03     0.0000000000E+00     0.0000000000E+00     0.2411156893E-03     0.7216458917E+00
   6.500     0.7208315134E+00    -0.2271443605E-02     0.0000000000E+00     0.0000000000E+00    -0.2271443605E-02     0.7208315134E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7208279371E+00    -0.2828091383E-03     0.0000000000E+00     0.0000000000E+00     0.2828091383E-03     0.7208279371E+00
