 0.3223593E-01   single scattering albedo
 0.1136728E+00   scattering cross section
 0.3526277E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.1096418867E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1096418867E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1096418867E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.1096418867E-07
   0.500     0.1096376945E-07    -0.4183320357E-12     0.0000000000E+00     0.0000000000E+00    -0.4183320357E-12     0.1096376945E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1096376856E-07     0.3469446952E-17     0.0000000000E+00     0.0000000000E+00    -0.3469446952E-17     0.1096376856E-07
   1.000     0.1096251445E-07    -0.1667110894E-11     0.0000000000E+00     0.0000000000E+00    -0.1667110894E-11     0.1096251445E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1096251445E-07     0.1040834086E-16     0.0000000000E+00     0.0000000000E+00    -0.1040834086E-16     0.1096251445E-07
   1.500     0.1096042013E-07    -0.3750777466E-11     0.0000000000E+00     0.0000000000E+00    -0.3750777466E-11     0.1096042013E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1096041924E-07     0.2428612866E-16     0.0000000000E+00     0.0000000000E+00    -0.2428612866E-16     0.1096041924E-07
   2.000     0.1095748914E-07    -0.6666667218E-11     0.0000000000E+00     0.0000000000E+00    -0.6666667218E-11     0.1095748914E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1095748647E-07     0.4510281038E-16     0.0000000000E+00     0.0000000000E+00    -0.4510281038E-16     0.1095748647E-07
   2.500     0.1095372504E-07    -0.1041389197E-10     0.0000000000E+00     0.0000000000E+00    -0.1041389197E-10     0.1095372504E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1095371882E-07     0.6765421556E-16     0.0000000000E+00     0.0000000000E+00    -0.6765421556E-16     0.1095371882E-07
   3.000     0.1094912339E-07    -0.1499245172E-10     0.0000000000E+00     0.0000000000E+00    -0.1499245172E-10     0.1094912339E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1094911273E-07     0.1006139616E-15     0.0000000000E+00     0.0000000000E+00    -0.1006139616E-15     0.1094911273E-07
   3.500     0.1094368951E-07    -0.2040057012E-10     0.0000000000E+00     0.0000000000E+00    -0.2040057012E-10     0.1094368951E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1094366997E-07     0.1353084311E-15     0.0000000000E+00     0.0000000000E+00    -0.1353084311E-15     0.1094366997E-07
   4.000     0.1093742519E-07    -0.2663291809E-10     0.0000000000E+00     0.0000000000E+00    -0.2663291809E-10     0.1093742519E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1093739233E-07     0.1752070711E-15     0.0000000000E+00     0.0000000000E+00    -0.1752070711E-15     0.1093739233E-07
   4.500     0.1093033131E-07    -0.3369304835E-10     0.0000000000E+00     0.0000000000E+00    -0.3369304835E-10     0.1093033131E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1093027890E-07     0.2220446049E-15     0.0000000000E+00     0.0000000000E+00    -0.2220446049E-15     0.1093027890E-07
   5.000     0.1092240964E-07    -0.4157518774E-10     0.0000000000E+00     0.0000000000E+00    -0.4157518774E-10     0.1092240964E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1092232971E-07     0.2723515857E-15     0.0000000000E+00     0.0000000000E+00    -0.2723515857E-15     0.1092232971E-07
   5.500     0.1091366109E-07    -0.5028022443E-10     0.0000000000E+00     0.0000000000E+00    -0.5028022443E-10     0.1091366109E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1091354562E-07     0.3348016309E-15     0.0000000000E+00     0.0000000000E+00    -0.3348016309E-15     0.1091354562E-07
   6.000     0.1090409363E-07    -0.5980060891E-10     0.0000000000E+00     0.0000000000E+00    -0.5980060891E-10     0.1090409363E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1090392932E-07     0.3920475056E-15     0.0000000000E+00     0.0000000000E+00    -0.3920475056E-15     0.1090392932E-07
   6.500     0.1089370638E-07    -0.7013944980E-10     0.0000000000E+00     0.0000000000E+00    -0.7013944980E-10     0.1089370638E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1089347990E-07     0.4666406150E-15     0.0000000000E+00     0.0000000000E+00    -0.4666406150E-15     0.1089347990E-07
   7.000     0.1088250201E-07    -0.8128786533E-10     0.0000000000E+00     0.0000000000E+00    -0.8128786533E-10     0.1088250201E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1088219825E-07     0.5360295541E-15     0.0000000000E+00     0.0000000000E+00    -0.5360295541E-15     0.1088219825E-07
   7.500     0.1087048496E-07    -0.9324674366E-10     0.0000000000E+00     0.0000000000E+00    -0.9324674366E-10     0.1087048496E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1087008528E-07     0.6175615574E-15     0.0000000000E+00     0.0000000000E+00    -0.6175615574E-15     0.1087008528E-07
   8.000     0.1085765788E-07    -0.1060116439E-09     0.0000000000E+00     0.0000000000E+00    -0.1060116439E-09     0.1085765788E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1085714008E-07     0.7042977312E-15     0.0000000000E+00     0.0000000000E+00    -0.7042977312E-15     0.1085714008E-07
   8.500     0.1084402790E-07    -0.1195759047E-09     0.0000000000E+00     0.0000000000E+00    -0.1195759047E-09     0.1084402790E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1084336887E-07     0.7945033520E-15     0.0000000000E+00     0.0000000000E+00    -0.7945033520E-15     0.1084336887E-07
   9.000     0.1082959766E-07    -0.1339364175E-09     0.0000000000E+00     0.0000000000E+00    -0.1339364175E-09     0.1082959766E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1082876899E-07     0.8881784197E-15     0.0000000000E+00     0.0000000000E+00    -0.8881784197E-15     0.1082876899E-07
   9.500     0.1081436807E-07    -0.1490914059E-09     0.0000000000E+00     0.0000000000E+00    -0.1490914059E-09     0.1081436807E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1081333956E-07     0.9922618283E-15     0.0000000000E+00     0.0000000000E+00    -0.9922618283E-15     0.1081333956E-07
  10.000     0.1079834711E-07    -0.1650324322E-09     0.0000000000E+00     0.0000000000E+00    -0.1650324322E-09     0.1079834711E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1079708589E-07     0.1092875790E-14     0.0000000000E+00     0.0000000000E+00    -0.1092875790E-14     0.1079708589E-07
  10.500     0.1078154099E-07    -0.1817599404E-09     0.0000000000E+00     0.0000000000E+00    -0.1817599404E-09     0.1078154099E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1078000889E-07     0.1207367539E-14     0.0000000000E+00     0.0000000000E+00    -0.1207367539E-14     0.1078000889E-07
