length scale factor
6.2330000E-05
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
1.2552463E-03 6.2267670E-05 4.2390890E-03 1.2552463E-03
total extinction, absorption, scattering efficiencies (unpolarized incidence)
1.2012000E-05 1.2004000E-05 8.2376000E-09
theta     11          12          22          33          34          44
 0.0000000E+00  1.1182000E-04  0.0000000E+00  9.9997000E-01  9.9997000E-01  0.0000000E+00  9.9994000E-01
 5.0000000E-01  1.1182000E-04 -3.8076000E-05  9.9997000E-01  9.9997000E-01  8.8490000E-15  9.9994000E-01
 1.0000000E+00  1.1180000E-04 -1.5231000E-04  9.9997000E-01  9.9997000E-01  3.5397000E-14  9.9994000E-01
 1.5000000E+00  1.1178000E-04 -3.4272000E-04  9.9997000E-01  9.9997000E-01  7.9649000E-14  9.9994000E-01
 2.0000000E+00  1.1175000E-04 -6.0934000E-04  9.9997000E-01  9.9997000E-01  1.4161000E-13  9.9994000E-01
 2.5000000E+00  1.1171000E-04 -9.5220000E-04  9.9997000E-01  9.9997000E-01  2.2129000E-13  9.9994000E-01
 3.0000000E+00  1.1167000E-04 -1.3714000E-03  9.9997000E-01  9.9997000E-01  3.1871000E-13  9.9994000E-01
 3.5000000E+00  1.1161000E-04 -1.8669000E-03  9.9997000E-01  9.9997000E-01  4.3387000E-13  9.9994000E-01
 4.0000000E+00  1.1155000E-04 -2.4388000E-03  9.9997000E-01  9.9997000E-01  5.6679000E-13  9.9994000E-01
 4.5000000E+00  1.1148000E-04 -3.0873000E-03  9.9997000E-01  9.9997000E-01  7.1750000E-13  9.9994000E-01
 5.0000000E+00  1.1140000E-04 -3.8124000E-03  9.9997000E-01  9.9996000E-01  8.8601000E-13  9.9994000E-01
 5.5000000E+00  1.1131000E-04 -4.6143000E-03  9.9997000E-01  9.9996000E-01  1.0724000E-12  9.9993000E-01
 6.0000000E+00  1.1121000E-04 -5.4929000E-03  9.9997000E-01  9.9996000E-01  1.2766000E-12  9.9993000E-01
 6.5000000E+00  1.1110000E-04 -6.4486000E-03  9.9997000E-01  9.9995000E-01  1.4987000E-12  9.9992000E-01
 7.0000000E+00  1.1099000E-04 -7.4814000E-03  9.9997000E-01  9.9994000E-01  1.7387000E-12  9.9991000E-01
 7.5000000E+00  1.1087000E-04 -8.5915000E-03  9.9997000E-01  9.9993000E-01  1.9967000E-12  9.9991000E-01
 8.0000000E+00  1.1074000E-04 -9.7790000E-03  9.9997000E-01  9.9992000E-01  2.2726000E-12  9.9989000E-01
 8.5000000E+00  1.1060000E-04 -1.1044000E-02  9.9997000E-01  9.9991000E-01  2.5667000E-12  9.9988000E-01
 9.0000000E+00  1.1045000E-04 -1.2387000E-02  9.9997000E-01  9.9989000E-01  2.8788000E-12  9.9987000E-01
 9.5000000E+00  1.1030000E-04 -1.3808000E-02  9.9997000E-01  9.9988000E-01  3.2090000E-12  9.9985000E-01
 1.0000000E+01  1.1014000E-04 -1.5307000E-02  9.9997000E-01  9.9985000E-01  3.5574000E-12  9.9982000E-01
 1.0500000E+01  1.0996000E-04 -1.6885000E-02  9.9997000E-01  9.9983000E-01  3.9240000E-12  9.9980000E-01
 1.1000000E+01  1.0979000E-04 -1.8541000E-02  9.9997000E-01  9.9980000E-01  4.3089000E-12  9.9977000E-01
 1.1500000E+01  1.0960000E-04 -2.0276000E-02  9.9997000E-01  9.9977000E-01  4.7122000E-12  9.9974000E-01
 1.2000000E+01  1.0940000E-04 -2.2090000E-02  9.9997000E-01  9.9973000E-01  5.1338000E-12  9.9970000E-01
 1.2500000E+01  1.0920000E-04 -2.3984000E-02  9.9997000E-01  9.9968000E-01  5.5739000E-12  9.9965000E-01
 1.3000000E+01  1.0899000E-04 -2.5957000E-02  9.9997000E-01  9.9963000E-01  6.0325000E-12  9.9960000E-01
 1.3500000E+01  1.0877000E-04 -2.8011000E-02  9.9997000E-01  9.9958000E-01  6.5097000E-12  9.9955000E-01
