length scale factor
5.1900000E-06
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
1.0452022E-04 5.1848100E-06 6.1484319E-04 1.0452022E-04
total extinction, absorption, scattering efficiencies (unpolarized incidence)
1.3760000E-06 1.3757000E-06 2.9703000E-10
theta     11          12          22          33          34          44
 0.0000000E+00  1.9431000E-07  0.0000000E+00  9.9992000E-01  9.9992000E-01  0.0000000E+00  9.9984000E-01
 5.0000000E-01  1.9430000E-07 -3.8075000E-05  9.9992000E-01  9.9992000E-01  3.6305000E-17  9.9984000E-01
 1.0000000E+00  1.9428000E-07 -1.5230000E-04  9.9992000E-01  9.9992000E-01  1.4522000E-16  9.9984000E-01
 1.5000000E+00  1.9424000E-07 -3.4271000E-04  9.9992000E-01  9.9992000E-01  3.2678000E-16  9.9984000E-01
 2.0000000E+00  1.9419000E-07 -6.0931000E-04  9.9992000E-01  9.9992000E-01  5.8099000E-16  9.9984000E-01
 2.5000000E+00  1.9413000E-07 -9.5216000E-04  9.9992000E-01  9.9992000E-01  9.0789000E-16  9.9984000E-01
 3.0000000E+00  1.9405000E-07 -1.3713000E-03  9.9992000E-01  9.9992000E-01  1.3075000E-15  9.9984000E-01
 3.5000000E+00  1.9395000E-07 -1.8668000E-03  9.9992000E-01  9.9992000E-01  1.7800000E-15  9.9984000E-01
 4.0000000E+00  1.9384000E-07 -2.4387000E-03  9.9992000E-01  9.9992000E-01  2.3254000E-15  9.9984000E-01
 4.5000000E+00  1.9371000E-07 -3.0872000E-03  9.9992000E-01  9.9992000E-01  2.9437000E-15  9.9984000E-01
 5.0000000E+00  1.9357000E-07 -3.8122000E-03  9.9992000E-01  9.9991000E-01  3.6350000E-15  9.9983000E-01
 5.5000000E+00  1.9342000E-07 -4.6140000E-03  9.9992000E-01  9.9991000E-01  4.3995000E-15  9.9983000E-01
 6.0000000E+00  1.9325000E-07 -5.4927000E-03  9.9992000E-01  9.9990000E-01  5.2373000E-15  9.9983000E-01
 6.5000000E+00  1.9307000E-07 -6.4483000E-03  9.9992000E-01  9.9990000E-01  6.1485000E-15  9.9982000E-01
 7.0000000E+00  1.9287000E-07 -7.4810000E-03  9.9992000E-01  9.9989000E-01  7.1333000E-15  9.9981000E-01
 7.5000000E+00  1.9266000E-07 -8.5910000E-03  9.9992000E-01  9.9988000E-01  8.1917000E-15  9.9980000E-01
