length scale factor
7.2717000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
1.4644164E+00 7.2644283E-02 8.6145573E+00 1.4644164E+00
total extinction, absorption, scattering efficiencies (unpolarized incidence)
5.0565000E-01 2.3469000E-02 4.8218000E-01
theta     11          12          22          33          34          44
0.000000 1.7178000E+00 -9.8526000E-08 9.9990000E-01 9.9990000E-01 3.4402000E-09 9.9980000E-01
0.500000 1.7167000E+00 -3.7516000E-05 9.9990000E-01 9.9990000E-01 1.3100000E-06 9.9980000E-01
1.000000 1.7137000E+00 -1.5007000E-04 9.9990000E-01 9.9990000E-01 5.2412000E-06 9.9980000E-01
1.500000 1.7086000E+00 -3.3769000E-04 9.9990000E-01 9.9990000E-01 1.1797000E-05 9.9980000E-01
2.000000 1.7015000E+00 -6.0041000E-04 9.9990000E-01 9.9990000E-01 2.0982000E-05 9.9980000E-01
2.500000 1.6924000E+00 -9.3827000E-04 9.9990000E-01 9.9990000E-01 3.2805000E-05 9.9980000E-01
3.000000 1.6814000E+00 -1.3514000E-03 9.9990000E-01 9.9990000E-01 4.7275000E-05 9.9980000E-01
3.500000 1.6685000E+00 -1.8397000E-03 9.9990000E-01 9.9990000E-01 6.4404000E-05 9.9980000E-01
4.000000 1.6537000E+00 -2.4035000E-03 9.9990000E-01 9.9990000E-01 8.4205000E-05 9.9980000E-01
4.500000 1.6371000E+00 -3.0428000E-03 9.9990000E-01 9.9989000E-01 1.0669000E-04 9.9979000E-01
5.000000 1.6188000E+00 -3.7577000E-03 9.9990000E-01 9.9989000E-01 1.3189000E-04 9.9979000E-01
5.500000 1.5988000E+00 -4.5483000E-03 9.9990000E-01 9.9989000E-01 1.5981000E-04 9.9978000E-01
6.000000 1.5771000E+00 -5.4149000E-03 9.9989000E-01 9.9988000E-01 1.9047000E-04 9.9978000E-01
6.500000 1.5540000E+00 -6.3576000E-03 9.9989000E-01 9.9987000E-01 2.2389000E-04 9.9977000E-01
7.000000 1.5294000E+00 -7.3765000E-03 9.9989000E-01 9.9986000E-01 2.6011000E-04 9.9976000E-01
7.500000 1.5034000E+00 -8.4719000E-03 9.9989000E-01 9.9985000E-01 2.9913000E-04 9.9975000E-01
8.000000 1.4761000E+00 -9.6440000E-03 9.9989000E-01 9.9984000E-01 3.4099000E-04 9.9973000E-01
8.500000 1.4477000E+00 -1.0893000E-02 9.9989000E-01 9.9983000E-01 3.8571000E-04 9.9972000E-01
9.000000 1.4182000E+00 -1.2219000E-02 9.9989000E-01 9.9981000E-01 4.3331000E-04 9.9970000E-01
9.500000 1.3876000E+00 -1.3623000E-02 9.9988000E-01 9.9979000E-01 4.8382000E-04 9.9968000E-01
10.000000 1.3562000E+00 -1.5104000E-02 9.9988000E-01 9.9977000E-01 5.3725000E-04 9.9965000E-01
10.500000 1.3240000E+00 -1.6663000E-02 9.9988000E-01 9.9974000E-01 5.9364000E-04 9.9962000E-01
11.000000 1.2911000E+00 -1.8300000E-02 9.9988000E-01 9.9971000E-01 6.5299000E-04 9.9959000E-01
