length scale factor
8.9040000E-03
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
1.7931422E-01 8.8950960E-03 6.0556471E-01 1.7931422E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
2.6032000E-03 1.2630000E-03 1.3403000E-03
theta     11          12          22          33          34          44
0.000000 1.2791000E-01 -9.9835000E-08 9.9996000E-01 9.9996000E-01 1.1482000E-11 9.9991000E-01
0.500000 1.2790000E-01 -3.8015000E-05 9.9996000E-01 9.9996000E-01 4.3722000E-09 9.9991000E-01
1.000000 1.2789000E-01 -1.5206000E-04 9.9996000E-01 9.9996000E-01 1.7489000E-08 9.9991000E-01
1.500000 1.2786000E-01 -3.4217000E-04 9.9996000E-01 9.9996000E-01 3.9353000E-08 9.9991000E-01
2.000000 1.2782000E-01 -6.0835000E-04 9.9996000E-01 9.9996000E-01 6.9968000E-08 9.9991000E-01
2.500000 1.2778000E-01 -9.5066000E-04 9.9996000E-01 9.9996000E-01 1.0934000E-07 9.9991000E-01
3.000000 1.2772000E-01 -1.3691000E-03 9.9996000E-01 9.9996000E-01 1.5747000E-07 9.9991000E-01
3.500000 1.2765000E-01 -1.8639000E-03 9.9996000E-01 9.9996000E-01 2.1437000E-07 9.9991000E-01
4.000000 1.2757000E-01 -2.4349000E-03 9.9996000E-01 9.9995000E-01 2.8004000E-07 9.9991000E-01
4.500000 1.2748000E-01 -3.0823000E-03 9.9996000E-01 9.9995000E-01 3.5450000E-07 9.9991000E-01
5.000000 1.2738000E-01 -3.8062000E-03 9.9996000E-01 9.9995000E-01 4.3776000E-07 9.9991000E-01
5.500000 1.2727000E-01 -4.6068000E-03 9.9996000E-01 9.9995000E-01 5.2984000E-07 9.9990000E-01
6.000000 1.2715000E-01 -5.4840000E-03 9.9996000E-01 9.9994000E-01 6.3073000E-07 9.9990000E-01
6.500000 1.2702000E-01 -6.4381000E-03 9.9996000E-01 9.9994000E-01 7.4047000E-07 9.9989000E-01
7.000000 1.2688000E-01 -7.4693000E-03 9.9996000E-01 9.9993000E-01 8.5906000E-07 9.9989000E-01
7.500000 1.2673000E-01 -8.5775000E-03 9.9996000E-01 9.9992000E-01 9.8652000E-07 9.9988000E-01
8.000000 1.2657000E-01 -9.7631000E-03 9.9996000E-01 9.9991000E-01 1.1229000E-06 9.9987000E-01
8.500000 1.2640000E-01 -1.1026000E-02 9.9996000E-01 9.9990000E-01 1.2682000E-06 9.9985000E-01
9.000000 1.2621000E-01 -1.2367000E-02 9.9996000E-01 9.9988000E-01 1.4224000E-06 9.9984000E-01
9.500000 1.2602000E-01 -1.3786000E-02 9.9996000E-01 9.9986000E-01 1.5855000E-06 9.9982000E-01
10.000000 1.2582000E-01 -1.5282000E-02 9.9996000E-01 9.9984000E-01 1.7577000E-06 9.9980000E-01
10.500000 1.2561000E-01 -1.6857000E-02 9.9996000E-01 9.9981000E-01 1.9388000E-06 9.9977000E-01
11.000000 1.2539000E-01 -1.8511000E-02 9.9996000E-01 9.9978000E-01 2.1290000E-06 9.9974000E-01
11.500000 1.2516000E-01 -2.0243000E-02 9.9996000E-01 9.9975000E-01 2.3282000E-06 9.9971000E-01
12.000000 1.2492000E-01 -2.2055000E-02 9.9996000E-01 9.9971000E-01 2.5365000E-06 9.9967000E-01
12.500000 1.2467000E-01 -2.3945000E-02 9.9996000E-01 9.9967000E-01 2.7540000E-06 9.9963000E-01
13.000000 1.2441000E-01 -2.5915000E-02 9.9996000E-01 9.9962000E-01 2.9806000E-06 9.9958000E-01
13.500000 1.2414000E-01 -2.7965000E-02 9.9996000E-01 9.9956000E-01 3.2164000E-06 9.9952000E-01
14.000000 1.2386000E-01 -3.0095000E-02 9.9996000E-01 9.9950000E-01 3.4613000E-06 9.9946000E-01
14.500000 1.2357000E-01 -3.2306000E-02 9.9996000E-01 9.9943000E-01 3.7156000E-06 9.9939000E-01
15.000000 1.2328000E-01 -3.4597000E-02 9.9996000E-01 9.9936000E-01 3.9791000E-06 9.9931000E-01
15.500000 1.2297000E-01 -3.6969000E-02 9.9996000E-01 9.9927000E-01 4.2519000E-06 9.9923000E-01
16.000000 1.2266000E-01 -3.9423000E-02 9.9996000E-01 9.9918000E-01 4.5341000E-06 9.9913000E-01
16.500000 1.2233000E-01 -4.1958000E-02 9.9995000E-01 9.9907000E-01 4.8256000E-06 9.9903000E-01
17.000000 1.2200000E-01 -4.4575000E-02 9.9995000E-01 9.9896000E-01 5.1266000E-06 9.9892000E-01
17.500000 1.2166000E-01 -4.7275000E-02 9.9995000E-01 9.9884000E-01 5.4371000E-06 9.9879000E-01
18.000000 1.2131000E-01 -5.0057000E-02 9.9995000E-01 9.9870000E-01 5.7570000E-06 9.9866000E-01
18.500000 1.2095000E-01 -5.2922000E-02 9.9995000E-01 9.9855000E-01 6.0865000E-06 9.9851000E-01
19.000000 1.2059000E-01 -5.5871000E-02 9.9995000E-01 9.9839000E-01 6.4256000E-06 9.9835000E-01
19.500000 1.2021000E-01 -5.8903000E-02 9.9995000E-01 9.9822000E-01 6.7743000E-06 9.9817000E-01
20.000000 1.1983000E-01 -6.2020000E-02 9.9995000E-01 9.9803000E-01 7.1327000E-06 9.9799000E-01
20.500000 1.1944000E-01 -6.5221000E-02 9.9995000E-01 9.9782000E-01 7.5008000E-06 9.9778000E-01
21.000000 1.1904000E-01 -6.8507000E-02 9.9995000E-01 9.9760000E-01 7.8787000E-06 9.9756000E-01
21.500000 1.1864000E-01 -7.1878000E-02 9.9995000E-01 9.9737000E-01 8.2664000E-06 9.9732000E-01
22.000000 1.1822000E-01 -7.5335000E-02 9.9995000E-01 9.9711000E-01 8.6639000E-06 9.9707000E-01
22.500000 1.1780000E-01 -7.8878000E-02 9.9995000E-01 9.9684000E-01 9.0713000E-06 9.9679000E-01
23.000000 1.1738000E-01 -8.2507000E-02 9.9995000E-01 9.9654000E-01 9.4886000E-06 9.9650000E-01
23.500000 1.1694000E-01 -8.6224000E-02 9.9995000E-01 9.9623000E-01 9.9159000E-06 9.9619000E-01
24.000000 1.1650000E-01 -9.0027000E-02 9.9995000E-01 9.9589000E-01 1.0353000E-05 9.9585000E-01
24.500000 1.1605000E-01 -9.3919000E-02 9.9995000E-01 9.9553000E-01 1.0801000E-05 9.9549000E-01
25.000000 1.1559000E-01 -9.7898000E-02 9.9995000E-01 9.9515000E-01 1.1258000E-05 9.9511000E-01
25.500000 1.1513000E-01 -1.0197000E-01 9.9995000E-01 9.9474000E-01 1.1726000E-05 9.9470000E-01
26.000000 1.1466000E-01 -1.0612000E-01 9.9995000E-01 9.9430000E-01 1.2204000E-05 9.9426000E-01
26.500000 1.1419000E-01 -1.1037000E-01 9.9995000E-01 9.9384000E-01 1.2692000E-05 9.9380000E-01
27.000000 1.1370000E-01 -1.1470000E-01 9.9995000E-01 9.9335000E-01 1.3190000E-05 9.9331000E-01
27.500000 1.1322000E-01 -1.1913000E-01 9.9995000E-01 9.9283000E-01 1.3699000E-05 9.9279000E-01
28.000000 1.1272000E-01 -1.2365000E-01 9.9995000E-01 9.9228000E-01 1.4218000E-05 9.9223000E-01
28.500000 1.1222000E-01 -1.2825000E-01 9.9995000E-01 9.9169000E-01 1.4747000E-05 9.9165000E-01
29.000000 1.1172000E-01 -1.3295000E-01 9.9995000E-01 9.9107000E-01 1.5287000E-05 9.9103000E-01
29.500000 1.1121000E-01 -1.3774000E-01 9.9995000E-01 9.9042000E-01 1.5838000E-05 9.9037000E-01
30.000000 1.1069000E-01 -1.4262000E-01 9.9995000E-01 9.8973000E-01 1.6399000E-05 9.8968000E-01
30.500000 1.1017000E-01 -1.4760000E-01 9.9995000E-01 9.8900000E-01 1.6970000E-05 9.8895000E-01
31.000000 1.0965000E-01 -1.5266000E-01 9.9995000E-01 9.8823000E-01 1.7552000E-05 9.8818000E-01
31.500000 1.0912000E-01 -1.5782000E-01 9.9995000E-01 9.8742000E-01 1.8145000E-05 9.8737000E-01
32.000000 1.0859000E-01 -1.6307000E-01 9.9995000E-01 9.8656000E-01 1.8749000E-05 9.8652000E-01
32.500000 1.0805000E-01 -1.6842000E-01 9.9995000E-01 9.8566000E-01 1.9363000E-05 9.8562000E-01
33.000000 1.0750000E-01 -1.7386000E-01 9.9995000E-01 9.8472000E-01 1.9987000E-05 9.8467000E-01
33.500000 1.0696000E-01 -1.7939000E-01 9.9995000E-01 9.8372000E-01 2.0623000E-05 9.8368000E-01
34.000000 1.0641000E-01 -1.8502000E-01 9.9995000E-01 9.8268000E-01 2.1269000E-05 9.8264000E-01
34.500000 1.0585000E-01 -1.9074000E-01 9.9995000E-01 9.8159000E-01 2.1927000E-05 9.8154000E-01
35.000000 1.0529000E-01 -1.9656000E-01 9.9995000E-01 9.8044000E-01 2.2595000E-05 9.8039000E-01
35.500000 1.0473000E-01 -2.0247000E-01 9.9995000E-01 9.7923000E-01 2.3273000E-05 9.7919000E-01
36.000000 1.0417000E-01 -2.0848000E-01 9.9995000E-01 9.7797000E-01 2.3963000E-05 9.7793000E-01
36.500000 1.0360000E-01 -2.1458000E-01 9.9995000E-01 9.7665000E-01 2.4664000E-05 9.7661000E-01
37.000000 1.0303000E-01 -2.2078000E-01 9.9995000E-01 9.7527000E-01 2.5375000E-05 9.7523000E-01
37.500000 1.0245000E-01 -2.2707000E-01 9.9995000E-01 9.7382000E-01 2.6097000E-05 9.7378000E-01
38.000000 1.0188000E-01 -2.3346000E-01 9.9995000E-01 9.7231000E-01 2.6830000E-05 9.7227000E-01
38.500000 1.0130000E-01 -2.3994000E-01 9.9994000E-01 9.7073000E-01 2.7574000E-05 9.7069000E-01
39.000000 1.0072000E-01 -2.4652000E-01 9.9994000E-01 9.6908000E-01 2.8329000E-05 9.6904000E-01
39.500000 1.0014000E-01 -2.5319000E-01 9.9994000E-01 9.6736000E-01 2.9095000E-05 9.6732000E-01
40.000000 9.9552000E-02 -2.5996000E-01 9.9994000E-01 9.6556000E-01 2.9871000E-05 9.6552000E-01
40.500000 9.8966000E-02 -2.6682000E-01 9.9994000E-01 9.6369000E-01 3.0658000E-05 9.6364000E-01
41.000000 9.8378000E-02 -2.7378000E-01 9.9994000E-01 9.6173000E-01 3.1456000E-05 9.6169000E-01
41.500000 9.7790000E-02 -2.8083000E-01 9.9994000E-01 9.5970000E-01 3.2265000E-05 9.5965000E-01
42.000000 9.7200000E-02 -2.8798000E-01 9.9994000E-01 9.5758000E-01 3.3085000E-05 9.5753000E-01
42.500000 9.6610000E-02 -2.9522000E-01 9.9994000E-01 9.5537000E-01 3.3915000E-05 9.5533000E-01
43.000000 9.6018000E-02 -3.0255000E-01 9.9994000E-01 9.5307000E-01 3.4755000E-05 9.5303000E-01
43.500000 9.5426000E-02 -3.0998000E-01 9.9994000E-01 9.5068000E-01 3.5606000E-05 9.5064000E-01
44.000000 9.4834000E-02 -3.1749000E-01 9.9994000E-01 9.4820000E-01 3.6468000E-05 9.4815000E-01
44.500000 9.4242000E-02 -3.2510000E-01 9.9994000E-01 9.4561000E-01 3.7340000E-05 9.4557000E-01
45.000000 9.3649000E-02 -3.3281000E-01 9.9994000E-01 9.4293000E-01 3.8222000E-05 9.4289000E-01
45.500000 9.3057000E-02 -3.4060000E-01 9.9994000E-01 9.4014000E-01 3.9114000E-05 9.4010000E-01
46.000000 9.2465000E-02 -3.4848000E-01 9.9994000E-01 9.3725000E-01 4.0017000E-05 9.3721000E-01
