length scale factor
1.5580000E-05
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
3.1376169E-04 1.5564420E-05 5.5470175E-03 3.1376169E-04
total extinction, absorption, scattering efficiencies (unpolarized incidence)
1.0534000E-05 1.0534000E-05 -3.4263000E-11
theta     11          12          22          33          34          44
 0.0000000E+00 -1.3874000E-04  0.0000000E+00  9.9977000E-01  9.9977000E-01  0.0000000E+00  9.9954000E-01
 5.0000000E-01 -1.3874000E-04 -3.8069000E-05  9.9977000E-01  9.9977000E-01 -2.5674000E-15  9.9954000E-01
 1.0000000E+00 -1.3872000E-04 -1.5228000E-04  9.9977000E-01  9.9977000E-01 -1.0270000E-14  9.9954000E-01
 1.5000000E+00 -1.3870000E-04 -3.4265000E-04  9.9977000E-01  9.9977000E-01 -2.3109000E-14  9.9954000E-01
 2.0000000E+00 -1.3866000E-04 -6.0922000E-04  9.9977000E-01  9.9977000E-01 -4.1087000E-14  9.9954000E-01
 2.5000000E+00 -1.3861000E-04 -9.5201000E-04  9.9977000E-01  9.9977000E-01 -6.4205000E-14  9.9954000E-01
 3.0000000E+00 -1.3855000E-04 -1.3711000E-03  9.9977000E-01  9.9977000E-01 -9.2468000E-14  9.9954000E-01
 3.5000000E+00 -1.3849000E-04 -1.8665000E-03  9.9977000E-01  9.9977000E-01 -1.2588000E-13  9.9954000E-01
 4.0000000E+00 -1.3841000E-04 -2.4384000E-03  9.9977000E-01  9.9977000E-01 -1.6445000E-13  9.9954000E-01
 4.5000000E+00 -1.3832000E-04 -3.0867000E-03  9.9977000E-01  9.9977000E-01 -2.0817000E-13  9.9954000E-01
 5.0000000E+00 -1.3822000E-04 -3.8117000E-03  9.9977000E-01  9.9976000E-01 -2.5706000E-13  9.9953000E-01
 5.5000000E+00 -1.3811000E-04 -4.6133000E-03  9.9977000E-01  9.9976000E-01 -3.1113000E-13  9.9953000E-01
 6.0000000E+00 -1.3799000E-04 -5.4918000E-03  9.9977000E-01  9.9975000E-01 -3.7038000E-13  9.9953000E-01
 6.5000000E+00 -1.3785000E-04 -6.4473000E-03  9.9977000E-01  9.9975000E-01 -4.3482000E-13  9.9952000E-01
 7.0000000E+00 -1.3771000E-04 -7.4799000E-03  9.9977000E-01  9.9974000E-01 -5.0446000E-13  9.9951000E-01
 7.5000000E+00 -1.3756000E-04 -8.5897000E-03  9.9977000E-01  9.9973000E-01 -5.7931000E-13  9.9950000E-01
