length scale factor
6.2329000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
1.2552171E+00 6.2266671E-02 5.0324144E+01 1.2552171E+00
total extinction, absorption, scattering efficiencies (unpolarized incidence)
1.6591000E-01 4.6671000E-02 1.1924000E-01
theta     11          12          22          33          34          44
0.000000 1.1146000E+01 -1.2507000E-07 9.9975000E-01 9.9975000E-01 -1.0554000E-09 9.9950000E-01
0.500000 1.1133000E+01 -4.7623000E-05 9.9975000E-01 9.9975000E-01 -4.0432000E-07 9.9950000E-01
1.000000 1.1093000E+01 -1.9051000E-04 9.9975000E-01 9.9975000E-01 -1.6449000E-06 9.9950000E-01
1.500000 1.1028000E+01 -4.2868000E-04 9.9975000E-01 9.9975000E-01 -3.7916000E-06 9.9951000E-01
2.000000 1.0937000E+01 -7.6217000E-04 9.9975000E-01 9.9975000E-01 -6.9222000E-06 9.9951000E-01
2.500000 1.0821000E+01 -1.1909000E-03 9.9975000E-01 9.9975000E-01 -1.1084000E-05 9.9951000E-01
3.000000 1.0681000E+01 -1.7149000E-03 9.9975000E-01 9.9975000E-01 -1.6264000E-05 9.9951000E-01
3.500000 1.0519000E+01 -2.3340000E-03 9.9976000E-01 9.9975000E-01 -2.2390000E-05 9.9951000E-01
4.000000 1.0335000E+01 -3.0479000E-03 9.9976000E-01 9.9975000E-01 -2.9351000E-05 9.9951000E-01
4.500000 1.0132000E+01 -3.8564000E-03 9.9976000E-01 9.9975000E-01 -3.7034000E-05 9.9951000E-01
5.000000 9.9094000E+00 -4.7594000E-03 9.9976000E-01 9.9975000E-01 -4.5367000E-05 9.9951000E-01
5.500000 9.6703000E+00 -5.7567000E-03 9.9976000E-01 9.9975000E-01 -5.4331000E-05 9.9951000E-01
6.000000 9.4160000E+00 -6.8482000E-03 9.9976000E-01 9.9974000E-01 -6.3959000E-05 9.9951000E-01
6.500000 9.1483000E+00 -8.0337000E-03 9.9977000E-01 9.9973000E-01 -7.4300000E-05 9.9950000E-01
7.000000 8.8690000E+00 -9.3132000E-03 9.9977000E-01 9.9972000E-01 -8.5377000E-05 9.9949000E-01
7.500000 8.5801000E+00 -1.0687000E-02 9.9977000E-01 9.9971000E-01 -9.7157000E-05 9.9948000E-01
8.000000 8.2832000E+00 -1.2153000E-02 9.9977000E-01 9.9970000E-01 -1.0954000E-04 9.9947000E-01
8.500000 7.9802000E+00 -1.3713000E-02 9.9977000E-01 9.9968000E-01 -1.2235000E-04 9.9946000E-01
9.000000 7.6730000E+00 -1.5366000E-02 9.9978000E-01 9.9966000E-01 -1.3543000E-04 9.9944000E-01
9.500000 7.3631000E+00 -1.7110000E-02 9.9978000E-01 9.9963000E-01 -1.4862000E-04 9.9941000E-01
10.000000 7.0522000E+00 -1.8945000E-02 9.9978000E-01 9.9960000E-01 -1.6182000E-04 9.9939000E-01
10.500000 6.7419000E+00 -2.0871000E-02 9.9978000E-01 9.9957000E-01 -1.7496000E-04 9.9935000E-01
11.000000 6.4337000E+00 -2.2887000E-02 9.9978000E-01 9.9953000E-01 -1.8802000E-04 9.9931000E-01
11.500000 6.1288000E+00 -2.4993000E-02 9.9978000E-01 9.9948000E-01 -2.0095000E-04 9.9927000E-01
12.000000 5.8284000E+00 -2.7188000E-02 9.9979000E-01 9.9942000E-01 -2.1366000E-04 9.9921000E-01
12.500000 5.5337000E+00 -2.9471000E-02 9.9979000E-01 9.9936000E-01 -2.2599000E-04 9.9915000E-01
13.000000 5.2457000E+00 -3.1842000E-02 9.9979000E-01 9.9929000E-01 -2.3774000E-04 9.9908000E-01
13.500000 4.9652000E+00 -3.4299000E-02 9.9979000E-01 9.9921000E-01 -2.4868000E-04 9.9900000E-01
14.000000 4.6929000E+00 -3.6843000E-02 9.9979000E-01 9.9912000E-01 -2.5861000E-04 9.9892000E-01
14.500000 4.4295000E+00 -3.9472000E-02 9.9979000E-01 9.9902000E-01 -2.6739000E-04 9.9882000E-01
15.000000 4.1754000E+00 -4.2186000E-02 9.9979000E-01 9.9891000E-01 -2.7495000E-04 9.9871000E-01
15.500000 3.9311000E+00 -4.4984000E-02 9.9979000E-01 9.9878000E-01 -2.8122000E-04 9.9858000E-01
16.000000 3.6968000E+00 -4.7866000E-02 9.9979000E-01 9.9865000E-01 -2.8616000E-04 9.9845000E-01
16.500000 3.4727000E+00 -5.0830000E-02 9.9979000E-01 9.9850000E-01 -2.8967000E-04 9.9830000E-01
17.000000 3.2589000E+00 -5.3877000E-02 9.9978000E-01 9.9834000E-01 -2.9156000E-04 9.9813000E-01
17.500000 3.0554000E+00 -5.7007000E-02 9.9978000E-01 9.9816000E-01 -2.9159000E-04 9.9795000E-01
18.000000 2.8622000E+00 -6.0219000E-02 9.9977000E-01 9.9796000E-01 -2.8948000E-04 9.9775000E-01
18.500000 2.6791000E+00 -6.3514000E-02 9.9977000E-01 9.9775000E-01 -2.8501000E-04 9.9754000E-01
19.000000 2.5060000E+00 -6.6891000E-02 9.9976000E-01 9.9752000E-01 -2.7801000E-04 9.9730000E-01
19.500000 2.3426000E+00 -7.0350000E-02 9.9976000E-01 9.9728000E-01 -2.6845000E-04 9.9705000E-01
20.000000 2.1888000E+00 -7.3893000E-02 9.9975000E-01 9.9701000E-01 -2.5639000E-04 9.9678000E-01
20.500000 2.0440000E+00 -7.7519000E-02 9.9974000E-01 9.9672000E-01 -2.4192000E-04 9.9648000E-01
21.000000 1.9082000E+00 -8.1230000E-02 9.9973000E-01 9.9641000E-01 -2.2510000E-04 9.9616000E-01
21.500000 1.7809000E+00 -8.5025000E-02 9.9971000E-01 9.9608000E-01 -2.0589000E-04 9.9582000E-01
22.000000 1.6617000E+00 -8.8906000E-02 9.9970000E-01 9.9572000E-01 -1.8411000E-04 9.9545000E-01
