length scale factor
2.4931700E-01
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
5.0208814E+00 2.4906768E-01 2.9535811E+01 5.0208814E+00
total extinction, absorption, scattering efficiencies (unpolarized incidence)
6.3734000E+00 1.7604000E-01 6.1974000E+00
theta     11          12          22          33          34          44
0.000000 1.4605000E+01 -1.2609000E-07 9.9994000E-01 9.9994000E-01 -3.4865000E-09 9.9989000E-01
0.500000 1.4506000E+01 -4.8027000E-05 9.9994000E-01 9.9994000E-01 -1.3351000E-06 9.9989000E-01
1.000000 1.4211000E+01 -1.9231000E-04 9.9994000E-01 9.9994000E-01 -5.4306000E-06 9.9989000E-01
1.500000 1.3733000E+01 -4.3346000E-04 9.9994000E-01 9.9994000E-01 -1.2552000E-05 9.9989000E-01
2.000000 1.3092000E+01 -7.7243000E-04 9.9994000E-01 9.9994000E-01 -2.3126000E-05 9.9988000E-01
2.500000 1.2313000E+01 -1.2105000E-03 9.9994000E-01 9.9994000E-01 -3.7707000E-05 9.9987000E-01
3.000000 1.1426000E+01 -1.7492000E-03 9.9993000E-01 9.9993000E-01 -5.6923000E-05 9.9987000E-01
3.500000 1.0465000E+01 -2.3901000E-03 9.9993000E-01 9.9992000E-01 -8.1393000E-05 9.9985000E-01
4.000000 9.4623000E+00 -3.1344000E-03 9.9992000E-01 9.9991000E-01 -1.1158000E-04 9.9984000E-01
4.500000 8.4499000E+00 -3.9828000E-03 9.9991000E-01 9.9990000E-01 -1.4759000E-04 9.9982000E-01
5.000000 7.4572000E+00 -4.9349000E-03 9.9990000E-01 9.9989000E-01 -1.8885000E-04 9.9980000E-01
5.500000 6.5092000E+00 -5.9882000E-03 9.9989000E-01 9.9987000E-01 -2.3368000E-04 9.9977000E-01
6.000000 5.6260000E+00 -7.1369000E-03 9.9987000E-01 9.9985000E-01 -2.7870000E-04 9.9973000E-01
6.500000 4.8221000E+00 -8.3709000E-03 9.9986000E-01 9.9982000E-01 -3.1812000E-04 9.9969000E-01
7.000000 4.1063000E+00 -9.6742000E-03 9.9983000E-01 9.9978000E-01 -3.4306000E-04 9.9963000E-01
7.500000 3.4820000E+00 -1.1024000E-02 9.9981000E-01 9.9974000E-01 -3.4094000E-04 9.9957000E-01
8.000000 2.9483000E+00 -1.2389000E-02 9.9978000E-01 9.9969000E-01 -2.9560000E-04 9.9949000E-01
8.500000 2.5001000E+00 -1.3736000E-02 9.9974000E-01 9.9964000E-01 -1.8840000E-04 9.9941000E-01
9.000000 2.1297000E+00 -1.5028000E-02 9.9970000E-01 9.9957000E-01 -9.0487000E-07 9.9931000E-01
9.500000 1.8276000E+00 -1.6237000E-02 9.9965000E-01 9.9950000E-01 2.8099000E-04 9.9920000E-01
10.000000 1.5834000E+00 -1.7348000E-02 9.9959000E-01 9.9943000E-01 6.6238000E-04 9.9908000E-01
10.500000 1.3866000E+00 -1.8370000E-02 9.9953000E-01 9.9935000E-01 1.1358000E-03 9.9895000E-01
11.000000 1.2274000E+00 -1.9331000E-02 9.9947000E-01 9.9927000E-01 1.6803000E-03 9.9882000E-01
11.500000 1.0974000E+00 -2.0279000E-02 9.9940000E-01 9.9919000E-01 2.2641000E-03 9.9868000E-01
12.000000 9.8920000E-01 -2.1267000E-02 9.9933000E-01 9.9910000E-01 2.8489000E-03 9.9853000E-01
12.500000 8.9711000E-01 -2.2348000E-02 9.9925000E-01 9.9901000E-01 3.3945000E-03 9.9838000E-01
13.000000 8.1689000E-01 -2.3568000E-02 9.9916000E-01 9.9891000E-01 3.8621000E-03 9.9821000E-01
13.500000 7.4557000E-01 -2.4959000E-02 9.9907000E-01 9.9880000E-01 4.2158000E-03 9.9802000E-01
14.000000 6.8126000E-01 -2.6544000E-02 9.9897000E-01 9.9868000E-01 4.4222000E-03 9.9782000E-01
14.500000 6.2292000E-01 -2.8337000E-02 9.9886000E-01 9.9854000E-01 4.4510000E-03 9.9759000E-01
15.000000 5.7005000E-01 -3.0341000E-02 9.9875000E-01 9.9838000E-01 4.2758000E-03 9.9734000E-01
15.500000 5.2251000E-01 -3.2555000E-02 9.9862000E-01 9.9820000E-01 3.8770000E-03 9.9707000E-01
16.000000 4.8030000E-01 -3.4970000E-02 9.9849000E-01 9.9799000E-01 3.2460000E-03 9.9677000E-01
16.500000 4.4348000E-01 -3.7569000E-02 9.9836000E-01 9.9778000E-01 2.3913000E-03 9.9645000E-01
17.000000 4.1199000E-01 -4.0330000E-02 9.9824000E-01 9.9754000E-01 1.3431000E-03 9.9612000E-01
17.500000 3.8568000E-01 -4.3222000E-02 9.9811000E-01 9.9729000E-01 1.5665000E-04 9.9579000E-01
18.000000 3.6425000E-01 -4.6212000E-02 9.9800000E-01 9.9704000E-01 -1.0908000E-03 9.9546000E-01
18.500000 3.4727000E-01 -4.9263000E-02 9.9790000E-01 9.9679000E-01 -2.3077000E-03 9.9515000E-01
19.000000 3.3420000E-01 -5.2344000E-02 9.9782000E-01 9.9655000E-01 -3.4007000E-03 9.9486000E-01
19.500000 3.2441000E-01 -5.5428000E-02 9.9775000E-01 9.9632000E-01 -4.2884000E-03 9.9459000E-01
20.000000 3.1721000E-01 -5.8499000E-02 9.9770000E-01 9.9609000E-01 -4.9122000E-03 9.9434000E-01
20.500000 3.1189000E-01 -6.1548000E-02 9.9765000E-01 9.9587000E-01 -5.2416000E-03 9.9410000E-01
21.000000 3.0776000E-01 -6.4574000E-02 9.9762000E-01 9.9566000E-01 -5.2742000E-03 9.9388000E-01
21.500000 3.0414000E-01 -6.7584000E-02 9.9758000E-01 9.9544000E-01 -5.0305000E-03 9.9365000E-01
22.000000 3.0043000E-01 -7.0587000E-02 9.9755000E-01 9.9522000E-01 -4.5472000E-03 9.9342000E-01
22.500000 2.9612000E-01 -7.3596000E-02 9.9750000E-01 9.9498000E-01 -3.8713000E-03 9.9316000E-01
23.000000 2.9077000E-01 -7.6625000E-02 9.9745000E-01 9.9472000E-01 -3.0537000E-03 9.9288000E-01
23.500000 2.8410000E-01 -7.9687000E-02 9.9739000E-01 9.9442000E-01 -2.1463000E-03 9.9256000E-01
24.000000 2.7593000E-01 -8.2797000E-02 9.9731000E-01 9.9410000E-01 -1.1997000E-03 9.9219000E-01
24.500000 2.6624000E-01 -8.5969000E-02 9.9721000E-01 9.9373000E-01 -2.6175000E-04 9.9177000E-01
25.000000 2.5511000E-01 -8.9219000E-02 9.9709000E-01 9.9331000E-01 6.2239000E-04 9.9129000E-01
25.500000 2.4274000E-01 -9.2562000E-02 9.9695000E-01 9.9284000E-01 1.4108000E-03 9.9074000E-01
