length scale factor
2.0800000E-06
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
4.1888683E-05 2.0779200E-06 1.4146166E-04 4.1888683E-05
total extinction, absorption, scattering efficiencies (unpolarized incidence)
5.5892000E-07 5.5894000E-07 -1.7593000E-11
theta     11          12          22          33          34          44
 0.0000000E+00 -8.5352000E-08  0.0000000E+00  9.9996000E-01  9.9996000E-01  0.0000000E+00  9.9992000E-01
 5.0000000E-01 -8.5349000E-08 -3.8076000E-05  9.9996000E-01  9.9996000E-01  1.4548000E-17  9.9992000E-01
 1.0000000E+00 -8.5339000E-08 -1.5231000E-04  9.9996000E-01  9.9996000E-01  5.8195000E-17  9.9992000E-01
 1.5000000E+00 -8.5323000E-08 -3.4272000E-04  9.9996000E-01  9.9996000E-01  1.3095000E-16  9.9992000E-01
 2.0000000E+00 -8.5300000E-08 -6.0933000E-04  9.9996000E-01  9.9996000E-01  2.3281000E-16  9.9992000E-01
 2.5000000E+00 -8.5271000E-08 -9.5219000E-04  9.9996000E-01  9.9996000E-01  3.6381000E-16  9.9992000E-01
 3.0000000E+00 -8.5235000E-08 -1.3714000E-03  9.9996000E-01  9.9996000E-01  5.2397000E-16  9.9992000E-01
 3.5000000E+00 -8.5193000E-08 -1.8669000E-03  9.9996000E-01  9.9996000E-01  7.1329000E-16  9.9992000E-01
 4.0000000E+00 -8.5144000E-08 -2.4388000E-03  9.9996000E-01  9.9996000E-01  9.3182000E-16  9.9992000E-01
 4.5000000E+00 -8.5089000E-08 -3.0873000E-03  9.9996000E-01  9.9996000E-01  1.1796000E-15  9.9992000E-01
 5.0000000E+00 -8.5028000E-08 -3.8124000E-03  9.9996000E-01  9.9995000E-01  1.4566000E-15  9.9991000E-01
 5.5000000E+00 -8.4960000E-08 -4.6142000E-03  9.9996000E-01  9.9995000E-01  1.7630000E-15  9.9991000E-01
 6.0000000E+00 -8.4886000E-08 -5.4929000E-03  9.9996000E-01  9.9995000E-01  2.0987000E-15  9.9991000E-01
 6.5000000E+00 -8.4805000E-08 -6.4486000E-03  9.9996000E-01  9.9994000E-01  2.4639000E-15  9.9990000E-01
 7.0000000E+00 -8.4718000E-08 -7.4813000E-03  9.9996000E-01  9.9993000E-01  2.8585000E-15  9.9989000E-01
 7.5000000E+00 -8.4625000E-08 -8.5914000E-03  9.9996000E-01  9.9992000E-01  3.2826000E-15  9.9988000E-01
 8.0000000E+00 -8.4525000E-08 -9.7789000E-03  9.9996000E-01  9.9991000E-01  3.7363000E-15  9.9987000E-01
 8.5000000E+00 -8.4420000E-08 -1.1044000E-02  9.9996000E-01  9.9990000E-01  4.2197000E-15  9.9986000E-01
 9.0000000E+00 -8.4308000E-08 -1.2387000E-02  9.9996000E-01  9.9988000E-01  4.7328000E-15  9.9984000E-01
 9.5000000E+00 -8.4190000E-08 -1.3808000E-02  9.9996000E-01  9.9986000E-01  5.2757000E-15  9.9983000E-01
 1.0000000E+01 -8.4065000E-08 -1.5307000E-02  9.9996000E-01  9.9984000E-01  5.8485000E-15  9.9980000E-01
 1.0500000E+01 -8.3935000E-08 -1.6885000E-02  9.9996000E-01  9.9982000E-01  6.4513000E-15  9.9978000E-01
 1.1000000E+01 -8.3798000E-08 -1.8541000E-02  9.9996000E-01  9.9979000E-01  7.0841000E-15  9.9975000E-01
 1.1500000E+01 -8.3656000E-08 -2.0276000E-02  9.9996000E-01  9.9975000E-01  7.7470000E-15  9.9972000E-01
 1.2000000E+01 -8.3507000E-08 -2.2090000E-02  9.9996000E-01  9.9972000E-01  8.4402000E-15  9.9968000E-01
 1.2500000E+01 -8.3353000E-08 -2.3984000E-02  9.9996000E-01  9.9967000E-01  9.1638000E-15  9.9963000E-01
 1.3000000E+01 -8.3193000E-08 -2.5957000E-02  9.9996000E-01  9.9962000E-01  9.9177000E-15  9.9958000E-01
 1.3500000E+01 -8.3026000E-08 -2.8011000E-02  9.9996000E-01  9.9957000E-01  1.0702000E-14  9.9953000E-01
 1.4000000E+01 -8.2854000E-08 -3.0144000E-02  9.9996000E-01  9.9951000E-01  1.1517000E-14  9.9947000E-01
 1.4500000E+01 -8.2677000E-08 -3.2358000E-02  9.9996000E-01  9.9944000E-01  1.2363000E-14  9.9940000E-01
 1.5000000E+01 -8.2493000E-08 -3.4653000E-02  9.9996000E-01  9.9936000E-01  1.3240000E-14  9.9932000E-01
 1.5500000E+01 -8.2304000E-08 -3.7029000E-02  9.9996000E-01  9.9927000E-01  1.4148000E-14  9.9923000E-01
 1.6000000E+01 -8.2110000E-08 -3.9486000E-02  9.9996000E-01  9.9918000E-01  1.5087000E-14  9.9914000E-01
 1.6500000E+01 -8.1910000E-08 -4.2026000E-02  9.9996000E-01  9.9908000E-01  1.6057000E-14  9.9904000E-01
 1.7000000E+01 -8.1704000E-08 -4.4647000E-02  9.9996000E-01  9.9896000E-01  1.7059000E-14  9.9892000E-01
 1.7500000E+01 -8.1493000E-08 -4.7351000E-02  9.9996000E-01  9.9884000E-01  1.8092000E-14  9.9880000E-01
 1.8000000E+01 -8.1277000E-08 -5.0138000E-02  9.9996000E-01  9.9870000E-01  1.9157000E-14  9.9866000E-01
 1.8500000E+01 -8.1055000E-08 -5.3008000E-02  9.9996000E-01  9.9855000E-01  2.0253000E-14  9.9851000E-01
 1.9000000E+01 -8.0829000E-08 -5.5961000E-02  9.9996000E-01  9.9839000E-01  2.1382000E-14  9.9835000E-01
 1.9500000E+01 -8.0597000E-08 -5.8998000E-02  9.9996000E-01  9.9822000E-01  2.2542000E-14  9.9818000E-01
 2.0000000E+01 -8.0360000E-08 -6.2120000E-02  9.9996000E-01  9.9803000E-01  2.3735000E-14  9.9799000E-01
 2.0500000E+01 -8.0118000E-08 -6.5326000E-02  9.9996000E-01  9.9782000E-01  2.4960000E-14  9.9778000E-01
 2.1000000E+01 -7.9871000E-08 -6.8617000E-02  9.9996000E-01  9.9760000E-01  2.6217000E-14  9.9756000E-01
