 0.2456001E-01   single scattering albedo
 0.5268798E-01   scattering cross section
 0.2145275E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.2767599661E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2767599661E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2767599661E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.2767599661E-07
   0.500     0.2767494323E-07    -0.1052491427E-11     0.0000000000E+00     0.0000000000E+00    -0.1052491427E-11     0.2767494323E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2767494323E-07     0.2775557562E-16     0.0000000000E+00     0.0000000000E+00    -0.2775557562E-16     0.2767494323E-07
   1.000     0.2767177421E-07    -0.4207301174E-11     0.0000000000E+00     0.0000000000E+00    -0.4207301174E-11     0.2767177421E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2767177598E-07     0.1110223025E-15     0.0000000000E+00     0.0000000000E+00    -0.1110223025E-15     0.2767177598E-07
   1.500     0.2766650198E-07    -0.9466205597E-11     0.0000000000E+00     0.0000000000E+00    -0.9466205597E-11     0.2766650198E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2766650020E-07     0.1942890293E-15     0.0000000000E+00     0.0000000000E+00    -0.1942890293E-15     0.2766650020E-07
   2.000     0.2765911233E-07    -0.1682209927E-10     0.0000000000E+00     0.0000000000E+00    -0.1682209927E-10     0.2765911233E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2765910523E-07     0.3330669074E-15     0.0000000000E+00     0.0000000000E+00    -0.3330669074E-15     0.2765910523E-07
   2.500     0.2764962304E-07    -0.2628297580E-10     0.0000000000E+00     0.0000000000E+00    -0.2628297580E-10     0.2764962304E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2764960882E-07     0.5551115123E-15     0.0000000000E+00     0.0000000000E+00    -0.5551115123E-15     0.2764960882E-07
   3.000     0.2763802343E-07    -0.3783906521E-10     0.0000000000E+00     0.0000000000E+00    -0.3783906521E-10     0.2763802343E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2763799500E-07     0.8049116929E-15     0.0000000000E+00     0.0000000000E+00    -0.8049116929E-15     0.2763799500E-07
   3.500     0.2762432771E-07    -0.5147970938E-10     0.0000000000E+00     0.0000000000E+00    -0.5147970938E-10     0.2762432771E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2762427975E-07     0.1082467449E-14     0.0000000000E+00     0.0000000000E+00    -0.1082467449E-14     0.2762427975E-07
   4.000     0.2760854478E-07    -0.6721556645E-10     0.0000000000E+00     0.0000000000E+00    -0.6721556645E-10     0.2760854478E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2760846129E-07     0.1401656569E-14     0.0000000000E+00     0.0000000000E+00    -0.1401656569E-14     0.2760846129E-07
   4.500     0.2759065865E-07    -0.8504041915E-10     0.0000000000E+00     0.0000000000E+00    -0.8504041915E-10     0.2759065865E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.2759052720E-07     0.1790234627E-14     0.0000000000E+00     0.0000000000E+00    -0.1790234627E-14     0.2759052720E-07
