length scale factor
3.1164600E-01
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
6.2760953E+00 3.1133435E-01 2.5162153E+02 6.2760953E+00
total extinction, absorption, scattering efficiencies (unpolarized incidence)
4.8617000E+00 2.1788000E-01 4.6438000E+00
theta     11          12          22          33          34          44
0.000000 5.6420000E+00 -8.0340000E-08 9.9984000E-01 9.9984000E-01 -1.8477000E-07 9.9968000E-01
0.500000 5.5278000E+00 -4.1693000E-05 9.9984000E-01 9.9984000E-01 -6.4825000E-05 9.9969000E-01
1.000000 5.1992000E+00 -2.6977000E-04 9.9984000E-01 9.9984000E-01 -2.1357000E-04 9.9969000E-01
1.500000 4.6981000E+00 -8.2565000E-04 9.9984000E-01 9.9984000E-01 -4.1644000E-04 9.9968000E-01
2.000000 4.0839000E+00 -1.6612000E-03 9.9983000E-01 9.9983000E-01 -7.7385000E-04 9.9967000E-01
2.500000 3.4225000E+00 -2.6313000E-03 9.9982000E-01 9.9982000E-01 -1.3849000E-03 9.9964000E-01
3.000000 2.7741000E+00 -3.7479000E-03 9.9980000E-01 9.9980000E-01 -2.1634000E-03 9.9960000E-01
3.500000 2.1840000E+00 -5.1198000E-03 9.9978000E-01 9.9977000E-01 -2.9507000E-03 9.9955000E-01
4.000000 1.6787000E+00 -6.6470000E-03 9.9975000E-01 9.9972000E-01 -3.7305000E-03 9.9948000E-01
4.500000 1.2672000E+00 -8.0909000E-03 9.9970000E-01 9.9967000E-01 -4.4578000E-03 9.9939000E-01
5.000000 9.4597000E-01 -9.5037000E-03 9.9964000E-01 9.9960000E-01 -4.8159000E-03 9.9926000E-01
5.500000 7.0319000E-01 -1.1115000E-02 9.9956000E-01 9.9950000E-01 -4.6976000E-03 9.9909000E-01
6.000000 5.2428000E-01 -1.2750000E-02 9.9945000E-01 9.9936000E-01 -4.7138000E-03 9.9886000E-01
6.500000 3.9526000E-01 -1.4163000E-02 9.9931000E-01 9.9919000E-01 -5.2932000E-03 9.9856000E-01
7.000000 3.0405000E-01 -1.5848000E-02 9.9914000E-01 9.9897000E-01 -5.7975000E-03 9.9819000E-01
7.500000 2.4057000E-01 -1.8277000E-02 9.9895000E-01 9.9871000E-01 -5.9443000E-03 9.9776000E-01
8.000000 1.9689000E-01 -2.0908000E-02 9.9873000E-01 9.9843000E-01 -6.7565000E-03 9.9727000E-01
8.500000 1.6718000E-01 -2.3483000E-02 9.9852000E-01 9.9811000E-01 -8.3955000E-03 9.9677000E-01
9.000000 1.4701000E-01 -2.6624000E-02 9.9833000E-01 9.9780000E-01 -9.6649000E-03 9.9629000E-01
9.500000 1.3274000E-01 -3.0105000E-02 9.9815000E-01 9.9750000E-01 -1.0557000E-02 9.9583000E-01
10.000000 1.2180000E-01 -3.3297000E-02 9.9797000E-01 9.9721000E-01 -1.1755000E-02 9.9539000E-01
10.500000 1.1289000E-01 -3.6976000E-02 9.9781000E-01 9.9690000E-01 -1.2585000E-02 9.9493000E-01
11.000000 1.0541000E-01 -4.1784000E-02 9.9765000E-01 9.9653000E-01 -1.2745000E-02 9.9443000E-01
11.500000 9.8774000E-02 -4.6443000E-02 9.9749000E-01 9.9613000E-01 -1.3584000E-02 9.9389000E-01
12.000000 9.2517000E-02 -4.9943000E-02 9.9732000E-01 9.9575000E-01 -1.5366000E-02 9.9336000E-01
12.500000 8.6437000E-02 -5.3231000E-02 9.9713000E-01 9.9541000E-01 -1.6539000E-02 9.9286000E-01
13.000000 8.0514000E-02 -5.6957000E-02 9.9693000E-01 9.9501000E-01 -1.6911000E-02 9.9228000E-01
13.500000 7.4747000E-02 -6.0223000E-02 9.9669000E-01 9.9451000E-01 -1.7813000E-02 9.9158000E-01
