length scale factor
4.1600000E-06
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
8.3777305E-05 4.1558400E-06 1.5908028E-03 8.3777305E-05
total extinction, absorption, scattering efficiencies (unpolarized incidence)
8.1226000E-07 8.1208000E-07 1.8487000E-10
theta     11          12          22          33          34          44
 0.0000000E+00  9.9683000E-08  0.0000000E+00  9.9983000E-01  9.9983000E-01  0.0000000E+00  9.9966000E-01
 5.0000000E-01  9.9679000E-08 -3.8071000E-05  9.9983000E-01  9.9983000E-01 -4.3469000E-17  9.9966000E-01
 1.0000000E+00  9.9668000E-08 -1.5229000E-04  9.9983000E-01  9.9983000E-01 -1.7388000E-16  9.9966000E-01
 1.5000000E+00  9.9649000E-08 -3.4268000E-04  9.9983000E-01  9.9983000E-01 -3.9126000E-16  9.9966000E-01
 2.0000000E+00  9.9622000E-08 -6.0926000E-04  9.9983000E-01  9.9983000E-01 -6.9564000E-16  9.9966000E-01
 2.5000000E+00  9.9588000E-08 -9.5207000E-04  9.9983000E-01  9.9983000E-01 -1.0871000E-15  9.9966000E-01
 3.0000000E+00  9.9547000E-08 -1.3712000E-03  9.9983000E-01  9.9983000E-01 -1.5656000E-15  9.9966000E-01
 3.5000000E+00  9.9497000E-08 -1.8666000E-03  9.9983000E-01  9.9983000E-01 -2.1313000E-15  9.9966000E-01
 4.0000000E+00  9.9441000E-08 -2.4385000E-03  9.9983000E-01  9.9983000E-01 -2.7842000E-15  9.9966000E-01
 4.5000000E+00  9.9376000E-08 -3.0869000E-03  9.9983000E-01  9.9983000E-01 -3.5246000E-15  9.9966000E-01
 5.0000000E+00  9.9304000E-08 -3.8119000E-03  9.9983000E-01  9.9982000E-01 -4.3524000E-15  9.9965000E-01
 5.5000000E+00  9.9225000E-08 -4.6136000E-03  9.9983000E-01  9.9982000E-01 -5.2677000E-15  9.9965000E-01
 6.0000000E+00  9.9139000E-08 -5.4922000E-03  9.9983000E-01  9.9981000E-01 -6.2709000E-15  9.9965000E-01
 6.5000000E+00  9.9044000E-08 -6.4477000E-03  9.9983000E-01  9.9981000E-01 -7.3619000E-15  9.9964000E-01
 7.0000000E+00  9.8943000E-08 -7.4804000E-03  9.9983000E-01  9.9980000E-01 -8.5409000E-15  9.9963000E-01
 7.5000000E+00  9.8834000E-08 -8.5903000E-03  9.9983000E-01  9.9979000E-01 -9.8082000E-15  9.9962000E-01
 8.0000000E+00  9.8718000E-08 -9.7776000E-03  9.9983000E-01  9.9978000E-01 -1.1164000E-14  9.9961000E-01
 8.5000000E+00  9.8594000E-08 -1.1043000E-02  9.9983000E-01  9.9977000E-01 -1.2608000E-14  9.9960000E-01
 9.0000000E+00  9.8463000E-08 -1.2385000E-02  9.9983000E-01  9.9975000E-01 -1.4141000E-14  9.9958000E-01
 9.5000000E+00  9.8326000E-08 -1.3806000E-02  9.9983000E-01  9.9973000E-01 -1.5764000E-14  9.9956000E-01
 1.0000000E+01  9.8180000E-08 -1.5305000E-02  9.9983000E-01  9.9971000E-01 -1.7475000E-14  9.9954000E-01
