length scale factor
3.5617000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
7.1727598E-01 3.5581383E-02 2.8757000E+01 7.1727598E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
2.8738000E-02 3.8019000E-03 2.4936000E-02
theta     11          12          22          33          34          44
0.000000 4.1986000E+00 0.0000000E+00 9.9981000E-01 9.9981000E-01 0.0000000E+00 9.9963000E-01
0.500000 4.1969000E+00 -4.0698000E-05 9.9981000E-01 9.9981000E-01 2.0279000E-08 9.9963000E-01
1.000000 4.1917000E+00 -1.6280000E-04 9.9981000E-01 9.9981000E-01 8.1259000E-08 9.9963000E-01
1.500000 4.1830000E+00 -3.6632000E-04 9.9981000E-01 9.9981000E-01 1.8336000E-07 9.9963000E-01
2.000000 4.1710000E+00 -6.5128000E-04 9.9981000E-01 9.9981000E-01 3.2730000E-07 9.9963000E-01
2.500000 4.1555000E+00 -1.0177000E-03 9.9981000E-01 9.9981000E-01 5.1407000E-07 9.9963000E-01
3.000000 4.1367000E+00 -1.4657000E-03 9.9981000E-01 9.9981000E-01 7.4496000E-07 9.9963000E-01
3.500000 4.1146000E+00 -1.9952000E-03 9.9981000E-01 9.9981000E-01 1.0215000E-06 9.9963000E-01
4.000000 4.0892000E+00 -2.6065000E-03 9.9982000E-01 9.9981000E-01 1.3457000E-06 9.9963000E-01
4.500000 4.0607000E+00 -3.2994000E-03 9.9982000E-01 9.9981000E-01 1.7196000E-06 9.9963000E-01
5.000000 4.0292000E+00 -4.0742000E-03 9.9982000E-01 9.9981000E-01 2.1458000E-06 9.9962000E-01
5.500000 3.9946000E+00 -4.9308000E-03 9.9982000E-01 9.9980000E-01 2.6270000E-06 9.9962000E-01
6.000000 3.9571000E+00 -5.8695000E-03 9.9982000E-01 9.9980000E-01 3.1664000E-06 9.9962000E-01
6.500000 3.9168000E+00 -6.8904000E-03 9.9982000E-01 9.9979000E-01 3.7675000E-06 9.9961000E-01
7.000000 3.8738000E+00 -7.9935000E-03 9.9982000E-01 9.9978000E-01 4.4340000E-06 9.9960000E-01
7.500000 3.8283000E+00 -9.1789000E-03 9.9982000E-01 9.9978000E-01 5.1701000E-06 9.9959000E-01
