length scale factor
3.1168400E-03
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
6.2768907E-02 3.1137232E-03 1.0195858E+00 6.2768907E-02
total extinction, absorption, scattering efficiencies (unpolarized incidence)
3.2252000E-04 3.0804000E-04 1.4481000E-05
theta     11          12          22          33          34          44
 0.0000000E+00  1.2774000E-01  0.0000000E+00  9.9983000E-01  9.9983000E-01  0.0000000E+00  9.9966000E-01
 5.0000000E-01  1.2773000E-01 -3.8088000E-05  9.9983000E-01  9.9983000E-01 -3.6690000E-11  9.9966000E-01
 1.0000000E+00  1.2772000E-01 -1.5236000E-04  9.9983000E-01  9.9983000E-01 -1.4676000E-10  9.9966000E-01
 1.5000000E+00  1.2769000E-01 -3.4283000E-04  9.9983000E-01  9.9983000E-01 -3.3024000E-10  9.9966000E-01
 2.0000000E+00  1.2766000E-01 -6.0953000E-04  9.9983000E-01  9.9983000E-01 -5.8714000E-10  9.9966000E-01
 2.5000000E+00  1.2761000E-01 -9.5250000E-04  9.9983000E-01  9.9983000E-01 -9.1751000E-10  9.9966000E-01
 3.0000000E+00  1.2755000E-01 -1.3718000E-03  9.9983000E-01  9.9983000E-01 -1.3214000E-09  9.9966000E-01
 3.5000000E+00  1.2748000E-01 -1.8675000E-03  9.9983000E-01  9.9983000E-01 -1.7988000E-09  9.9966000E-01
 4.0000000E+00  1.2740000E-01 -2.4396000E-03  9.9983000E-01  9.9983000E-01 -2.3499000E-09  9.9966000E-01
 4.5000000E+00  1.2732000E-01 -3.0883000E-03  9.9983000E-01  9.9983000E-01 -2.9747000E-09  9.9966000E-01
 5.0000000E+00  1.2722000E-01 -3.8136000E-03  9.9983000E-01  9.9982000E-01 -3.6733000E-09  9.9966000E-01
 5.5000000E+00  1.2711000E-01 -4.6157000E-03  9.9983000E-01  9.9982000E-01 -4.4458000E-09  9.9965000E-01
 6.0000000E+00  1.2699000E-01 -5.4946000E-03  9.9983000E-01  9.9982000E-01 -5.2924000E-09  9.9965000E-01
 6.5000000E+00  1.2686000E-01 -6.4506000E-03  9.9983000E-01  9.9981000E-01 -6.2130000E-09  9.9964000E-01
 7.0000000E+00  1.2672000E-01 -7.4837000E-03  9.9983000E-01  9.9980000E-01 -7.2079000E-09  9.9963000E-01
 7.5000000E+00  1.2657000E-01 -8.5941000E-03  9.9983000E-01  9.9979000E-01 -8.2773000E-09  9.9963000E-01
 8.0000000E+00  1.2641000E-01 -9.7820000E-03  9.9983000E-01  9.9978000E-01 -9.4212000E-09  9.9961000E-01
 8.5000000E+00  1.2624000E-01 -1.1048000E-02  9.9983000E-01  9.9977000E-01 -1.0640000E-08  9.9960000E-01
 9.0000000E+00  1.2606000E-01 -1.2391000E-02  9.9983000E-01  9.9975000E-01 -1.1933000E-08  9.9958000E-01
 9.5000000E+00  1.2587000E-01 -1.3812000E-02  9.9983000E-01  9.9973000E-01 -1.3302000E-08  9.9957000E-01
 1.0000000E+01  1.2567000E-01 -1.5312000E-02  9.9983000E-01  9.9971000E-01 -1.4746000E-08  9.9954000E-01
 1.0500000E+01  1.2546000E-01 -1.6890000E-02  9.9983000E-01  9.9969000E-01 -1.6265000E-08  9.9952000E-01
 1.1000000E+01  1.2524000E-01 -1.8547000E-02  9.9983000E-01  9.9966000E-01 -1.7860000E-08  9.9949000E-01
 1.1500000E+01  1.2501000E-01 -2.0282000E-02  9.9983000E-01  9.9962000E-01 -1.9531000E-08  9.9945000E-01
 1.2000000E+01  1.2477000E-01 -2.2097000E-02  9.9983000E-01  9.9958000E-01 -2.1278000E-08  9.9942000E-01
 1.2500000E+01  1.2452000E-01 -2.3992000E-02  9.9983000E-01  9.9954000E-01 -2.3101000E-08  9.9937000E-01
 1.3000000E+01  1.2427000E-01 -2.5965000E-02  9.9983000E-01  9.9949000E-01 -2.5001000E-08  9.9932000E-01
 1.3500000E+01  1.2400000E-01 -2.8019000E-02  9.9983000E-01  9.9943000E-01 -2.6977000E-08  9.9927000E-01
 1.4000000E+01  1.2372000E-01 -3.0154000E-02  9.9983000E-01  9.9937000E-01 -2.9031000E-08  9.9920000E-01
 1.4500000E+01  1.2344000E-01 -3.2368000E-02  9.9983000E-01  9.9930000E-01 -3.1162000E-08  9.9913000E-01
 1.5000000E+01  1.2314000E-01 -3.4664000E-02  9.9983000E-01  9.9922000E-01 -3.3371000E-08  9.9906000E-01
 1.5500000E+01  1.2284000E-01 -3.7041000E-02  9.9983000E-01  9.9914000E-01 -3.5657000E-08  9.9897000E-01
 1.6000000E+01  1.2253000E-01 -3.9499000E-02  9.9983000E-01  9.9904000E-01 -3.8022000E-08  9.9888000E-01
 1.6500000E+01  1.2221000E-01 -4.2039000E-02  9.9982000E-01  9.9894000E-01 -4.0466000E-08  9.9877000E-01
 1.7000000E+01  1.2188000E-01 -4.4661000E-02  9.9982000E-01  9.9883000E-01 -4.2988000E-08  9.9866000E-01
 1.7500000E+01  1.2154000E-01 -4.7366000E-02  9.9982000E-01  9.9870000E-01 -4.5589000E-08  9.9853000E-01
 1.8000000E+01  1.2119000E-01 -5.0153000E-02  9.9982000E-01  9.9856000E-01 -4.8270000E-08  9.9840000E-01
 1.8500000E+01  1.2084000E-01 -5.3024000E-02  9.9982000E-01  9.9842000E-01 -5.1030000E-08  9.9825000E-01
 1.9000000E+01  1.2047000E-01 -5.5979000E-02  9.9982000E-01  9.9825000E-01 -5.3871000E-08  9.9809000E-01
 1.9500000E+01  1.2010000E-01 -5.9017000E-02  9.9982000E-01  9.9808000E-01 -5.6792000E-08  9.9791000E-01
 2.0000000E+01  1.1972000E-01 -6.2139000E-02  9.9982000E-01  9.9789000E-01 -5.9793000E-08  9.9772000E-01
 2.0500000E+01  1.1934000E-01 -6.5346000E-02  9.9982000E-01  9.9768000E-01 -6.2876000E-08  9.9751000E-01
 2.1000000E+01  1.1894000E-01 -6.8639000E-02  9.9982000E-01  9.9746000E-01 -6.6040000E-08  9.9729000E-01
 2.1500000E+01  1.1854000E-01 -7.2016000E-02  9.9982000E-01  9.9722000E-01 -6.9286000E-08  9.9705000E-01
 2.2000000E+01  1.1813000E-01 -7.5480000E-02  9.9982000E-01  9.9697000E-01 -7.2615000E-08  9.9680000E-01
 2.2500000E+01  1.1771000E-01 -7.9030000E-02  9.9982000E-01  9.9669000E-01 -7.6025000E-08  9.9652000E-01
 2.3000000E+01  1.1728000E-01 -8.2666000E-02  9.9982000E-01  9.9639000E-01 -7.9519000E-08  9.9623000E-01
 2.3500000E+01  1.1685000E-01 -8.6390000E-02  9.9982000E-01  9.9608000E-01 -8.3095000E-08  9.9591000E-01
 2.4000000E+01  1.1641000E-01 -9.0201000E-02  9.9982000E-01  9.9574000E-01 -8.6756000E-08  9.9557000E-01
 2.4500000E+01  1.1597000E-01 -9.4099000E-02  9.9982000E-01  9.9538000E-01 -9.0500000E-08  9.9521000E-01
 2.5000000E+01  1.1551000E-01 -9.8086000E-02  9.9981000E-01  9.9499000E-01 -9.4328000E-08  9.9482000E-01
 2.5500000E+01  1.1505000E-01 -1.0216000E-01  9.9981000E-01  9.9458000E-01 -9.8241000E-08  9.9441000E-01
 2.6000000E+01  1.1459000E-01 -1.0633000E-01  9.9981000E-01  9.9414000E-01 -1.0224000E-07  9.9398000E-01
 2.6500000E+01  1.1412000E-01 -1.1058000E-01  9.9981000E-01  9.9368000E-01 -1.0632000E-07  9.9351000E-01
 2.7000000E+01  1.1364000E-01 -1.1492000E-01  9.9981000E-01  9.9318000E-01 -1.1049000E-07  9.9302000E-01
 2.7500000E+01  1.1315000E-01 -1.1936000E-01  9.9981000E-01  9.9266000E-01 -1.1475000E-07  9.9249000E-01
 2.8000000E+01  1.1266000E-01 -1.2388000E-01  9.9981000E-01  9.9211000E-01 -1.1909000E-07  9.9194000E-01
 2.8500000E+01  1.1217000E-01 -1.2850000E-01  9.9981000E-01  9.9152000E-01 -1.2351000E-07  9.9135000E-01
 2.9000000E+01  1.1167000E-01 -1.3320000E-01  9.9981000E-01  9.9090000E-01 -1.2803000E-07  9.9073000E-01
 2.9500000E+01  1.1116000E-01 -1.3800000E-01  9.9981000E-01  9.9024000E-01 -1.3263000E-07  9.9007000E-01
 3.0000000E+01  1.1065000E-01 -1.4289000E-01  9.9981000E-01  9.8954000E-01 -1.3732000E-07  9.8938000E-01
 3.0500000E+01  1.1013000E-01 -1.4788000E-01  9.9981000E-01  9.8881000E-01 -1.4210000E-07  9.8864000E-01
 3.1000000E+01  1.0961000E-01 -1.5295000E-01  9.9981000E-01  9.8804000E-01 -1.4697000E-07  9.8787000E-01
 3.1500000E+01  1.0909000E-01 -1.5812000E-01  9.9980000E-01  9.8722000E-01 -1.5192000E-07  9.8706000E-01
 3.2000000E+01  1.0855000E-01 -1.6338000E-01  9.9980000E-01  9.8636000E-01 -1.5696000E-07  9.8620000E-01
 3.2500000E+01  1.0802000E-01 -1.6874000E-01  9.9980000E-01  9.8546000E-01 -1.6209000E-07  9.8529000E-01
 3.3000000E+01  1.0748000E-01 -1.7419000E-01  9.9980000E-01  9.8451000E-01 -1.6732000E-07  9.8435000E-01
