length scale factor
1.3356000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
2.6897122E-01 1.3342644E-02 1.5822439E+00 2.6897122E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
6.6269000E-03 1.8638000E-03 4.7631000E-03
theta     11          12          22          33          34          44
0.000000 1.8066000E-01 -9.9906000E-08 9.9991000E-01 9.9991000E-01 -3.7730000E-11 9.9982000E-01
0.500000 1.8065000E-01 -3.8042000E-05 9.9991000E-01 9.9991000E-01 -1.4367000E-08 9.9982000E-01
1.000000 1.8062000E-01 -1.5217000E-04 9.9991000E-01 9.9991000E-01 -5.7469000E-08 9.9982000E-01
1.500000 1.8057000E-01 -3.4241000E-04 9.9991000E-01 9.9991000E-01 -1.2931000E-07 9.9982000E-01
2.000000 1.8050000E-01 -6.0879000E-04 9.9991000E-01 9.9991000E-01 -2.2991000E-07 9.9982000E-01
2.500000 1.8041000E-01 -9.5134000E-04 9.9991000E-01 9.9991000E-01 -3.5926000E-07 9.9982000E-01
3.000000 1.8030000E-01 -1.3701000E-03 9.9991000E-01 9.9991000E-01 -5.1740000E-07 9.9982000E-01
3.500000 1.8016000E-01 -1.8652000E-03 9.9991000E-01 9.9991000E-01 -7.0435000E-07 9.9981000E-01
4.000000 1.8001000E-01 -2.4366000E-03 9.9991000E-01 9.9990000E-01 -9.2012000E-07 9.9981000E-01
4.500000 1.7984000E-01 -3.0845000E-03 9.9991000E-01 9.9990000E-01 -1.1647000E-06 9.9981000E-01
5.000000 1.7964000E-01 -3.8090000E-03 9.9991000E-01 9.9990000E-01 -1.4383000E-06 9.9981000E-01
5.500000 1.7943000E-01 -4.6101000E-03 9.9991000E-01 9.9990000E-01 -1.7407000E-06 9.9981000E-01
6.000000 1.7919000E-01 -5.4879000E-03 9.9991000E-01 9.9989000E-01 -2.0721000E-06 9.9980000E-01
6.500000 1.7894000E-01 -6.4427000E-03 9.9991000E-01 9.9989000E-01 -2.4326000E-06 9.9979000E-01
7.000000 1.7867000E-01 -7.4746000E-03 9.9991000E-01 9.9988000E-01 -2.8221000E-06 9.9979000E-01
7.500000 1.7837000E-01 -8.5837000E-03 9.9991000E-01 9.9987000E-01 -3.2407000E-06 9.9978000E-01
8.000000 1.7806000E-01 -9.7701000E-03 9.9991000E-01 9.9986000E-01 -3.6884000E-06 9.9977000E-01
8.500000 1.7773000E-01 -1.1034000E-02 9.9991000E-01 9.9985000E-01 -4.1655000E-06 9.9975000E-01
9.000000 1.7738000E-01 -1.2376000E-02 9.9991000E-01 9.9983000E-01 -4.6718000E-06 9.9974000E-01
9.500000 1.7700000E-01 -1.3795000E-02 9.9991000E-01 9.9981000E-01 -5.2075000E-06 9.9972000E-01
