length scale factor
8.9040000E-03
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
1.7931422E-01 8.8950960E-03 1.0548292E+00 1.7931422E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
2.3969000E-03 1.2296000E-03 1.1673000E-03
theta     11          12          22          33          34          44
0.000000 1.4457000E-01 -9.9948000E-08 9.9992000E-01 9.9992000E-01 2.5256000E-11 9.9984000E-01
0.500000 1.4456000E-01 -3.8058000E-05 9.9992000E-01 9.9992000E-01 9.6168000E-09 9.9984000E-01
1.000000 1.4454000E-01 -1.5224000E-04 9.9992000E-01 9.9992000E-01 3.8469000E-08 9.9984000E-01
1.500000 1.4451000E-01 -3.4255000E-04 9.9992000E-01 9.9992000E-01 8.6564000E-08 9.9984000E-01
2.000000 1.4446000E-01 -6.0904000E-04 9.9992000E-01 9.9992000E-01 1.5391000E-07 9.9984000E-01
2.500000 1.4440000E-01 -9.5173000E-04 9.9992000E-01 9.9992000E-01 2.4053000E-07 9.9984000E-01
3.000000 1.4433000E-01 -1.3707000E-03 9.9992000E-01 9.9992000E-01 3.4643000E-07 9.9984000E-01
3.500000 1.4424000E-01 -1.8660000E-03 9.9992000E-01 9.9992000E-01 4.7164000E-07 9.9984000E-01
4.000000 1.4414000E-01 -2.4376000E-03 9.9992000E-01 9.9992000E-01 6.1618000E-07 9.9984000E-01
4.500000 1.4403000E-01 -3.0858000E-03 9.9992000E-01 9.9992000E-01 7.8010000E-07 9.9984000E-01
5.000000 1.4390000E-01 -3.8106000E-03 9.9992000E-01 9.9991000E-01 9.6342000E-07 9.9983000E-01
5.500000 1.4376000E-01 -4.6120000E-03 9.9992000E-01 9.9991000E-01 1.1662000E-06 9.9983000E-01
6.000000 1.4360000E-01 -5.4902000E-03 9.9992000E-01 9.9991000E-01 1.3884000E-06 9.9983000E-01
6.500000 1.4344000E-01 -6.4454000E-03 9.9992000E-01 9.9990000E-01 1.6302000E-06 9.9982000E-01
7.000000 1.4326000E-01 -7.4777000E-03 9.9992000E-01 9.9989000E-01 1.8916000E-06 9.9981000E-01
7.500000 1.4307000E-01 -8.5873000E-03 9.9992000E-01 9.9988000E-01 2.1726000E-06 9.9980000E-01
8.000000 1.4286000E-01 -9.7742000E-03 9.9992000E-01 9.9987000E-01 2.4733000E-06 9.9979000E-01
8.500000 1.4264000E-01 -1.1039000E-02 9.9992000E-01 9.9986000E-01 2.7938000E-06 9.9978000E-01
9.000000 1.4241000E-01 -1.2381000E-02 9.9992000E-01 9.9984000E-01 3.1341000E-06 9.9976000E-01
9.500000 1.4217000E-01 -1.3801000E-02 9.9992000E-01 9.9982000E-01 3.4943000E-06 9.9975000E-01
10.000000 1.4191000E-01 -1.5300000E-02 9.9992000E-01 9.9980000E-01 3.8745000E-06 9.9972000E-01
10.500000 1.4164000E-01 -1.6876000E-02 9.9992000E-01 9.9978000E-01 4.2748000E-06 9.9970000E-01
11.000000 1.4136000E-01 -1.8532000E-02 9.9992000E-01 9.9975000E-01 4.6951000E-06 9.9967000E-01
11.500000 1.4106000E-01 -2.0266000E-02 9.9992000E-01 9.9971000E-01 5.1357000E-06 9.9963000E-01
12.000000 1.4076000E-01 -2.2080000E-02 9.9992000E-01 9.9967000E-01 5.5967000E-06 9.9960000E-01
12.500000 1.4044000E-01 -2.3972000E-02 9.9992000E-01 9.9963000E-01 6.0780000E-06 9.9955000E-01
13.000000 1.4011000E-01 -2.5945000E-02 9.9992000E-01 9.9958000E-01 6.5798000E-06 9.9950000E-01
13.500000 1.3977000E-01 -2.7997000E-02 9.9992000E-01 9.9953000E-01 7.1022000E-06 9.9945000E-01
14.000000 1.3941000E-01 -3.0130000E-02 9.9992000E-01 9.9946000E-01 7.6453000E-06 9.9938000E-01
