length scale factor
1.7808000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
3.5862818E-01 1.7790192E-02 2.1096585E+00 3.5862818E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
1.0426000E-02 1.8555000E-03 8.5703000E-03
theta     11          12          22          33          34          44
0.000000 7.5425000E-01 0.0000000E+00 9.9993000E-01 9.9993000E-01 0.0000000E+00 9.9985000E-01
0.500000 7.5419000E-01 -3.8022000E-05 9.9993000E-01 9.9993000E-01 7.5386000E-09 9.9985000E-01
1.000000 7.5403000E-01 -1.5209000E-04 9.9993000E-01 9.9993000E-01 3.0157000E-08 9.9985000E-01
1.500000 7.5376000E-01 -3.4223000E-04 9.9993000E-01 9.9993000E-01 6.7864000E-08 9.9985000E-01
2.000000 7.5339000E-01 -6.0846000E-04 9.9993000E-01 9.9993000E-01 1.2067000E-07 9.9985000E-01
2.500000 7.5290000E-01 -9.5083000E-04 9.9993000E-01 9.9993000E-01 1.8861000E-07 9.9985000E-01
3.000000 7.5231000E-01 -1.3694000E-03 9.9993000E-01 9.9993000E-01 2.7168000E-07 9.9985000E-01
3.500000 7.5161000E-01 -1.8642000E-03 9.9993000E-01 9.9992000E-01 3.6994000E-07 9.9985000E-01
4.000000 7.5081000E-01 -2.4353000E-03 9.9993000E-01 9.9992000E-01 4.8341000E-07 9.9985000E-01
4.500000 7.4990000E-01 -3.0829000E-03 9.9993000E-01 9.9992000E-01 6.1213000E-07 9.9985000E-01
5.000000 7.4888000E-01 -3.8069000E-03 9.9993000E-01 9.9992000E-01 7.5616000E-07 9.9985000E-01
5.500000 7.4776000E-01 -4.6076000E-03 9.9993000E-01 9.9992000E-01 9.1555000E-07 9.9984000E-01
6.000000 7.4654000E-01 -5.4850000E-03 9.9993000E-01 9.9991000E-01 1.0903000E-06 9.9984000E-01
6.500000 7.4521000E-01 -6.4393000E-03 9.9993000E-01 9.9991000E-01 1.2806000E-06 9.9983000E-01
7.000000 7.4378000E-01 -7.4706000E-03 9.9993000E-01 9.9990000E-01 1.4864000E-06 9.9982000E-01
7.500000 7.4224000E-01 -8.5791000E-03 9.9993000E-01 9.9989000E-01 1.7079000E-06 9.9982000E-01
8.000000 7.4061000E-01 -9.7649000E-03 9.9993000E-01 9.9988000E-01 1.9450000E-06 9.9980000E-01
8.500000 7.3887000E-01 -1.1028000E-02 9.9993000E-01 9.9986000E-01 2.1980000E-06 9.9979000E-01
9.000000 7.3703000E-01 -1.2369000E-02 9.9993000E-01 9.9985000E-01 2.4668000E-06 9.9977000E-01
9.500000 7.3510000E-01 -1.3788000E-02 9.9993000E-01 9.9983000E-01 2.7516000E-06 9.9976000E-01
10.000000 7.3306000E-01 -1.5285000E-02 9.9992000E-01 9.9981000E-01 3.0525000E-06 9.9973000E-01
10.500000 7.3093000E-01 -1.6860000E-02 9.9992000E-01 9.9978000E-01 3.3696000E-06 9.9971000E-01
11.000000 7.2870000E-01 -1.8514000E-02 9.9992000E-01 9.9975000E-01 3.7030000E-06 9.9968000E-01
11.500000 7.2638000E-01 -2.0247000E-02 9.9992000E-01 9.9972000E-01 4.0528000E-06 9.9964000E-01
12.000000 7.2397000E-01 -2.2059000E-02 9.9992000E-01 9.9968000E-01 4.4191000E-06 9.9961000E-01
12.500000 7.2146000E-01 -2.3950000E-02 9.9992000E-01 9.9964000E-01 4.8022000E-06 9.9956000E-01
13.000000 7.1886000E-01 -2.5920000E-02 9.9992000E-01 9.9959000E-01 5.2020000E-06 9.9951000E-01
13.500000 7.1617000E-01 -2.7970000E-02 9.9992000E-01 9.9953000E-01 5.6189000E-06 9.9946000E-01
14.000000 7.1339000E-01 -3.0101000E-02 9.9992000E-01 9.9947000E-01 6.0528000E-06 9.9939000E-01
14.500000 7.1052000E-01 -3.2312000E-02 9.9992000E-01 9.9940000E-01 6.5040000E-06 9.9933000E-01
15.000000 7.0757000E-01 -3.4603000E-02 9.9992000E-01 9.9932000E-01 6.9726000E-06 9.9925000E-01
15.500000 7.0453000E-01 -3.6976000E-02 9.9992000E-01 9.9924000E-01 7.4588000E-06 9.9916000E-01
16.000000 7.0141000E-01 -3.9430000E-02 9.9992000E-01 9.9914000E-01 7.9627000E-06 9.9907000E-01
16.500000 6.9821000E-01 -4.1966000E-02 9.9992000E-01 9.9904000E-01 8.4845000E-06 9.9896000E-01
17.000000 6.9493000E-01 -4.4583000E-02 9.9992000E-01 9.9893000E-01 9.0245000E-06 9.9885000E-01
17.500000 6.9157000E-01 -4.7283000E-02 9.9992000E-01 9.9880000E-01 9.5828000E-06 9.9873000E-01
18.000000 6.8813000E-01 -5.0066000E-02 9.9992000E-01 9.9867000E-01 1.0160000E-05 9.9859000E-01
18.500000 6.8462000E-01 -5.2932000E-02 9.9992000E-01 9.9852000E-01 1.0755000E-05 9.9844000E-01
19.000000 6.8104000E-01 -5.5881000E-02 9.9992000E-01 9.9836000E-01 1.1369000E-05 9.9828000E-01
19.500000 6.7738000E-01 -5.8914000E-02 9.9992000E-01 9.9818000E-01 1.2003000E-05 9.9811000E-01
20.000000 6.7365000E-01 -6.2031000E-02 9.9992000E-01 9.9799000E-01 1.2655000E-05 9.9792000E-01
20.500000 6.6985000E-01 -6.5233000E-02 9.9992000E-01 9.9779000E-01 1.3327000E-05 9.9771000E-01
21.000000 6.6599000E-01 -6.8520000E-02 9.9992000E-01 9.9757000E-01 1.4019000E-05 9.9749000E-01
21.500000 6.6206000E-01 -7.1892000E-02 9.9992000E-01 9.9733000E-01 1.4731000E-05 9.9725000E-01
22.000000 6.5807000E-01 -7.5349000E-02 9.9992000E-01 9.9707000E-01 1.5463000E-05 9.9700000E-01
22.500000 6.5401000E-01 -7.8893000E-02 9.9992000E-01 9.9680000E-01 1.6216000E-05 9.9672000E-01
23.000000 6.4990000E-01 -8.2523000E-02 9.9992000E-01 9.9651000E-01 1.6989000E-05 9.9643000E-01
23.500000 6.4573000E-01 -8.6240000E-02 9.9992000E-01 9.9619000E-01 1.7783000E-05 9.9611000E-01
24.000000 6.4150000E-01 -9.0045000E-02 9.9992000E-01 9.9585000E-01 1.8598000E-05 9.9577000E-01
24.500000 6.3722000E-01 -9.3937000E-02 9.9991000E-01 9.9549000E-01 1.9435000E-05 9.9541000E-01
25.000000 6.3288000E-01 -9.7917000E-02 9.9991000E-01 9.9511000E-01 2.0293000E-05 9.9503000E-01
25.500000 6.2850000E-01 -1.0199000E-01 9.9991000E-01 9.9470000E-01 2.1174000E-05 9.9462000E-01
