length scale factor
4.0069000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
8.0693286E-01 4.0028931E-02 4.7468501E+00 8.0693286E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
8.2776000E-02 4.3216000E-03 7.8454000E-02
theta     11          12          22          33          34          44
0.000000 2.1827000E+00 0.0000000E+00 9.9992000E-01 9.9992000E-01 0.0000000E+00 9.9983000E-01
0.500000 2.1822000E+00 -3.7874000E-05 9.9992000E-01 9.9992000E-01 2.1318000E-07 9.9983000E-01
1.000000 2.1809000E+00 -1.5150000E-04 9.9992000E-01 9.9992000E-01 8.5282000E-07 9.9983000E-01
1.500000 2.1786000E+00 -3.4090000E-04 9.9992000E-01 9.9992000E-01 1.9193000E-06 9.9983000E-01
2.000000 2.1754000E+00 -6.0610000E-04 9.9992000E-01 9.9992000E-01 3.4132000E-06 9.9983000E-01
2.500000 2.1714000E+00 -9.4714000E-04 9.9992000E-01 9.9992000E-01 5.3353000E-06 9.9983000E-01
3.000000 2.1665000E+00 -1.3641000E-03 9.9992000E-01 9.9992000E-01 7.6867000E-06 9.9983000E-01
3.500000 2.1606000E+00 -1.8570000E-03 9.9992000E-01 9.9991000E-01 1.0469000E-05 9.9983000E-01
4.000000 2.1539000E+00 -2.4259000E-03 9.9992000E-01 9.9991000E-01 1.3683000E-05 9.9983000E-01
4.500000 2.1464000E+00 -3.0710000E-03 9.9992000E-01 9.9991000E-01 1.7331000E-05 9.9983000E-01
5.000000 2.1379000E+00 -3.7923000E-03 9.9992000E-01 9.9991000E-01 2.1415000E-05 9.9982000E-01
5.500000 2.1287000E+00 -4.5899000E-03 9.9992000E-01 9.9990000E-01 2.5937000E-05 9.9982000E-01
6.000000 2.1186000E+00 -5.4640000E-03 9.9992000E-01 9.9990000E-01 3.0899000E-05 9.9982000E-01
6.500000 2.1077000E+00 -6.4146000E-03 9.9991000E-01 9.9989000E-01 3.6305000E-05 9.9981000E-01
7.000000 2.0959000E+00 -7.4421000E-03 9.9991000E-01 9.9989000E-01 4.2157000E-05 9.9980000E-01
7.500000 2.0834000E+00 -8.5464000E-03 9.9991000E-01 9.9988000E-01 4.8458000E-05 9.9979000E-01
8.000000 2.0701000E+00 -9.7278000E-03 9.9991000E-01 9.9987000E-01 5.5212000E-05 9.9978000E-01
8.500000 2.0561000E+00 -1.0986000E-02 9.9991000E-01 9.9985000E-01 6.2422000E-05 9.9977000E-01
9.000000 2.0413000E+00 -1.2322000E-02 9.9991000E-01 9.9984000E-01 7.0093000E-05 9.9975000E-01
9.500000 2.0258000E+00 -1.3736000E-02 9.9991000E-01 9.9982000E-01 7.8228000E-05 9.9973000E-01
10.000000 2.0096000E+00 -1.5228000E-02 9.9991000E-01 9.9980000E-01 8.6831000E-05 9.9971000E-01
10.500000 1.9927000E+00 -1.6797000E-02 9.9991000E-01 9.9977000E-01 9.5907000E-05 9.9968000E-01
11.000000 1.9752000E+00 -1.8445000E-02 9.9991000E-01 9.9974000E-01 1.0546000E-04 9.9965000E-01
11.500000 1.9571000E+00 -2.0172000E-02 9.9991000E-01 9.9971000E-01 1.1550000E-04 9.9962000E-01
12.000000 1.9383000E+00 -2.1977000E-02 9.9991000E-01 9.9967000E-01 1.2602000E-04 9.9958000E-01
12.500000 1.9189000E+00 -2.3862000E-02 9.9991000E-01 9.9962000E-01 1.3704000E-04 9.9953000E-01
13.000000 1.8990000E+00 -2.5825000E-02 9.9991000E-01 9.9957000E-01 1.4855000E-04 9.9948000E-01
13.500000 1.8785000E+00 -2.7869000E-02 9.9991000E-01 9.9952000E-01 1.6057000E-04 9.9943000E-01
14.000000 1.8575000E+00 -2.9992000E-02 9.9991000E-01 9.9946000E-01 1.7310000E-04 9.9936000E-01
14.500000 1.8360000E+00 -3.2196000E-02 9.9990000E-01 9.9939000E-01 1.8615000E-04 9.9929000E-01
15.000000 1.8141000E+00 -3.4480000E-02 9.9990000E-01 9.9931000E-01 1.9972000E-04 9.9921000E-01
15.500000 1.7917000E+00 -3.6845000E-02 9.9990000E-01 9.9922000E-01 2.1382000E-04 9.9913000E-01
16.000000 1.7689000E+00 -3.9291000E-02 9.9990000E-01 9.9913000E-01 2.2846000E-04 9.9903000E-01
16.500000 1.7457000E+00 -4.1818000E-02 9.9990000E-01 9.9903000E-01 2.4363000E-04 9.9893000E-01
17.000000 1.7221000E+00 -4.4428000E-02 9.9990000E-01 9.9891000E-01 2.5936000E-04 9.9881000E-01
17.500000 1.6982000E+00 -4.7120000E-02 9.9990000E-01 9.9879000E-01 2.7565000E-04 9.9869000E-01
18.000000 1.6740000E+00 -4.9894000E-02 9.9990000E-01 9.9865000E-01 2.9250000E-04 9.9855000E-01
18.500000 1.6495000E+00 -5.2751000E-02 9.9990000E-01 9.9850000E-01 3.0992000E-04 9.9840000E-01
19.000000 1.6248000E+00 -5.5692000E-02 9.9989000E-01 9.9834000E-01 3.2792000E-04 9.9824000E-01
19.500000 1.5998000E+00 -5.8716000E-02 9.9989000E-01 9.9817000E-01 3.4651000E-04 9.9806000E-01
20.000000 1.5746000E+00 -6.1825000E-02 9.9989000E-01 9.9798000E-01 3.6569000E-04 9.9787000E-01
20.500000 1.5492000E+00 -6.5018000E-02 9.9989000E-01 9.9777000E-01 3.8548000E-04 9.9767000E-01
