length scale factor
4.4521000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
8.9658974E-01 4.4476479E-02 3.5946048E+01 8.9658974E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
6.0889000E-02 6.3609000E-03 5.4529000E-02
theta     11          12          22          33          34          44
0.000000 2.0128000E+00 -1.1208000E-07 9.9976000E-01 9.9976000E-01 3.1216000E-10 9.9952000E-01
0.500000 2.0115000E+00 -4.2681000E-05 9.9976000E-01 9.9976000E-01 1.1964000E-07 9.9952000E-01
1.000000 2.0078000E+00 -1.7075000E-04 9.9976000E-01 9.9976000E-01 4.8726000E-07 9.9952000E-01
1.500000 2.0015000E+00 -3.8429000E-04 9.9976000E-01 9.9976000E-01 1.1249000E-06 9.9952000E-01
2.000000 1.9928000E+00 -6.8341000E-04 9.9976000E-01 9.9976000E-01 2.0569000E-06 9.9952000E-01
2.500000 1.9817000E+00 -1.0682000E-03 9.9976000E-01 9.9976000E-01 3.2961000E-06 9.9952000E-01
3.000000 1.9683000E+00 -1.5389000E-03 9.9976000E-01 9.9976000E-01 4.8317000E-06 9.9952000E-01
3.500000 1.9525000E+00 -2.0955000E-03 9.9976000E-01 9.9976000E-01 6.6247000E-06 9.9952000E-01
4.000000 1.9344000E+00 -2.7381000E-03 9.9976000E-01 9.9976000E-01 8.6116000E-06 9.9952000E-01
4.500000 1.9142000E+00 -3.4667000E-03 9.9976000E-01 9.9976000E-01 1.0719000E-05 9.9952000E-01
5.000000 1.8919000E+00 -4.2813000E-03 9.9976000E-01 9.9975000E-01 1.2880000E-05 9.9952000E-01
5.500000 1.8676000E+00 -5.1820000E-03 9.9976000E-01 9.9975000E-01 1.5061000E-05 9.9951000E-01
6.000000 1.8414000E+00 -6.1687000E-03 9.9976000E-01 9.9975000E-01 1.7267000E-05 9.9951000E-01
6.500000 1.8134000E+00 -7.2413000E-03 9.9976000E-01 9.9974000E-01 1.9558000E-05 9.9951000E-01
7.000000 1.7837000E+00 -8.4000000E-03 9.9977000E-01 9.9973000E-01 2.2030000E-05 9.9950000E-01
7.500000 1.7524000E+00 -9.6448000E-03 9.9977000E-01 9.9972000E-01 2.4809000E-05 9.9949000E-01
8.000000 1.7197000E+00 -1.0976000E-02 9.9977000E-01 9.9971000E-01 2.8018000E-05 9.9948000E-01
8.500000 1.6857000E+00 -1.2393000E-02 9.9977000E-01 9.9969000E-01 3.1755000E-05 9.9946000E-01
9.000000 1.6504000E+00 -1.3897000E-02 9.9977000E-01 9.9967000E-01 3.6076000E-05 9.9945000E-01
9.500000 1.6141000E+00 -1.5487000E-02 9.9977000E-01 9.9965000E-01 4.0984000E-05 9.9943000E-01
10.000000 1.5768000E+00 -1.7163000E-02 9.9977000E-01 9.9963000E-01 4.6435000E-05 9.9940000E-01
10.500000 1.5386000E+00 -1.8927000E-02 9.9977000E-01 9.9960000E-01 5.2358000E-05 9.9937000E-01
11.000000 1.4998000E+00 -2.0777000E-02 9.9977000E-01 9.9956000E-01 5.8673000E-05 9.9934000E-01
11.500000 1.4603000E+00 -2.2713000E-02 9.9977000E-01 9.9952000E-01 6.5321000E-05 9.9930000E-01
12.000000 1.4205000E+00 -2.4736000E-02 9.9978000E-01 9.9947000E-01 7.2284000E-05 9.9925000E-01
12.500000 1.3802000E+00 -2.6846000E-02 9.9978000E-01 9.9942000E-01 7.9592000E-05 9.9920000E-01
13.000000 1.3398000E+00 -2.9043000E-02 9.9978000E-01 9.9936000E-01 8.7320000E-05 9.9914000E-01
13.500000 1.2992000E+00 -3.1326000E-02 9.9978000E-01 9.9929000E-01 9.5579000E-05 9.9908000E-01
14.000000 1.2586000E+00 -3.3696000E-02 9.9978000E-01 9.9922000E-01 1.0449000E-04 9.9901000E-01
