 0.6081836E+00   single scattering albedo
 0.3160326E+06   scattering cross section
 0.5196335E+06   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.7693828106E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7693828106E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7693828106E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.7693828106E+01
   0.500     0.7692078590E+01     0.8859634399E-03     0.0000000000E+00     0.0000000000E+00     0.8859634399E-03     0.7692078590E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7692078590E+01     0.5970001221E-03     0.0000000000E+00     0.0000000000E+00    -0.5970001221E-03     0.7692078590E+01
   1.000     0.7686828136E+01     0.3545761108E-02     0.0000000000E+00     0.0000000000E+00     0.3545761108E-02     0.7686828136E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7686827660E+01     0.2382040024E-02     0.0000000000E+00     0.0000000000E+00    -0.2382040024E-02     0.7686827660E+01
   1.500     0.7678081512E+01     0.7972002029E-02     0.0000000000E+00     0.0000000000E+00     0.7972002029E-02     0.7678081512E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7678074837E+01     0.5354881287E-02     0.0000000000E+00     0.0000000000E+00    -0.5354881287E-02     0.7678074837E+01
   2.000     0.7665855408E+01     0.1415634155E-01     0.0000000000E+00     0.0000000000E+00     0.1415634155E-01     0.7665855408E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7665836334E+01     0.9506464005E-02     0.0000000000E+00     0.0000000000E+00    -0.9506464005E-02     0.7665836334E+01
   2.500     0.7650164127E+01     0.2208328247E-01     0.0000000000E+00     0.0000000000E+00     0.2208328247E-01     0.7650164127E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7650117874E+01     0.1482820511E-01     0.0000000000E+00     0.0000000000E+00    -0.1482820511E-01     0.7650117874E+01
   3.000     0.7631026268E+01     0.3174042702E-01     0.0000000000E+00     0.0000000000E+00     0.3174042702E-01     0.7631026268E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7630930424E+01     0.2130770683E-01     0.0000000000E+00     0.0000000000E+00    -0.2130770683E-01     0.7630930424E+01
   3.500     0.7608472824E+01     0.4310226440E-01     0.0000000000E+00     0.0000000000E+00     0.4310226440E-01     0.7608472824E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7608295918E+01     0.2892994881E-01     0.0000000000E+00     0.0000000000E+00    -0.2892994881E-01     0.7608295918E+01
   4.000     0.7582533836E+01     0.5614852905E-01     0.0000000000E+00     0.0000000000E+00     0.5614852905E-01     0.7582533836E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7582232475E+01     0.3767704964E-01     0.0000000000E+00     0.0000000000E+00    -0.3767704964E-01     0.7582232475E+01
   4.500     0.7553235531E+01     0.7085514069E-01     0.0000000000E+00     0.0000000000E+00     0.7085514069E-01     0.7553235531E+01     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7552753448E+01     0.4753375053E-01     0.0000000000E+00     0.0000000000E+00    -0.4753375053E-01     0.7552753448E+01
