 0.4828207E-02   single scattering albedo
 0.1193975E-02   scattering cross section
 0.2472915E+00   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.7449064476E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7449064476E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7449064032E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.7449064032E-08
   0.500     0.7448781147E-08    -0.2833289159E-12     0.0000000000E+00     0.0000000000E+00    -0.2833289159E-12     0.7448781147E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7448780703E-08     0.1387778781E-16     0.0000000000E+00     0.0000000000E+00    -0.1387778781E-16     0.7448780703E-08
   1.000     0.7447928496E-08    -0.1133315664E-11     0.0000000000E+00     0.0000000000E+00    -0.1133315664E-11     0.7447928496E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7447928052E-08     0.4857225733E-16     0.0000000000E+00     0.0000000000E+00    -0.4857225733E-16     0.7447928052E-08
   1.500     0.7446509187E-08    -0.2549294109E-11     0.0000000000E+00     0.0000000000E+00    -0.2549294109E-11     0.7446509187E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7446507855E-08     0.9020562075E-16     0.0000000000E+00     0.0000000000E+00    -0.9020562075E-16     0.7446507855E-08
   2.000     0.7444521444E-08    -0.4531264253E-11     0.0000000000E+00     0.0000000000E+00    -0.4531264253E-11     0.7444521444E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7444520556E-08     0.1595945598E-15     0.0000000000E+00     0.0000000000E+00    -0.1595945598E-15     0.7444520556E-08
   2.500     0.7441968819E-08    -0.7079004050E-11     0.0000000000E+00     0.0000000000E+00    -0.7079004050E-11     0.7441968819E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7441965710E-08     0.2706168623E-15     0.0000000000E+00     0.0000000000E+00    -0.2706168623E-15     0.7441965710E-08
   3.000     0.7438850425E-08    -0.1019007101E-10     0.0000000000E+00     0.0000000000E+00    -0.1019007101E-10     0.7438850425E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7438843319E-08     0.3608224830E-15     0.0000000000E+00     0.0000000000E+00    -0.3608224830E-15     0.7438843319E-08
   3.500     0.7435166260E-08    -0.1386513127E-10     0.0000000000E+00     0.0000000000E+00    -0.1386513127E-10     0.7435166260E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7435153826E-08     0.4996003611E-15     0.0000000000E+00     0.0000000000E+00    -0.4996003611E-15     0.7435153826E-08
   4.000     0.7430919879E-08    -0.1810196437E-10     0.0000000000E+00     0.0000000000E+00    -0.1810196437E-10     0.7430919879E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7430897675E-08     0.6453171331E-15     0.0000000000E+00     0.0000000000E+00    -0.6453171331E-15     0.7430897675E-08
   4.500     0.7426109061E-08    -0.2290123646E-10     0.0000000000E+00     0.0000000000E+00    -0.2290123646E-10     0.7426109061E-08     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.7426073978E-08     0.8118505868E-15     0.0000000000E+00     0.0000000000E+00    -0.8118505868E-15     0.7426073978E-08
