 0.9971447E-01   single scattering albedo
 0.6574559E+00   scattering cross section
 0.6593385E+01   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.4159179753E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4159179753E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4159179298E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.4159179298E-05
   0.500     0.4159021046E-05    -0.1568878361E-09     0.0000000000E+00     0.0000000000E+00    -0.1568878361E-09     0.4159021046E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4159020591E-05     0.4618527782E-13     0.0000000000E+00     0.0000000000E+00    -0.4618527782E-13     0.4159020591E-05
   1.000     0.4158542652E-05    -0.6273239705E-09     0.0000000000E+00     0.0000000000E+00    -0.6273239705E-09     0.4158542652E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4158542652E-05     0.1776356839E-12     0.0000000000E+00     0.0000000000E+00    -0.1776356839E-12     0.4158542652E-05
   1.500     0.4157745934E-05    -0.1412900019E-08     0.0000000000E+00     0.0000000000E+00    -0.1412900019E-08     0.4157745934E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4157745479E-05     0.4121147867E-12     0.0000000000E+00     0.0000000000E+00    -0.4121147867E-12     0.4157745479E-05
   2.000     0.4156629984E-05    -0.2510660124E-08     0.0000000000E+00     0.0000000000E+00    -0.2510660124E-08     0.4156629984E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4156629075E-05     0.7283063042E-12     0.0000000000E+00     0.0000000000E+00    -0.7283063042E-12     0.4156629075E-05
   2.500     0.4155196621E-05    -0.3922195901E-08     0.0000000000E+00     0.0000000000E+00    -0.3922195901E-08     0.4155196621E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4155194347E-05     0.1151079232E-11     0.0000000000E+00     0.0000000000E+00    -0.1151079232E-11     0.4155194347E-05
   3.000     0.4153446753E-05    -0.5646370482E-08     0.0000000000E+00     0.0000000000E+00    -0.5646370482E-08     0.4153446753E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4153443115E-05     0.1655564574E-11     0.0000000000E+00     0.0000000000E+00    -0.1655564574E-11     0.4153443115E-05
   3.500     0.4151377198E-05    -0.7682956493E-08     0.0000000000E+00     0.0000000000E+00    -0.7682956493E-08     0.4151377198E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4151369922E-05     0.2259525900E-11     0.0000000000E+00     0.0000000000E+00    -0.2259525900E-11     0.4151369922E-05
   4.000     0.4148994321E-05    -0.1003036232E-07     0.0000000000E+00     0.0000000000E+00    -0.1003036232E-07     0.4148994321E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4148982043E-05     0.2952305067E-11     0.0000000000E+00     0.0000000000E+00    -0.2952305067E-11     0.4148982043E-05
   4.500     0.4146292667E-05    -0.1268927008E-07     0.0000000000E+00     0.0000000000E+00    -0.1268927008E-07     0.4146292667E-05     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.4146273568E-05     0.3726796649E-11     0.0000000000E+00     0.0000000000E+00    -0.3726796649E-11     0.4146273568E-05
