 0.1018686E-01   single scattering albedo
 0.5399608E-02   scattering cross section
 0.5300560E+00   extinction cross section
 Non-normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
   0.000     0.3374346136E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3374346136E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3374346136E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00     0.3374346136E-07
   0.500     0.3374216817E-07    -0.1277200568E-11     0.0000000000E+00     0.0000000000E+00    -0.1277200568E-11     0.3374216817E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3374216817E-07    -0.2775557562E-16     0.0000000000E+00     0.0000000000E+00     0.2775557562E-16     0.3374216817E-07
   1.000     0.3373830637E-07    -0.5126565839E-11     0.0000000000E+00     0.0000000000E+00    -0.5126565839E-11     0.3373830637E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3373830992E-07     0.2775557562E-15     0.0000000000E+00     0.0000000000E+00    -0.2775557562E-15     0.3373830992E-07
   1.500     0.3373186175E-07    -0.1153566132E-10     0.0000000000E+00     0.0000000000E+00    -0.1153566132E-10     0.3373186175E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3373186175E-07     0.6383782392E-15     0.0000000000E+00     0.0000000000E+00    -0.6383782392E-15     0.3373186175E-07
   2.000     0.3372285207E-07    -0.2050271064E-10     0.0000000000E+00     0.0000000000E+00    -0.2050271064E-10     0.3372285207E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3372284851E-07     0.1137978600E-14     0.0000000000E+00     0.0000000000E+00    -0.1137978600E-14     0.3372284851E-07
   2.500     0.3371126311E-07    -0.3203126653E-10     0.0000000000E+00     0.0000000000E+00    -0.3203126653E-10     0.3371126311E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3371124890E-07     0.1831867991E-14     0.0000000000E+00     0.0000000000E+00    -0.1831867991E-14     0.3371124890E-07
   3.000     0.3369710555E-07    -0.4611599991E-10     0.0000000000E+00     0.0000000000E+00    -0.4611599991E-10     0.3369710555E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3369707713E-07     0.2636779683E-14     0.0000000000E+00     0.0000000000E+00    -0.2636779683E-14     0.3369707713E-07
   3.500     0.3368039003E-07    -0.6275158171E-10     0.0000000000E+00     0.0000000000E+00    -0.6275158171E-10     0.3368039003E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3368033319E-07     0.3608224830E-14     0.0000000000E+00     0.0000000000E+00    -0.3608224830E-14     0.3368033319E-07
   4.000     0.3366110946E-07    -0.8192913015E-10     0.0000000000E+00     0.0000000000E+00    -0.8192913015E-10     0.3366110946E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3366100998E-07     0.4773959006E-14     0.0000000000E+00     0.0000000000E+00    -0.4773959006E-14     0.3366100998E-07
   4.500     0.3363928158E-07    -0.1036433162E-09     0.0000000000E+00     0.0000000000E+00    -0.1036433162E-09     0.3363928158E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3363912171E-07     0.5939693182E-14     0.0000000000E+00     0.0000000000E+00    -0.5939693182E-14     0.3363912171E-07
   5.000     0.3361490997E-07    -0.1278941397E-09     0.0000000000E+00     0.0000000000E+00    -0.1278941397E-09     0.3361490997E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3361466838E-07     0.7327471963E-14     0.0000000000E+00     0.0000000000E+00    -0.7327471963E-14     0.3361466838E-07
   5.500     0.3358799461E-07    -0.1546727191E-09     0.0000000000E+00     0.0000000000E+00    -0.1546727191E-09     0.3358799461E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3358764289E-07     0.8965050924E-14     0.0000000000E+00     0.0000000000E+00    -0.8965050924E-14     0.3358764289E-07
   6.000     0.3355855682E-07    -0.1839612906E-09     0.0000000000E+00     0.0000000000E+00    -0.1839612906E-09     0.3355855682E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3355805234E-07     0.1054711873E-13     0.0000000000E+00     0.0000000000E+00    -0.1054711873E-13     0.3355805234E-07
   6.500     0.3352658950E-07    -0.2157616308E-09     0.0000000000E+00     0.0000000000E+00    -0.2157616308E-09     0.3352658950E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3352590028E-07     0.1243449788E-13     0.0000000000E+00     0.0000000000E+00    -0.1243449788E-13     0.3352590028E-07
   7.000     0.3349211752E-07    -0.2500613050E-09     0.0000000000E+00     0.0000000000E+00    -0.2500613050E-09     0.3349211752E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3349118316E-07     0.1443289932E-13     0.0000000000E+00     0.0000000000E+00    -0.1443289932E-13     0.3349118316E-07
   7.500     0.3345514443E-07    -0.2868461024E-09     0.0000000000E+00     0.0000000000E+00    -0.2868461024E-09     0.3345514443E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3345391519E-07     0.1654232307E-13     0.0000000000E+00     0.0000000000E+00    -0.1654232307E-13     0.3345391519E-07
   8.000     0.3341567734E-07    -0.3261142467E-09     0.0000000000E+00     0.0000000000E+00    -0.3261142467E-09     0.3341567734E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3341408572E-07     0.1887379142E-13     0.0000000000E+00     0.0000000000E+00    -0.1887379142E-13     0.3341408572E-07
   8.500     0.3337374466E-07    -0.3678426452E-09     0.0000000000E+00     0.0000000000E+00    -0.3678426452E-09     0.3337374466E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3337171250E-07     0.2126077092E-13     0.0000000000E+00     0.0000000000E+00    -0.2126077092E-13     0.3337171250E-07
   9.000     0.3332932863E-07    -0.4120224162E-09     0.0000000000E+00     0.0000000000E+00    -0.4120224162E-09     0.3332932863E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3332678489E-07     0.2375877273E-13     0.0000000000E+00     0.0000000000E+00    -0.2375877273E-13     0.3332678489E-07
   9.500     0.3328247544E-07    -0.4586375724E-09     0.0000000000E+00     0.0000000000E+00    -0.4586375724E-09     0.3328247544E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3327931708E-07     0.2642330799E-13     0.0000000000E+00     0.0000000000E+00    -0.2642330799E-13     0.3327931708E-07
  10.000     0.3323318154E-07    -0.5076827847E-09     0.0000000000E+00     0.0000000000E+00    -0.5076827847E-09     0.3323318154E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3322930198E-07     0.2928213227E-13     0.0000000000E+00     0.0000000000E+00    -0.2928213227E-13     0.3322930198E-07
  10.500     0.3318146469E-07    -0.5591385133E-09     0.0000000000E+00     0.0000000000E+00    -0.5591385133E-09     0.3318146469E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3317675379E-07     0.3233524559E-13     0.0000000000E+00     0.0000000000E+00    -0.3233524559E-13     0.3317675379E-07
  11.000     0.3312734265E-07    -0.6129834418E-09     0.0000000000E+00     0.0000000000E+00    -0.6129834418E-09     0.3312734265E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3312166896E-07     0.3544387006E-13     0.0000000000E+00     0.0000000000E+00    -0.3544387006E-13     0.3312166896E-07
  11.500     0.3307082608E-07    -0.6692069121E-09     0.0000000000E+00     0.0000000000E+00    -0.6692069121E-09     0.3307082608E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3306405816E-07     0.3866351683E-13     0.0000000000E+00     0.0000000000E+00    -0.3866351683E-13     0.3306405816E-07
  12.000     0.3301195051E-07    -0.7277858316E-09     0.0000000000E+00     0.0000000000E+00    -0.7277858316E-09     0.3301195051E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3300392493E-07     0.4207745263E-13     0.0000000000E+00     0.0000000000E+00    -0.4207745263E-13     0.3300392493E-07
  12.500     0.3295070172E-07    -0.7887130948E-09     0.0000000000E+00     0.0000000000E+00    -0.7887130948E-09     0.3295070172E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3294126216E-07     0.4560241074E-13     0.0000000000E+00     0.0000000000E+00    -0.4560241074E-13     0.3294126216E-07
  13.000     0.3288713302E-07    -0.8519656092E-09     0.0000000000E+00     0.0000000000E+00    -0.8519656092E-09     0.3288713302E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3287609829E-07     0.4932165787E-13     0.0000000000E+00     0.0000000000E+00    -0.4932165787E-13     0.3287609829E-07
  13.500     0.3282124439E-07    -0.9175131765E-09     0.0000000000E+00     0.0000000000E+00    -0.9175131765E-09     0.3282124439E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3280841909E-07     0.5312417173E-13     0.0000000000E+00     0.0000000000E+00    -0.5312417173E-13     0.3280841909E-07
  14.000     0.3275306071E-07    -0.9853486915E-09     0.0000000000E+00     0.0000000000E+00    -0.9853486915E-09     0.3275306071E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3273823523E-07     0.5712097462E-13     0.0000000000E+00     0.0000000000E+00    -0.5712097462E-13     0.3273823523E-07
  14.500     0.3268259974E-07    -0.1055449061E-08     0.0000000000E+00     0.0000000000E+00    -0.1055449061E-08     0.3268259974E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3266555026E-07     0.6117328866E-13     0.0000000000E+00     0.0000000000E+00    -0.6117328866E-13     0.3266555026E-07
  15.000     0.3260988279E-07    -0.1127792970E-08     0.0000000000E+00     0.0000000000E+00    -0.1127792970E-08     0.3260988279E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3259037840E-07     0.6541989173E-13     0.0000000000E+00     0.0000000000E+00    -0.6541989173E-13     0.3259037840E-07
  15.500     0.3253493475E-07    -0.1202353772E-08     0.0000000000E+00     0.0000000000E+00    -0.1202353772E-08     0.3253493475E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3251271252E-07     0.6977751710E-13     0.0000000000E+00     0.0000000000E+00    -0.6977751710E-13     0.3251271252E-07
  16.000     0.3245778402E-07    -0.1279108375E-08     0.0000000000E+00     0.0000000000E+00    -0.1279108375E-08     0.3245778402E-07     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.3243257041E-07     0.7419065362E-13     0.0000000000E+00     0.0000000000E+00    -0.7419065362E-13     0.3243257041E-07
