length scale factor
4.4521000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
8.9658974E-01 4.4476479E-02 3.0278916E+00 8.9658974E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
1.8848000E-01 5.0801000E-03 1.8340000E-01
theta     11          12          22          33          34          44
0.000000 1.4928000E+00 0.0000000E+00 9.9995000E-01 9.9995000E-01 0.0000000E+00 9.9989000E-01
0.500000 1.4926000E+00 -3.6445000E-05 9.9995000E-01 9.9995000E-01 5.2236000E-07 9.9989000E-01
1.000000 1.4921000E+00 -1.4579000E-04 9.9995000E-01 9.9995000E-01 2.0897000E-06 9.9989000E-01
1.500000 1.4912000E+00 -3.2804000E-04 9.9995000E-01 9.9995000E-01 4.7029000E-06 9.9989000E-01
2.000000 1.4900000E+00 -5.8323000E-04 9.9995000E-01 9.9995000E-01 8.3634000E-06 9.9989000E-01
2.500000 1.4885000E+00 -9.1139000E-04 9.9995000E-01 9.9995000E-01 1.3073000E-05 9.9989000E-01
3.000000 1.4866000E+00 -1.3126000E-03 9.9995000E-01 9.9995000E-01 1.8834000E-05 9.9989000E-01
3.500000 1.4843000E+00 -1.7868000E-03 9.9995000E-01 9.9995000E-01 2.5650000E-05 9.9989000E-01
4.000000 1.4817000E+00 -2.3342000E-03 9.9995000E-01 9.9994000E-01 3.3525000E-05 9.9989000E-01
4.500000 1.4788000E+00 -2.9548000E-03 9.9995000E-01 9.9994000E-01 4.2462000E-05 9.9989000E-01
5.000000 1.4756000E+00 -3.6488000E-03 9.9995000E-01 9.9994000E-01 5.2466000E-05 9.9989000E-01
5.500000 1.4720000E+00 -4.4161000E-03 9.9995000E-01 9.9994000E-01 6.3544000E-05 9.9988000E-01
6.000000 1.4681000E+00 -5.2570000E-03 9.9995000E-01 9.9993000E-01 7.5699000E-05 9.9988000E-01
6.500000 1.4638000E+00 -6.1714000E-03 9.9995000E-01 9.9993000E-01 8.8940000E-05 9.9987000E-01
7.000000 1.4592000E+00 -7.1597000E-03 9.9995000E-01 9.9992000E-01 1.0327000E-04 9.9987000E-01
7.500000 1.4543000E+00 -8.2218000E-03 9.9995000E-01 9.9991000E-01 1.1871000E-04 9.9986000E-01
8.000000 1.4491000E+00 -9.3580000E-03 9.9995000E-01 9.9990000E-01 1.3525000E-04 9.9985000E-01
8.500000 1.4436000E+00 -1.0568000E-02 9.9994000E-01 9.9989000E-01 1.5290000E-04 9.9983000E-01
9.000000 1.4377000E+00 -1.1853000E-02 9.9994000E-01 9.9987000E-01 1.7169000E-04 9.9982000E-01
9.500000 1.4316000E+00 -1.3212000E-02 9.9994000E-01 9.9986000E-01 1.9161000E-04 9.9980000E-01
