length scale factor
1.3356000E-02
volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
2.6897122E-01 1.3342644E-02 9.0834707E-01 2.6897122E-01
total extinction, absorption, scattering efficiencies (unpolarized incidence)
6.0402000E-03 1.4155000E-03 4.6247000E-03
theta     11          12          22          33          34          44
0.000000 4.4774000E-01 0.0000000E+00 9.9996000E-01 9.9996000E-01 0.0000000E+00 9.9993000E-01
0.500000 4.4772000E-01 -3.7956000E-05 9.9996000E-01 9.9996000E-01 -2.9897000E-11 9.9993000E-01
1.000000 4.4766000E-01 -1.5183000E-04 9.9996000E-01 9.9996000E-01 -1.1962000E-10 9.9993000E-01
1.500000 4.4756000E-01 -3.4164000E-04 9.9996000E-01 9.9996000E-01 -2.6924000E-10 9.9993000E-01
2.000000 4.4742000E-01 -6.0741000E-04 9.9996000E-01 9.9996000E-01 -4.7890000E-10 9.9993000E-01
2.500000 4.4723000E-01 -9.4919000E-04 9.9996000E-01 9.9996000E-01 -7.4879000E-10 9.9993000E-01
3.000000 4.4701000E-01 -1.3670000E-03 9.9996000E-01 9.9996000E-01 -1.0792000E-09 9.9993000E-01
3.500000 4.4675000E-01 -1.8610000E-03 9.9996000E-01 9.9996000E-01 -1.4703000E-09 9.9993000E-01
4.000000 4.4645000E-01 -2.4311000E-03 9.9996000E-01 9.9996000E-01 -1.9226000E-09 9.9993000E-01
4.500000 4.4611000E-01 -3.0775000E-03 9.9996000E-01 9.9996000E-01 -2.4364000E-09 9.9992000E-01
5.000000 4.4573000E-01 -3.8003000E-03 9.9996000E-01 9.9996000E-01 -3.0123000E-09 9.9992000E-01
5.500000 4.4531000E-01 -4.5996000E-03 9.9996000E-01 9.9995000E-01 -3.6507000E-09 9.9992000E-01
6.000000 4.4485000E-01 -5.4755000E-03 9.9996000E-01 9.9995000E-01 -4.3522000E-09 9.9991000E-01
6.500000 4.4435000E-01 -6.4282000E-03 9.9996000E-01 9.9994000E-01 -5.1175000E-09 9.9991000E-01
7.000000 4.4381000E-01 -7.4577000E-03 9.9996000E-01 9.9994000E-01 -5.9471000E-09 9.9990000E-01
7.500000 4.4323000E-01 -8.5642000E-03 9.9996000E-01 9.9993000E-01 -6.8420000E-09 9.9989000E-01
